Hospital,Hospital type,Control type,REIMBURSEMENT SETTLEMENT: Subtotal,IPPS Interim payment,Urban (1) and Rural (2) Indicator,NUMBER OF BEDS: Adults & Pediatrics,Total Costs,BALANCE SHEET: Temporary Investments (G_C1THRU4_2),"ADJUSTED SALARIES, Subtotal Salaries",BALANCE SHEET: Accounts Receivable (G_C1THRU4_4),Total cost of charity care,Number of Interns & Residents,Cost of Uncompensated Care,Cost To Charge Ratio,NUMBER OF BEDS: Total Hospital,HAC reduction adjustment amount,BALANCE SHEET: Prepaid expenses (G_C1THRU4_8),TRIAL BALANCE OF EXPENSE ACCOUNTS: Interest Expense (A_C2_113),REIMBURSEMENT SETTLEMENT: Payment to cost ratio,State,Medicaid charges,BALANCE SHEET: Total Current Assets (G_C1THRU4_11),STATEMENT OF REVENUES AND EXPENSES: Net Income (G3_C1_29),Total discharges,REIMBURSEMENT SETTLEMENT: Interim payments,FTE Employees on Payroll,Total Salaries,IPPS Payment amount (unadjusted),Fiscal Year End Date,Net Revenue from Medicaid,Fiscal Year Begin Date,NUMBER OF BEDS: ICU,STATEMENT OF REVENUES AND EXPENSES: Net Patient Revenue (G3_C1_3),BALANCE SHEET: Total Assets (G_C1THRU4_36),"RECONCILIATION OF CAPITAL COST CENTERS: Depreciation, Total (A7_3_C9_3)",BALANCE SHEET: Total Current Liabilities (G_C1THRU4_45),BALANCE SHEET: Inventory (G_C1THRU4_7),Total Charges,BALANCE SHEET: Cash on Hand and in Banks (G_C1THRU4_1),Total Bad Debt expense,Total Inpatient Days,HVBP payment adjustment amount,Total Liabilities,"Donations, Land Improvements",BED DAYS: Total Hospital,Total Days Title XVIII,Report_Period_Begin_Yr,Beginning FFY,Financial Indicators: Total Net Assets,S-10 DATA: Medicaid Costs,Financial Indicators: Cash Reserves,Financial Indicators: Net Profit Margin,Financial Indicators: Operating Profit,Financial Indicators: Operating Profit Margin,Financial Indicators: LIQUIDITY current ratio,Financial Indicators: LIQUIDITY acid-test ratio,Financial Indicators: LIQUIDITY acid-test ratio (variation),Financial Indicators: LIQUIDITY cash ratio,Financial Indicators: SOLVENCY Debt-to-Equity Ratio,Financial Indicators: SOLVENCY Debt Ratio,Financial Indicators: SOLVENCY Equity Ratio,Financial Indicators: SOLVENCY Interest Coverage Ratio,Financial Indicators: SOLVENCY total assets less total liabilities,Financial Indicators: EFFICIENCY asset turnover ratio,Financial Indicators: EFFICIENCY Accounts Receivable Turnover Ratio,: General Ownership Type
ACADIA GREENLEAF HOSPITAL (114036),Psychiatric,Proprietary-Corporation,165432.0,,1.0,73.0,7974301.0,,,1656647.0,,101.88,,,73.0,,3168.0,,,GA,,1153086.0,2216848.0,1937.0,162128.0,,4802409.0,,2014-12-31,,2014-01-01 00:00:00,,11439100.0,7021010.0,476273.0,642545.0,,21702946.0,-14939.0,,15544.0,,4523046.0,,26645.0,7558.0,2014,2014,2497964.0,,0.0,0.19379566574293433,2152136.0,0.18813857733562955,1.7945606922472357,6.028363772187162,,0.0,1.8106930284023308,0.6442158606810131,0.3557841393189869,,2497964.0,1.6292670142899668,6.9049713065004195,for-profit
ACADIA HOSPITAL (204006),Psychiatric,Voluntary Nonprofit-Other,1403654.0,,1.0,68.0,39015136.0,14897769.0,,11710792.0,,458.4,,,68.0,,115731.0,303264.0,,ME,,28102772.0,2904942.0,1464.0,1459765.0,,26106583.0,,2015-09-26,,2014-09-28 00:00:00,,48702332.0,51911315.0,1004310.0,15877100.0,155731.0,75587274.0,6708976.0,,20026.0,,35684569.0,,24752.0,4322.0,2014,2014,16226746.0,,21606745.0,0.059646876868237025,-367273.0,-0.007541178931637195,1.7700192100572523,1.3431111475017479,1.7529215032972016,0.4225567641445856,2.199120452122687,0.6874140830375806,0.31258591696241944,2.100602115648412,16226746.0,0.9381833613731418,4.1587564701004,non-profit
ACADIA SONORA BEHAVIORAL HOSPITAL (034022),Psychiatric,Proprietary-Corporation,125180.0,,1.0,72.0,12758338.0,,,3402591.0,,154.0,,,72.0,,24600.0,,,AZ,,2796593.0,5026443.0,2437.0,122674.0,,9515874.0,,2014-12-31,,2014-01-01 00:00:00,,16699276.0,10245397.0,369416.0,929876.0,,32518100.0,-67934.0,,22821.0,,-3524031.0,,26280.0,1358.0,2014,2014,10245397.0,,0.0,0.3009976600183146,921116.0,0.05515903803254704,3.007490246011296,9.064688194985138,,0.0,0.0,0.0,1.0,,10245397.0,1.6299296161974006,4.907811723477785,for-profit
ACADIA ST LANDRY HOSPITAL (191319),Critical Access Hospitals,Governmental-Hospital District,2512747.0,,2.0,25.0,13228917.0,3037467.0,4545782.0,1771391.0,,102.68,386693.0,0.972125,25.0,,188398.0,,,LA,830474.0,10152375.0,-637289.0,50.0,1929088.0,,4332829.0,,2015-06-30,689296.0,2014-07-01 00:00:00,,13548565.0,12629868.0,272578.0,5266172.0,263257.0,13608244.0,2089732.0,738268.0,3651.0,,5266172.0,,9125.0,3604.0,2014,2014,7363696.0,807324.53725,5127199.0,-0.04703737997345106,-1530415.0,-0.11295771913852132,1.9278472104595141,0.6121778779728425,1.8420818765509368,0.3968218280754977,0.7151533686344466,0.41696176080383424,0.5830382391961658,,7363696.0,1.0727400318039746,7.648545690928767,govt
ACADIA VERMILION HOSPITAL (194044),Psychiatric,Proprietary-Corporation,,,1.0,54.0,10067638.0,,,4510864.0,,119.25,,,54.0,,63822.0,,,LA,,2858842.0,521610.0,2059.0,,,6387125.0,,2014-11-30,,2013-12-01 00:00:00,,11711477.0,7584111.0,196078.0,10907793.0,90898.0,21556880.0,-62563.0,,17968.0,,10907793.0,,19710.0,3497.0,2013,2014,-3323682.0,,0.0,0.044538361813800255,258553.0,0.02207689089941431,0.2620916990265584,0.4613650075684421,0.24790734477634477,0.0,-3.2818401399411856,1.438242794705932,-0.4382427947059319,,-3323682.0,1.5442122352903327,2.5962824416785786,for-profit
ACCEL REHABILITATION HOSPITAL PLANO (673055),Rehabilitation,Proprietary-Corporation,6954.0,,1.0,149.0,8379110.0,40.0,2714213.0,1456676.0,,61.68,,,149.0,,34238.0,,,TX,,2077864.0,48200.0,554.0,6814.0,,3110958.0,,2014-12-31,,2014-01-01 00:00:00,,9220042.0,2403406.0,175509.0,3187904.0,,16022354.0,383284.0,,7105.0,,5006270.0,,54385.0,6050.0,2014,2014,-2602864.0,,383324.0,0.005227741912672415,-6786.0,-0.0007360053240538383,0.6517962899761097,0.5922888518600309,,0.12023072212965008,-1.9233697957327005,2.0829897237503774,-1.0829897237503776,,-2602864.0,3.836239902871175,6.329507728554599,for-profit
ACCESS HOSPITAL DAYTON (364050),Psychiatric,Proprietary-Other,,,1.0,52.0,4508911.0,,,7905.0,,61.0,,,52.0,,,,,OH,,531359.0,-357308.0,636.0,,,2386701.0,,2014-12-31,,2014-01-01 00:00:00,,4152803.0,1227916.0,,-67411.0,,16032701.0,523454.0,,8056.0,,1622614.0,,18980.0,4663.0,2014,2014,-394698.0,,523454.0,-0.08604019983611069,-357308.0,-0.08604019983611069,inf,inf,,inf,-4.111026658356516,1.3214372970138022,-0.32143729701380225,,-394698.0,3.381992742174546,525.3387729285263,for-profit
ACHS CENTRAL JERSEY (312017),General Long Term,Proprietary-Corporation,672.0,,1.0,50.0,12067950.0,,,4710066.0,,162.37,,,50.0,,171818.0,8458.0,,NJ,,13271035.0,1951046.0,244.0,659.0,,7160566.0,,2014-08-31,,2014-01-01 00:00:00,,14798404.0,18865159.0,278957.0,14300494.0,274223.0,74059647.0,3993664.0,,7310.0,,14300494.0,,12150.0,5914.0,2014,2014,4564665.0,,3993664.0,0.1318416499509001,1837066.0,0.12413946801290193,0.9280123469860552,0.7450634922122271,0.89682174615786,0.27926755537256265,3.1328682389616764,0.7580372897996778,0.2419627102003222,250.18006620950578,4564665.0,0.7844303883153065,3.1418676511114705,for-profit
ACHS CENTRAL JERSEY (312017),General Long Term,Proprietary-Corporation,2741.0,,1.0,50.0,18560600.0,,,5938445.0,,125.55,,,50.0,,124910.0,17085.0,,NJ,,14613630.0,4154663.0,355.0,2686.0,,10909958.0,,2015-08-31,,2014-09-01 00:00:00,,24167835.0,19530757.0,411156.0,13546305.0,235509.0,111434510.0,2766121.0,,10804.0,,13546305.0,,18250.0,8717.0,2014,2014,5984452.0,,2766121.0,0.17190877875490296,4225502.0,0.17483990601557814,1.0787908584665709,0.9492794529578361,1.0521844148644224,0.20419745458263341,2.2635831985952932,0.6935883232790209,0.30641167672097913,271.38764998536726,5984452.0,1.237424386571396,4.069724481745642,for-profit
ACOMA CANONCITO LAGUNA HOSPITAL (320070),General Short Term (Acute Care Hospitals),Governmental- Federal,1079589.0,966803.0,2.0,6.0,10699508.0,,5760819.0,,,150.0,,,6.0,,,,,NM,,,-23625521.0,241.0,1329054.0,,9475585.0,842971.0,2014-09-30,,2013-10-01 00:00:00,,,,360585.0,,,164549.0,,,1001.0,,,,2190.0,573.0,2013,2014,,,0.0,,,,,,,,,,,,,,,govt
ACUITY HOSPITAL OF SOUTH TEXAS (452040),General Long Term,Proprietary-Partnership,614.0,,1.0,30.0,4367808.0,,,3074787.0,,170.69,,,30.0,,269912.0,,,TX,,3848547.0,-377740.0,86.0,601.0,,1883541.0,,2014-08-31,,2014-06-01 00:00:00,,4093940.0,12758444.0,189579.0,2434429.0,210293.0,12890597.0,391644.0,,2442.0,,9630364.0,,2760.0,1517.0,2014,2014,3128080.0,,391644.0,-0.09226808404617556,-386056.0,-0.09429937908225328,1.5808828271434492,1.2687537816876155,1.3836271257038097,0.16087715024755292,3.078682130891793,0.7548227667888028,0.24517723321119722,,3128080.0,0.3208808221441423,1.3314548292288213,for-profit
ACUITY HOSPITAL OF SOUTH TEXAS (452040),General Long Term,Proprietary-Partnership,3763.0,,1.0,30.0,17556293.0,,,9807336.0,,120.5,,,30.0,,261996.0,204361.0,,TX,,3957325.0,-129831.0,343.0,3688.0,,7657348.0,,2015-08-31,,2014-09-01 00:00:00,,17726293.0,12068023.0,1185325.0,6940958.0,159526.0,52973269.0,461533.0,,9931.0,,9831745.0,,10950.0,6056.0,2014,2014,2236278.0,,461533.0,-0.007324204784384417,-91417.0,-0.005157141428272679,0.5701410381679302,1.4607548410464377,0.5094113809649907,0.06649413524761279,4.396477092740706,0.8146939229399878,0.18530607706001223,5.352821722344283,2236278.0,1.4688647013682357,1.8074524009374207,for-profit
ACUITY SPECIALTY HOSP OF NEW JERSEY (312023),General Long Term,Proprietary-Partnership,32904.0,,1.0,30.0,19026541.0,,,2870202.0,,107.8,,,30.0,,236226.0,5424.0,,NJ,,5820715.0,4270318.0,330.0,32245.0,,8583386.0,,2015-08-31,,2014-09-01 00:00:00,,23485473.0,10220506.0,393242.0,4309630.0,204993.0,142055833.0,2558884.0,,9900.0,,4309630.0,,10950.0,7242.0,2014,2014,5910876.0,,2558884.0,0.18182806026516904,4292073.0,0.18275437756778415,1.350629868457385,2.2574640978459866,1.2482500817935647,0.593759557084947,0.7291017439716211,0.4216650330228269,0.5783349669771731,863.8117625368732,5910876.0,2.2978777176002834,8.182515725374033,for-profit
ACUITY SPECIALTY HOSPITAL (362035),General Long Term,Proprietary-Partnership,25275.0,,1.0,72.0,18461829.0,,,18658086.0,,185.4,,,72.0,,303993.0,31208.0,,OH,,5675946.0,1511895.0,555.0,24769.0,,7804299.0,,2014-08-31,,2014-01-01 00:00:00,,20097591.0,7780323.0,273579.0,1295086.0,323540.0,84619053.0,383431.0,,14289.0,,4544445.0,,17496.0,9620.0,2014,2014,3235878.0,,383431.0,0.07522767280914414,1490615.0,0.07416883943951293,4.382678833683632,15.870306682336153,3.898129545064961,0.29606605275634207,1.4043931816959725,0.5840946449138422,0.4159053550861577,56.530184568059475,3235878.0,2.5831306746519394,1.0771518043169057,for-profit
ACUITY SPECIALTY HOSPITAL (362035),General Long Term,Proprietary-Partnership,26494.0,,1.0,72.0,32498471.0,,,20581005.0,,218.28,,,72.0,,323594.0,146004.0,,OH,,5561587.0,-3377168.0,815.0,25964.0,,12441860.0,,2015-08-31,,2014-09-01 00:00:00,,30027139.0,10343554.0,732289.0,6498113.0,489576.0,131003928.0,526498.0,,21604.0,,10598670.0,,26280.0,14844.0,2014,2014,-255116.0,,526498.0,-0.11247052208337265,-3410472.0,-0.11357965206075743,0.8558772369763346,2.728535961132101,0.730737831121127,0.08102321396996329,-41.54451308424403,1.0246642498313443,-0.024664249831344236,-18.343216624202075,-255116.0,2.9029808323135358,1.4589734077611856,for-profit
ACUITY SPECIALTY HOSPITAL - MESA (032007),General Long Term,Proprietary-Corporation,1074.0,,1.0,69.0,20816468.0,,,4547607.0,,110.04,,,69.0,,226638.0,300803.0,,AZ,,2670683.0,-974286.0,395.0,1053.0,,8473968.0,,2015-05-31,,2014-06-28 00:00:00,,20678327.0,3444802.0,98800.0,1428919.0,191901.0,72691037.0,-800387.0,,10193.0,,3731588.0,,23322.0,7345.0,2014,2014,-286786.0,,0.0,-0.04711628750236903,-1293854.0,-0.06257053580785331,1.8690233666149025,2.500716275730115,1.576117330653452,0.0,-13.011750922290489,1.0832518095379646,-0.08325180953796474,-3.9728792598478075,-286786.0,6.002762132627652,4.547078716344662,for-profit
ACUITY SPECIALTY HOSPITAL - SUN CITY (032008),General Long Term,Proprietary-Corporation,396.0,,1.0,49.0,15264670.0,,,4010061.0,,81.93,,,49.0,,192442.0,257417.0,,AZ,,5419821.0,-3004493.0,137.0,388.0,,7162366.0,,2015-05-31,,2014-06-28 00:00:00,,12608514.0,7041915.0,89208.0,6418517.0,290866.0,31216402.0,1896847.0,,3419.0,,9358906.0,,16562.0,2618.0,2014,2014,-2316991.0,,1896847.0,-0.23829080889310192,-3478955.0,-0.2759210958563396,0.8444039331826962,0.4521940192726762,0.7691049194073958,0.29552730015360246,-4.039250044562107,1.329028538401841,-0.329028538401841,-13.16831056223948,-2316991.0,1.7904950570973948,3.1442200006433816,for-profit
ACUTE CARE SPECIALTY HOSPITAL (362032),General Long Term,Voluntary Nonprofit-Other,,,1.0,30.0,6686663.0,,3319563.0,656782.0,,47.5,,,30.0,,-10952.0,,,OH,,2969937.0,1349792.0,191.0,,,3043855.0,,2014-09-30,,2013-10-01 00:00:00,,7994511.0,2969937.0,,421167.0,,13694445.0,2787116.0,,4888.0,,421167.0,,10950.0,2692.0,2013,2014,2548770.0,,2787116.0,0.16883984523881448,1347669.0,0.1685742880333769,7.051684961072449,11.381922135399972,,6.617602993586867,0.16524323497216303,0.1418100787996513,0.8581899212003486,,2548770.0,2.6918116444894284,12.172244367232963,non-profit
ADAIR COUNTY HEALTH CENTER (370178),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,491269.0,4915374.0,2.0,30.0,12748270.0,,5367923.0,,,180.8,,,30.0,,,1104.0,,OK,,,-21073506.0,1720.0,483830.0,,12070649.0,4802472.0,2015-06-30,,2014-07-01 00:00:00,,,,848400.0,,,25008371.0,,,6109.0,31386.0,,,10950.0,3902.0,2014,2014,,,0.0,,,,,,,,,,,,,,,non-profit
ADAIR COUNTY MEMORIAL HOSPITAL (161310),Critical Access Hospitals,Governmental-County,1801958.0,,1.0,25.0,10213766.0,1758260.0,,1795527.0,46652.0,68.58,386498.0,0.847545,25.0,,188849.0,367609.0,,IA,1877681.0,8678118.0,254552.0,98.0,1875836.0,,4483368.0,,2015-06-30,1465424.0,2014-07-01 00:00:00,,10751060.0,21027232.0,870360.0,4886390.0,248240.0,12050995.0,4824666.0,400977.0,751.0,,15188574.0,,9125.0,643.0,2014,2014,5838658.0,1591419.143145,6582926.0,0.023676921159401957,-1736274.0,-0.16149793601747175,1.7759773575175128,1.4889769338918915,1.686527068040005,0.9873681797809835,2.6013810022782633,0.7223287401784505,0.2776712598215495,-2.35552992445778,5838658.0,0.5112922138301418,5.9876905220584264,govt
ADAMS COUNTY REGIONAL MEDICAL CENTER (361326),General Short Term (Critical Access Hospitals),Governmental-County,2319108.0,,2.0,25.0,20655146.0,84350.0,,7000559.0,1183761.0,179.9,1632199.0,0.408334,25.0,,186562.0,1834151.0,,OH,10367697.0,4744281.0,-43307.0,832.0,2815201.0,,8693287.0,,2014-12-31,2616406.0,2014-01-01 00:00:00,,22098481.0,26861820.0,2297075.0,4863581.0,265334.0,50583991.0,-500144.0,2024400.0,3437.0,,29315961.0,,9125.0,2016.0,2014,2014,-2454141.0,4233483.186798,84350.0,-0.0019597274581904522,-1733343.0,-0.07843720118138436,0.9754707488165613,1.4309043069294003,0.8825564948954279,0.0,-11.945508020932783,1.091361679886173,-0.09136167988617301,0.3073531023345406,-2454141.0,0.8226725143716993,3.156673774194318,govt
ADAMS MEMORIAL HOSPITAL (151330),General Short Term (Critical Access Hospitals),Governmental-County,2269742.0,,1.0,21.0,37888468.0,,,14558322.0,,348.92,2488015.0,0.438922,25.0,,113805.0,,,IN,6656488.0,14296281.0,874855.0,1512.0,2526289.0,,21051570.0,,2014-12-31,986299.0,2014-01-01 00:00:00,4.0,44558701.0,52020170.0,2510978.0,8948340.0,670768.0,86321607.0,1563966.0,5694500.0,6198.0,,41819252.0,,9125.0,2772.0,2014,2014,10200918.0,2921679.025936,1563966.0,0.01963376356056699,-2601702.0,-0.05838819224106197,1.5976461555998096,1.9340174825721865,1.5099681058162744,0.17477722124997486,4.099557706473084,0.8039045624033908,0.19609543759660916,,10200918.0,0.8565658474395604,3.060703081028157,govt
