Hospital,Hospital type,Control type,HAC reduction adjustment amount,Total Liabilities,Total discharges,IPPS Payment amount (unadjusted),Total Inpatient Days,Number of Interns & Residents,Urban (1) and Rural (2) Indicator,Fiscal Year Begin Date,BALANCE SHEET: Total Assets (G_C1THRU4_36),"ADJUSTED SALARIES, Subtotal Salaries",BALANCE SHEET: Accounts Receivable (G_C1THRU4_4),Net Revenue from Medicaid,TRIAL BALANCE OF EXPENSE ACCOUNTS: Interest Expense (A_C2_113),NUMBER OF BEDS: Adults & Pediatrics,Cost To Charge Ratio,Total Salaries,Total Costs,STATEMENT OF REVENUES AND EXPENSES: Net Patient Revenue (G3_C1_3),REIMBURSEMENT SETTLEMENT: Subtotal,BALANCE SHEET: Inventory (G_C1THRU4_7),"Donations, Land Improvements",REIMBURSEMENT SETTLEMENT: Interim payments,BALANCE SHEET: Temporary Investments (G_C1THRU4_2),Total cost of charity care,BALANCE SHEET: Prepaid expenses (G_C1THRU4_8),BALANCE SHEET: Total Current Liabilities (G_C1THRU4_45),Total Bad Debt expense,BED DAYS: Total Hospital,NUMBER OF BEDS: Total Hospital,REIMBURSEMENT SETTLEMENT: Payment to cost ratio,"RECONCILIATION OF CAPITAL COST CENTERS: Depreciation, Total (A7_3_C9_3)",STATEMENT OF REVENUES AND EXPENSES: Net Income (G3_C1_29),BALANCE SHEET: Cash on Hand and in Banks (G_C1THRU4_1),State,HVBP payment adjustment amount,BALANCE SHEET: Total Current Assets (G_C1THRU4_11),Total Charges,IPPS Interim payment,Medicaid charges,FTE Employees on Payroll,Cost of Uncompensated Care,Total Days Title XVIII,Fiscal Year End Date,NUMBER OF BEDS: ICU,Report_Period_Begin_Yr,Beginning FFY,Financial Indicators: Total Net Assets,S-10 DATA: Medicaid Costs,Financial Indicators: Cash Reserves,Financial Indicators: Net Profit Margin,Financial Indicators: Operating Profit,Financial Indicators: Operating Profit Margin,Financial Indicators: LIQUIDITY current ratio,Financial Indicators: LIQUIDITY acid-test ratio,Financial Indicators: LIQUIDITY acid-test ratio (variation),Financial Indicators: LIQUIDITY cash ratio,Financial Indicators: SOLVENCY Debt-to-Equity Ratio,Financial Indicators: SOLVENCY Debt Ratio,Financial Indicators: SOLVENCY Equity Ratio,Financial Indicators: SOLVENCY Interest Coverage Ratio,Financial Indicators: SOLVENCY total assets less total liabilities,Financial Indicators: EFFICIENCY asset turnover ratio,Financial Indicators: EFFICIENCY Accounts Receivable Turnover Ratio,: General Ownership Type
N.W. MO PSYCHIATRIC REHAB CTR (264007),Psychiatric,Governmental-State,,,69.0,,39136.0,297.64,1.0,2010-07-01 00:00:00,,10304642.0,,,,20.0,1.01818,10616359.0,20778865.0,17236388.0,293.0,,,293.0,,,,,,39420.0,108.0,,820001.0,-4526562.0,,MO,,,20407848.0,,,,,,2011-06-30,,2010,2010,,,0.0,-0.26261662246173617,-4602989.0,-0.2670506721013707,,,,,,,,,,,inf,govt
NACOGDOCHES MEMORIAL HOSPITAL (450508),General Short Term (Acute Care Hospitals),Governmental-Hospital District,,36264893.0,5935.0,20054773.0,28493.0,749.81,2.0,2010-07-01 00:00:00,74654679.0,32118575.0,63361025.0,5945763.0,1434466.0,106.0,0.338519,36886070.0,84107363.0,58015715.0,6528908.0,1993212.0,,6640709.0,,9309541.0,3808179.0,11547119.0,13479370.0,44530.0,122.0,,6508783.0,-5951279.0,8600830.0,TX,,41203907.0,248457148.0,18736479.0,27990917.0,,13591031.0,13620.0,2011-06-30,16.0,2010,2010,38389786.0,9475457.231923,8600830.0,-0.10258046462066356,-35921831.0,-0.6191741496248042,3.5683279093252613,5.73075084789548,3.065917654438306,0.7448463984825998,0.9446495221411236,0.485768520952317,0.514231479047683,-20.504527817320174,38389786.0,0.777120949110236,0.9156372549213022,govt
NANTICOKE MEMORIAL HOSPITAL (080006),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,61675202.0,4796.0,27325146.0,20814.0,715.3,2.0,2010-07-01 00:00:00,91430974.0,37391802.0,12272594.0,19908903.0,2350054.0,85.0,0.398195,45637839.0,111736086.0,131311233.0,9596220.0,1630800.0,,9811502.0,,2252940.0,1212270.0,12933072.0,,34310.0,94.0,,7027066.0,3767126.0,249881.0,DE,,20018979.0,280606796.0,25089907.0,63707223.0,,2221399.0,11062.0,2011-06-30,9.0,2010,2010,29755772.0,25367897.662485,249881.0,0.028688528117011895,-1299722.0,-0.009898026012747897,1.5478904779931635,1.259530682269456,1.328061036078667,0.019321086281743425,2.072713892282815,0.6745547958397555,0.3254452041602444,2.4371116578597767,29755772.0,1.4361788708496095,10.69954998918729,non-profit
NAPA STATE HOSPITAL (054122),Psychiatric,Governmental-State,,112825611.0,13.0,,9293.0,140.1,1.0,2010-07-01 00:00:00,85573846.0,58460911.0,1303913.0,,,151.0,1.089713,164166467.0,245127042.0,224946419.0,10043.0,,,10043.0,,,1104335.0,99571785.0,,55115.0,151.0,,2257656.0,-51334222.0,738613.0,CA,,48252746.0,224946420.0,,,,,,2011-06-30,,2010,2010,-27251765.0,,738613.0,-0.22820644235283424,-51334222.0,-0.22820644235283424,0.484602601027992,-0.49503678175499216,,0.007417894537092008,-4.140121236184152,1.3184590417964854,-0.3184590417964853,,-27251765.0,2.6286818872205417,172.5164324613682,govt
NASON HOSPITAL (390062),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,13201580.0,2054.0,2946299.0,8371.0,244.59,1.0,2010-07-01 00:00:00,26434514.0,10145055.0,4421977.0,2683117.0,443916.0,41.0,0.444505,11475456.0,26181308.0,29941364.0,1316420.0,858210.0,,1352150.0,,319823.0,663909.0,4863830.0,,16425.0,45.0,,483338.0,1824104.0,1043206.0,PA,,5838171.0,58899932.0,2916462.0,6323976.0,,286963.0,1938.0,2011-06-30,4.0,2010,2010,13232934.0,2811038.95188,1043206.0,0.06092254180537667,761969.0,0.025448707012813446,1.2003238188834724,1.499538840790077,0.8873772315233057,0.2144824140646363,0.9976306086012369,0.49940694956601056,0.5005930504339895,2.805276223429658,13232934.0,1.1326617920798543,6.771035670244327,non-profit
NATCHITOCHES REGIONAL MEDICAL CENTER (190007),General Short Term (Acute Care Hospitals),Governmental-Hospital District,,17387650.0,2944.0,7631869.0,12171.0,359.8,2.0,2010-07-01 00:00:00,70710297.0,13924554.0,17650338.0,7782775.0,607891.0,73.0,0.445423,17892718.0,39780642.0,40353974.0,1714645.0,1290736.0,,1842651.0,,205640.0,665837.0,3742650.0,6287605.0,29565.0,81.0,,3276561.0,7082518.0,4852057.0,LA,,14698154.0,89309732.0,6808884.0,13046173.0,,2967306.0,5630.0,2011-06-30,8.0,2010,2010,53322647.0,5811065.516179,4852057.0,0.17550980233074442,-1950571.0,-0.04833652814466303,3.9272050552416067,7.905008750484282,3.4044276114517786,1.296422855463375,0.3260837744982915,0.2458998298366644,0.7541001701633356,2.1812956599127147,53322647.0,0.5706944492115483,2.2863003530017387,govt
NATIONAL JEWISH HEALTH (060107),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,90911000.0,100.0,44551.0,295.0,1556.0,1.0,2010-07-01 00:00:00,265935000.0,54001840.0,32568000.0,3935852.0,2078531.0,24.0,0.644564,102858485.0,81078596.0,125788209.0,8506937.0,1326000.0,,8800768.0,21000.0,127627.0,1298000.0,26827000.0,2773671.0,8760.0,24.0,,9045673.0,18690000.0,6694000.0,CO,,41433000.0,125788209.0,31911.0,10210171.0,15.26,1688566.0,52.0,2011-06-30,,2010,2010,175024000.0,6581108.660444,6715000.0,0.14858308380875349,-97760220.0,-0.7771811108305072,1.5444514854437694,2.160211726991464,1.4466395795280873,0.24952473254556976,0.5194201938019929,0.3418542124955346,0.6581457875044654,-42.681368235547126,175024000.0,0.4730035873427717,3.8623252579218863,non-profit
NATIONAL PARK MEDICAL CENTER (040078),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,-46914691.0,5316.0,27199998.0,27790.0,470.67,1.0,2010-09-01 00:00:00,66125535.0,23118958.0,33501327.0,4300819.0,,105.0,0.110533,24298948.0,65709533.0,85591261.0,8091703.0,4002575.0,,8277055.0,,202698.0,196044.0,6776448.0,16067168.0,44165.0,121.0,,3099871.0,15832657.0,-1885023.0,AR,,21040127.0,594480305.0,25266852.0,70094087.0,,1959815.0,15424.0,2011-08-31,16.0,2010,2010,66125535.0,7747709.718371,0.0,0.1849798310600892,15122991.0,0.17668849393397767,3.1048902020645626,7.280212878487372,2.4853002635008785,0.0,0.0,0.0,1.0,,66125535.0,1.294375327171266,2.5548618118918096,for-profit
NATIONAL REHABILITATION HOSPITAL (093025),Rehabilitation,Voluntary Nonprofit-Other,,11818481.0,2186.0,,37332.0,772.84,1.0,2010-07-01 00:00:00,74416890.0,,28842250.0,,2286380.0,137.0,,48713260.0,64649288.0,92159593.0,647236.0,657295.0,,632185.0,5000.0,,,10235068.0,,50005.0,137.0,,2346956.0,4910442.0,848059.0,DC,,26774261.0,108663883.0,,,10.02,,11405.0,2011-06-30,,2010,2010,62598409.0,,853059.0,0.05328194103461373,2559451.0,0.02777194339389064,2.615933865803334,3.3806078279108647,,0.08285816957933255,0.18879842457337853,0.1588144976227843,0.8411855023772157,2.1459280609522478,62598409.0,1.2384230649789316,3.195298321039447,non-profit
NATIVIDAD MEDICAL CENTER (050248),General Short Term (Acute Care Hospitals),Governmental-County,,112470623.0,7707.0,13014291.0,34183.0,802.07,1.0,2010-07-01 00:00:00,233978625.0,67249056.0,108730515.0,102836036.0,,127.0,0.196698,72906424.0,135329213.0,136482685.0,1936535.0,2393826.0,,1857599.0,,10604531.0,2001432.0,42430568.0,47257040.0,55480.0,152.0,,7625327.0,28356301.0,62993058.0,CA,,98265857.0,688004591.0,11912040.0,349791789.0,22.94,19839360.0,4005.0,2011-06-30,25.0,2010,2010,121508002.0,68803345.312722,62993058.0,0.20776482379431502,-32396311.0,-0.23736572151991295,2.315921318800163,4.7154653692121205,2.212334253927499,1.4846150068035855,0.9256231782989898,0.4806875969973753,0.5193124030026247,,121508002.0,0.5833126209712532,1.255238099442461,govt
NELSON COUNTY HEALTH SYSTEM-HOSPITAL (351308),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,2628110.0,71.0,,766.0,20.24,2.0,2010-07-01 00:00:00,3148725.0,,635627.0,23104.0,,19.0,0.952346,2524116.0,4702882.0,4507559.0,258680.0,102346.0,,279936.0,2418.0,,208138.0,1353262.0,,6935.0,19.0,,308555.0,-144232.0,357618.0,ND,,1754083.0,4959114.0,,46273.0,,-8475.0,558.0,2011-06-30,,2010,2010,520615.0,44067.906458,360036.0,-0.03199780635150865,-569256.0,-0.12628919554907655,1.2961887646294656,0.6273825763229884,1.0667549964456255,0.26426368286407215,5.048087358220566,0.834658472873941,0.16534152712605896,,520615.0,1.4315505482377788,7.091515936233042,non-profit
NEMAHA COUNTY HOSPITAL (281324),General Short Term (Critical Access Hospitals),Governmental-County,,4240816.0,165.0,,1191.0,78.31,2.0,2010-05-01 00:00:00,19541630.0,,1911921.0,639668.0,93936.0,20.0,0.735505,4008303.0,9868672.0,11360813.0,2077924.0,235944.0,,1902054.0,201862.0,57655.0,23184.0,1738236.0,277300.0,7300.0,20.0,,549493.0,1587487.0,5129286.0,NE,,7538000.0,13417542.0,,947773.0,,244087.0,1016.0,2011-04-30,,2010,2010,15300814.0,697091.780365,5331148.0,0.13973357364477348,1068558.0,0.09405647289502961,4.336580303249962,5.026149498687174,4.187505033838903,2.950857075794081,0.27716277055586713,0.21701444557081473,0.7829855544291853,17.225036194856074,15300814.0,0.5813646558654524,5.942093318709298,govt
NEMAHA VALLEY COMMUNITY HOSPITAL (171315),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,9456400.0,272.0,,1638.0,82.09,2.0,2010-07-01 00:00:00,14304368.0,,1542215.0,264554.0,594806.0,24.0,0.671484,4844128.0,9914875.0,10293999.0,1452048.0,244632.0,,1453339.0,179655.0,45333.0,85777.0,1046400.0,180039.0,8760.0,24.0,,862213.0,250176.0,2046066.0,KS,,4580033.0,14888974.0,,614002.0,,144690.0,1350.0,2011-06-30,,2010,2010,4847968.0,412292.51896799996,2225721.0,0.024303091539060767,-172612.0,-0.01676821612281097,4.3769428516819575,3.6682501911314986,4.06118501529052,1.9553383027522935,1.9505904329401513,0.6610847819351404,0.33891521806485964,1.159371290807423,4847968.0,0.7196402525438383,6.674814471393418,non-profit
NEVADA REGIONAL MEDICAL CENTER (260061),General Short Term (Acute Care Hospitals),Governmental-City-County,,21866391.0,1184.0,3475462.0,4217.0,244.35,2.0,2010-07-01 00:00:00,46397449.0,10164668.0,13331413.0,9934069.0,894872.0,36.0,0.40364,13431609.0,26948157.0,30813870.0,2926255.0,855934.0,,2967822.0,736433.0,539480.0,325561.0,3517276.0,3722410.0,14965.0,41.0,,2717429.0,-1373323.0,5411663.0,MO,,14176334.0,66762858.0,3110957.0,20150013.0,,1971914.0,1945.0,2011-06-30,5.0,2010,2010,24531058.0,8133351.24732,6148096.0,-0.04456833886817852,-2541742.0,-0.0824869450023642,4.030486660699928,4.938410576821381,3.694574722029207,1.538594924026434,0.89137578167236,0.47128433720569424,0.5287156627943058,0.1963264019882173,24531058.0,0.6641285386185779,2.3113731455172832,govt
NEW HAMPSHIRE HOSPITAL (304000),Psychiatric,Governmental-State,,,1818.0,,47596.0,817.0,1.0,2010-07-01 00:00:00,,28000670.0,,,,152.0,0.948585,34674967.0,47607838.0,,,,,,,,,,,55480.0,152.0,,1188159.0,-63896411.0,,NH,,,50188282.0,,,,-362072.0,9230.0,2011-06-30,,2010,2010,,,0.0,,,,,,,,,,,,,,,govt
NEW MEXICO REHABILITATION CENTER (323026),Rehabilitation,Governmental-State,,345948.0,104.0,,1067.0,115.0,2.0,2010-07-01 00:00:00,234981.0,2634049.0,749123.0,,,19.0,,3416808.0,3849061.0,1384814.0,,69935.0,,,,,,345948.0,,6935.0,19.0,,29413.0,-304594.0,19225.0,NM,,202801.0,1918096.0,,,,,386.0,2011-06-30,,2010,2010,-110967.0,,19225.0,-0.21995300451901845,-4472199.0,-3.229458252155163,0.5862181599546753,1.340530946847503,,0.05557193566663198,-3.1175754954175567,1.4722381809593117,-0.4722381809593116,,-110967.0,5.893302011652006,1.8485802731994612,govt
NEWBERRY COUNTY MEMORIAL HOSPITAL (420053),General Short Term (Acute Care Hospitals),Governmental-City-County,,20145032.0,2282.0,7049206.0,8607.0,368.52,2.0,2010-07-01 00:00:00,54966799.0,14259259.0,18765509.0,18200005.0,553375.0,83.0,0.315838,17359795.0,35363625.0,40901214.0,2821741.0,1354000.0,,2879120.0,,,964922.0,7028136.0,13626075.0,32850.0,90.0,,2216366.0,527684.0,3638508.0,SC,,12104187.0,111967740.0,6660546.0,,,4298032.0,3963.0,2011-06-30,7.0,2010,2010,34821767.0,,3638508.0,0.01290142634886094,-1924944.0,-0.04706324853829522,1.722247122138786,3.2674455929708817,1.3922987546057732,0.5177059749555216,0.5785183732921997,0.3664945451889967,0.6335054548110033,0.5266266094420601,34821767.0,0.7441076203109445,2.179595235066632,govt
NEWPORT BAY HOSPITAL (054135),Psychiatric,Proprietary-Corporation,,5279124.0,812.0,,11151.0,24.5,1.0,2010-05-01 00:00:00,2727846.0,1305026.0,1192225.0,,,34.0,0.500829,1305026.0,9846063.0,9934757.0,,,,,,,38021.0,3408136.0,,12410.0,34.0,,485.0,88695.0,1454585.0,CA,,2684831.0,19659511.0,,,,-8707.0,9858.0,2011-04-30,,2010,2010,-2551278.0,,1454585.0,0.008927747301720615,88419.0,0.008899966048490164,0.7877710865998305,0.8026396247098121,,0.4267978155801294,-2.069207667686548,1.9352720058243758,-0.9352720058243758,,-2551278.0,3.6419786894128188,8.332954769443687,for-profit
NEWPORT SPECIALTY HOSPITAL (052053),General Long Term,Proprietary-Corporation,,81421722.0,365.0,,9870.0,191.63,1.0,2010-09-01 00:00:00,12677480.0,11960052.0,72798206.0,,,120.0,0.175805,15267403.0,28882260.0,23490956.0,17676.0,597611.0,,17676.0,,,143241.0,9222211.0,,49275.0,135.0,,,-7025578.0,-199570.0,CA,,5920446.0,164285955.0,13846598.0,,,-16283.0,9628.0,2011-08-31,15.0,2010,2010,-68744242.0,,0.0,-0.29907586562249744,-7400332.0,-0.3150289839204501,0.6419768534899061,7.131980389518305,0.5616434063371571,0.0,-1.1844151543630375,6.422547856514071,-5.422547856514071,,-68744242.0,1.852967308960456,0.3226859189359694,for-profit
NEWTON MEDICAL CENTER (170103),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,23722256.0,2400.0,11401249.0,12044.0,444.86,1.0,2010-07-01 00:00:00,79568747.0,20213153.0,9375653.0,1470084.0,,73.0,0.355758,24821143.0,46609618.0,57397948.0,4797602.0,1538959.0,,4883884.0,,1863148.0,658554.0,5997435.0,3457511.0,28835.0,79.0,,1996134.0,3958734.0,3725487.0,KS,,19784183.0,131015076.0,9780479.0,5510498.0,,3050703.0,7068.0,2011-06-30,6.0,2010,2010,55846491.0,1960403.7474840002,3725487.0,0.06896995690507961,824990.0,0.014373161911641858,3.29877405924366,2.844528369211171,2.932365252812244,0.6211800544732873,0.4247761242510295,0.29813534703518707,0.7018646529648129,,55846491.0,0.7213629743346341,6.122021367471684,non-profit
NEXUS SPECIALTY HOSPITAL (452057),General Long Term,Proprietary-Other,,32199114.0,658.0,,19244.0,300.29,1.0,2010-09-01 00:00:00,38938724.0,,35144418.0,,358168.0,75.0,0.259367,10850564.0,25951855.0,26661320.0,7096.0,213844.0,,7096.0,,,150428.0,32199114.0,297477.0,27375.0,75.0,,2586786.0,1123531.0,-332286.0,TX,,34708662.0,100058488.0,,,,73922.0,10772.0,2011-08-31,,2010,2010,6739610.0,,0.0,0.04214086174277943,818185.0,0.03068809046213766,1.077938417808639,1.1263927013643915,1.06662531149149,0.0,4.7775930654741146,0.8269175435743605,0.17308245642563944,9.506630966473834,6739610.0,0.6846993753570353,0.7586217532468457,for-profit
NINNESCAH VALLEY HEALTH SYSTEMS (171378),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,4558522.0,418.0,,3567.0,117.53,2.0,2010-05-01 00:00:00,8632257.0,,2332120.0,208821.0,201571.0,25.0,0.573904,4775787.0,9228727.0,18982331.0,1500127.0,,,1470389.0,,44183.0,234421.0,759331.0,514298.0,9125.0,25.0,,533814.0,8844523.0,690037.0,KS,,2586326.0,16080598.0,,613581.0,,262082.0,3140.0,2011-04-30,,2010,2010,4073735.0,352136.590224,690037.0,0.46593450509318374,9036883.0,0.4760681393660241,3.4060587543508696,16.32532847993826,,0.9087433543474454,1.11900307702882,0.5280799679620289,0.47192003203797106,47.480525472414186,4073735.0,2.198999751745111,8.139517263262611,non-profit
NIOBRARA HEALTH & LIFE CENTER (531314),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,800980.0,72.0,,6589.0,46.39,2.0,2010-07-01 00:00:00,4428482.0,,966135.0,823816.0,10576.0,24.0,1.477408,2770301.0,6468764.0,4861389.0,970709.0,173098.0,,1121852.0,185620.0,75332.0,56115.0,675987.0,200682.0,8760.0,24.0,,445764.0,-583067.0,114175.0,WY,,2903182.0,4504402.0,,1157776.0,,371821.0,327.0,2011-06-30,,2010,2010,3627502.0,1710507.524608,299795.0,-0.11993835506683379,-1709855.0,-0.3517214935895893,4.29473051996562,0.7355807138302956,3.9556515140084056,0.16890117709364233,0.22080759707368872,0.18087010402210058,0.8191298959778994,-119.52448940998487,3627502.0,1.0977551675720936,5.031790588271825,non-profit
NIOBRARA VALLEY HOSPITAL (281303),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,353997.0,30.0,,976.0,20.14,2.0,2010-09-01 00:00:00,1762127.0,,186821.0,41008.0,,20.0,1.170619,802273.0,1767664.0,1761575.0,392063.0,43158.0,,454319.0,,22026.0,20030.0,353997.0,,7300.0,20.0,,67531.0,79864.0,519350.0,NE,,729688.0,1510025.0,,43724.0,,22026.0,210.0,2011-08-31,,2010,2010,1408130.0,51184.145156000006,519350.0,0.045336701531300115,-101597.0,-0.05767395654456949,2.061283005223208,2.220456670536756,1.8827843173812207,1.4671028285550443,0.2513951126671543,0.2008918766922021,0.7991081233077979,,1408130.0,0.9996867422155157,9.42921298997436,non-profit
NOCONA GENERAL HOSPITAL (450641),General Short Term (Acute Care Hospitals),Governmental-Hospital District,,534523.0,1497.0,2243011.0,3584.0,103.0,2.0,2010-07-01 00:00:00,8113556.0,2993004.0,2361574.0,256340.0,391922.0,33.0,0.526217,3811013.0,6714017.0,6507635.0,496197.0,159646.0,,585085.0,,224762.0,84106.0,480541.0,,12045.0,33.0,,321537.0,405577.0,714608.0,TX,,2265923.0,12759020.0,2217567.0,734675.0,,182270.0,2220.0,2011-06-30,,2010,2010,7579033.0,386598.47447500005,714608.0,0.06232325568351636,-1162050.0,-0.17856717532559832,4.715358314899249,7.2454983029543785,4.2081133555721575,1.487090591645666,0.0705265434257906,0.06588023796224492,0.934119762037755,-2.1445925464760847,7579033.0,0.80206940088908,2.7556345894729533,govt
NOLAND HOSPITAL BIRMINGHAM (012009),General Long Term,Voluntary Nonprofit-Other,,717183.0,299.0,,8369.0,54.1,1.0,2010-07-01 00:00:00,9614882.0,3349851.0,-173762.0,,,45.0,0.341681,3349851.0,9714063.0,10670446.0,718.0,,,717.0,,,10956.0,717183.0,,16425.0,45.0,,183303.0,1333734.0,-33235.0,AL,,8988200.0,28430225.0,,,,-13576.0,5517.0,2011-06-30,,2010,2010,8897699.0,,0.0,0.12499327581996104,1333032.0,0.12492748662989345,12.532645085006198,1.859684348346238,,0.0,0.08060319864720081,0.07459093101714613,0.9254090689828539,,8897699.0,1.109784394649877,inf,non-profit
NOLAND HOSPITAL MONTGOMERY (012007),General Long Term,Voluntary Nonprofit-Other,,892169.0,391.0,,9369.0,66.9,1.0,2010-07-01 00:00:00,18939826.0,4013714.0,-699953.0,,,65.0,0.368453,4013714.0,11020446.0,12065388.0,1553.0,,,1553.0,,,2717.0,892169.0,,23725.0,65.0,,393078.0,1478549.0,-1280.0,AL,,18093407.0,29910070.0,,,,-24854.0,6324.0,2011-06-30,,2010,2010,18047657.0,,0.0,0.12254467075571876,1478311.0,0.12252494490852676,20.280246231375447,1.6572521573827381,,0.0,0.049434062271905985,0.04710544859282234,0.9528945514071776,,18047657.0,0.637037953780568,inf,non-profit
NOR-LEA HOSPITAL (321305),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,6169548.0,816.0,,2662.0,240.91,2.0,2010-07-01 00:00:00,52995919.0,,12962629.0,3250588.0,13273.0,25.0,0.445338,15894810.0,31867073.0,30929713.0,4073624.0,428464.0,,4415704.0,12151820.0,608061.0,197821.0,3188779.0,5094855.0,9125.0,25.0,,2827827.0,3981205.0,2788563.0,NM,,22477478.0,71922797.0,,10304573.0,,2846522.0,1623.0,2011-06-30,,2010,2010,46826371.0,4589017.930674,14940383.0,0.12871781254484968,-6736257.0,-0.21779241857174686,7.04892938645168,6.188072926972989,6.852526625394861,0.8744923997555177,0.13175370775582845,0.11641553003354843,0.8835844699664516,-294.46470278007985,46826371.0,0.5836244296471206,2.386067903355099,govt
NORMAN REGIONAL HOSPITAL (370008),General Short Term (Acute Care Hospitals),Governmental-City-County,,276835336.0,18841.0,52489599.0,73527.0,2188.0,1.0,2010-07-01 00:00:00,455820025.0,98533282.0,131870407.0,26860685.0,,375.0,0.207888,124766968.0,236707656.0,281190009.0,14065950.0,9781421.0,,14209894.0,,6168914.0,2438467.0,37270401.0,64315000.0,147980.0,452.0,,23697973.0,12795953.0,37071673.0,OK,,174548298.0,1138630660.0,47736225.0,,,19387706.0,31923.0,2011-06-30,52.0,2010,2010,178984689.0,,37071673.0,0.045506428359622125,-5648009.0,-0.020086094168445368,4.683295411820227,4.8762027808608766,4.355424295005573,0.9946679403851866,1.546698421785117,0.6073347391879065,0.3926652608120935,,178984689.0,0.6168882312706644,2.132320779141904,govt
NORMAN SPECIALTY HOSPITAL (372021),General Long Term,Proprietary-Corporation,,8472503.0,545.0,,14405.0,111.86,1.0,2010-06-01 00:00:00,8846548.0,,6918423.0,,92264.0,50.0,,7643864.0,17328047.0,17534431.0,2753.0,-4755703.0,,2753.0,,,,7180836.0,,18250.0,50.0,,1808826.0,221322.0,3034920.0,OK,,5276548.0,54082706.0,,,,,12446.0,2011-05-31,,2010,2010,374045.0,,3034920.0,0.012622137553251657,218723.0,0.01247391489350296,0.734809707393401,1.416919283492897,,0.4226415977192628,22.651025946076008,0.9577185360888789,0.04228146391112104,21.975515910864477,374045.0,1.9820647556538438,2.534454889502998,for-profit
NORRISTOWN STATE HOSPITAL (394001),Psychiatric,Governmental-State,,,197.0,,127180.0,697.0,1.0,2010-07-01 00:00:00,,,,,,521.0,,44412546.0,77341931.0,,991359.0,,,1095969.0,,,,,,190165.0,521.0,,1584010.0,-77371559.0,,PA,,,80252543.0,,,,,1398.0,2011-06-30,,2010,2010,,,0.0,,,,,,,,,,,,,,,govt
NORTH AUSTIN MEDICAL CENTER (450809),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,43262245.0,15720.0,47521061.0,87548.0,1189.48,1.0,2010-07-01 00:00:00,154897748.0,69941187.0,54544299.0,13374853.0,,247.0,0.184493,71873004.0,187494578.0,267886009.0,11501052.0,6379654.0,,11574582.0,,9415021.0,746450.0,19194118.0,13687347.0,112085.0,308.0,,12289268.0,48161560.0,5327.0,TX,,45658688.0,1016268313.0,41823629.0,76917807.0,0.83,11752604.0,24593.0,2011-06-30,24.0,2010,2010,111635503.0,14190796.966851,5327.0,0.17978378258642091,46786552.0,0.1746509725336197,2.378785417490921,5.351180293879614,2.007520428914733,0.0002775329400392349,0.38753124084548624,0.27929550660736524,0.7207044933926348,,111635503.0,1.7294377255891416,4.911347545231079,for-profit
NORTH BIG HORN HOSPITAL (531309),General Short Term (Critical Access Hospitals),Proprietary-Individual,,1588180.0,289.0,,2201.0,107.97,2.0,2010-07-01 00:00:00,10689521.0,,2787729.0,275371.0,10454.0,13.0,0.8594,8035412.0,13417223.0,12776225.0,821124.0,230769.0,,699520.0,1649632.0,403136.0,55249.0,1588180.0,441397.0,4745.0,13.0,,919752.0,-119160.0,227516.0,WY,,4198253.0,15612306.0,,869172.0,,774095.0,1908.0,2011-06-30,,2010,2010,9101341.0,746966.4168,1877148.0,-0.009326698614027226,-1279580.0,-0.10015321427103858,2.6434365122341297,1.8235244115906257,2.4633448349683285,0.1432558022390409,0.17449956000989306,0.1485735422569449,0.8514264577430551,-34.420126267457434,9101341.0,1.1952102437518015,4.58302259652929,for-profit
NORTH BROWARD MEDICAL CENTER (100086),General Short Term (Acute Care Hospitals),Governmental-County,,85310985.0,12968.0,30297766.0,62451.0,1227.0,1.0,2010-07-01 00:00:00,239957935.0,70978328.0,82846416.0,24156088.0,1711229.0,288.0,0.259767,78581415.0,199565799.0,172424071.0,6106146.0,4544955.0,,6224171.0,,21010994.0,,31036481.0,83666967.0,114245.0,313.0,,3495634.0,1892890.0,5009.0,FL,,40154890.0,768248562.0,27122932.0,109080989.0,,42630501.0,16473.0,2011-06-30,17.0,2010,2010,154646950.0,28335641.269563004,5009.0,0.010978107575246846,-27825925.0,-0.16138074480331693,1.293796484208374,2.730474340824915,,0.00016139071952132717,0.5516499678784483,0.35552475061931166,0.6444752493806883,-14.218021667468236,154646950.0,0.7185595717015985,2.0812496101219393,govt
