Hospital,Hospital type,Control type,FTE Employees on Payroll,Number of Interns & Residents,BALANCE SHEET: Total Current Liabilities (G_C1THRU4_45),Total Liabilities,Net Revenue from Medicaid,HVBP payment adjustment amount,HAC reduction adjustment amount,BALANCE SHEET: Total Assets (G_C1THRU4_36),REIMBURSEMENT SETTLEMENT: Payment to cost ratio,REIMBURSEMENT SETTLEMENT: Subtotal,Total Costs,BALANCE SHEET: Cash on Hand and in Banks (G_C1THRU4_1),IPPS Interim payment,Total Bad Debt expense,STATEMENT OF REVENUES AND EXPENSES: Net Income (G3_C1_29),Total Salaries,Cost To Charge Ratio,Total Charges,State,REIMBURSEMENT SETTLEMENT: Interim payments,"RECONCILIATION OF CAPITAL COST CENTERS: Depreciation, Total (A7_3_C9_3)",Medicaid charges,IPPS Payment amount (unadjusted),Total Inpatient Days,BED DAYS: Total Hospital,BALANCE SHEET: Inventory (G_C1THRU4_7),BALANCE SHEET: Accounts Receivable (G_C1THRU4_4),TRIAL BALANCE OF EXPENSE ACCOUNTS: Interest Expense (A_C2_113),Total cost of charity care,Total Days Title XVIII,Urban (1) and Rural (2) Indicator,Cost of Uncompensated Care,"ADJUSTED SALARIES, Subtotal Salaries",Fiscal Year Begin Date,STATEMENT OF REVENUES AND EXPENSES: Net Patient Revenue (G3_C1_3),Total discharges,BALANCE SHEET: Temporary Investments (G_C1THRU4_2),"Donations, Land Improvements",NUMBER OF BEDS: Adults & Pediatrics,NUMBER OF BEDS: ICU,Fiscal Year End Date,NUMBER OF BEDS: Total Hospital,BALANCE SHEET: Total Current Assets (G_C1THRU4_11),BALANCE SHEET: Prepaid expenses (G_C1THRU4_8),Report_Period_Begin_Yr,Beginning FFY,Financial Indicators: Total Net Assets,S-10 DATA: Medicaid Costs,Financial Indicators: Cash Reserves,Financial Indicators: Net Profit Margin,Financial Indicators: Operating Profit,Financial Indicators: Operating Profit Margin,Financial Indicators: LIQUIDITY current ratio,Financial Indicators: LIQUIDITY acid-test ratio,Financial Indicators: LIQUIDITY acid-test ratio (variation),Financial Indicators: LIQUIDITY cash ratio,Financial Indicators: SOLVENCY Debt-to-Equity Ratio,Financial Indicators: SOLVENCY Debt Ratio,Financial Indicators: SOLVENCY Equity Ratio,Financial Indicators: SOLVENCY Interest Coverage Ratio,Financial Indicators: SOLVENCY total assets less total liabilities,Financial Indicators: EFFICIENCY asset turnover ratio,Financial Indicators: EFFICIENCY Accounts Receivable Turnover Ratio,: General Ownership Type
CARTHAGE AREA HOSPITAL (330060),General Short Term,Voluntary Nonprofit-Other,,512.5,,,,,,,,,18650175.0,,,,-18834161.0,6682569.0,,45095979.0,NY,,261258.0,,23.0,1004.0,1750.0,,,,,389.0,2.0,,4692827.0,2024-10-23 00:00:00,2252915.0,281.0,,,19.0,6.0,2024-12-31,25.0,,,2024,2025,,,0.0,-8.35990749761975,-18834161.0,-8.35990749761975,,,,,,,,,,,inf,non-profit
CASCADE MEDICAL CENTER (131308),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,33.0,769489.0,4133200.0,,,,8604879.0,,244366.0,2148218.0,4828805.0,,,-342646.0,1399002.0,,1973083.0,ID,228786.0,101637.0,,,5.0,816.0,200284.0,1277004.0,,,3.0,2.0,,,2024-10-01 00:00:00,1364548.0,3.0,,,8.0,,2025-01-10,8.0,6352620.0,87290.0,2024,2025,4471679.0,,4828805.0,-0.2511058606952632,-831923.0,-0.6096692824290534,8.255634583470329,7.489597642071557,7.8819138415234,6.275339868406176,0.9243060604305452,0.4803321464485439,0.5196678535514561,,4471679.0,0.1585784065063553,1.0685542096970722,govt
CATHOLIC MEDICAL CENTER (300034),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,1.54,1835.39,85423774.0,243404381.0,,4169.0,170585.0,278369234.0,,8845977.0,138572757.0,15821037.0,15117869.0,,-9948312.0,59646311.0,,532957819.0,NH,8646712.0,4308476.0,,17207109.0,16308.0,32226.0,2244676.0,55003666.0,2373015.0,,4787.0,1.0,,58337622.0,2024-10-01 00:00:00,145375429.0,3088.0,466.0,,242.0,20.0,2025-01-31,262.0,89192622.0,14001293.0,2024,2025,34964853.0,,15821503.0,-0.0684318668459441,-6449819.0,-0.04436663777618156,1.0441194274558743,0.803796575412367,0.8539385417460015,0.18520648596021994,6.961401525125817,0.8743939748743929,0.1256060251256071,-0.9023722985316148,34964853.0,0.5222395697650984,2.643013449321723,non-profit
CLAXTON HEPBURN MEDICAL CENTER (330211),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,,58825055.0,103439956.0,,358.0,,183660846.0,,,4203390.0,-5056480.0,38486.0,,8271412.0,2598947.0,,5814381.0,NY,112931.0,381881.0,,36400.0,71.0,3192.0,-177285.0,138464446.0,7035.0,,71.0,2.0,,996427.0,2025-01-01 00:00:00,13390694.0,3.0,1208679.0,,29.0,9.0,2025-03-25,38.0,102517720.0,1452604.0,2025,2025,80220890.0,,1208679.0,0.6176985300388463,6869941.0,0.5130384579021819,1.7427560416220604,2.4944448925717113,1.7180624140512917,0.0,1.2894391473343165,0.5632118018230189,0.43678819817698106,1030.8204690831556,80220890.0,0.07290990045858767,0.09670853700595458,non-profit
CLEARSKY REHABILITATION HOSPITAL OF (363048),Rehabilitation,Proprietary-Partnership,,56.8,7390241.0,39474461.0,,,,35351142.0,,,3427838.0,1807.0,,,-2098944.0,1196326.0,,2115155.0,OH,,6061.0,,,857.0,3744.0,23941.0,480687.0,,,604.0,1.0,,,2024-12-18 00:00:00,1449062.0,81.0,,,36.0,,2025-03-31,36.0,2502279.0,101710.0,2024,2025,-4123319.0,,1807.0,-1.448484605903681,-2099592.0,-1.4489317917383797,0.3385923408993022,-0.21872764365871153,0.32159005369378346,0.0002445116471844423,-9.573467636144573,1.1166389193310926,-0.11663891933109262,,-4123319.0,0.04099052867938467,3.0145645711242453,for-profit
CLIFTON-FINE HEALTHCARE CORPORATION (330799),Not given,Voluntary Nonprofit-Other,,,2509542.0,6040523.0,,,,14142348.0,,304182.0,1406267.0,40612.0,,,534349.0,663522.0,,747576.0,NY,296988.0,34470.0,,,,,202116.0,831273.0,6560.0,,,1.0,,,2024-11-12 00:00:00,901220.0,,120975.0,,,,2024-12-31,,7939681.0,305116.0,2024,2025,8101825.0,,161587.0,0.592917378664477,-383976.0,-0.42606244868067733,3.163796820296293,0.560354837655636,2.9616754770392366,0.016183032601167862,0.7455755956219741,0.42712306329896566,0.5728769367010343,-53.27835365853659,8101825.0,0.06372492035975921,1.0841444387102672,non-profit
CORAL GABLES HOSPITAL (100183),General Short Term (Acute Care Hospitals),Proprietary-Other,,426.79,22109019.0,149861632.0,,-7345.0,,141905914.0,,120913.0,28530464.0,76228.0,1253927.0,,-7955719.0,9494055.0,,260982186.0,FL,118495.0,,,1337018.0,1605.0,15435.0,3168247.0,11585385.0,,,439.0,1.0,,9494055.0,2024-10-30 00:00:00,22065898.0,492.0,,,229.0,16.0,2024-12-31,245.0,16781107.0,1446782.0,2024,2025,-7955718.0,,76228.0,-0.3605436316255971,-7956557.0,-0.3605816087793028,0.7590163543665144,0.16761910603089172,0.5502766992963369,0.0034478237139332142,-18.836971345640958,1.0560633293972512,-0.05606332939725119,,-7955718.0,0.15549667648100982,1.9046322586603726,for-profit
CRENSHAW COMMUNITY HOSPITAL (010008),General Short Term (Acute Care Hospitals),Governmental-County,,100.29,473423.0,451245.0,,,,-552647.0,,115845.0,4520639.0,-772411.0,260154.0,,-1003892.0,2739079.0,,13901393.0,AL,115125.0,80000.0,,249600.0,459.0,3857.0,78219.0,-2122628.0,,,152.0,2.0,,1962837.0,2024-10-01 00:00:00,3948611.0,104.0,,,29.0,,2025-02-10,29.0,-489997.0,-1249.0,2024,2025,-451245.0,,0.0,-0.254239275532586,-1664544.0,-0.42155178111999386,0.0,-2.1204968917859928,-0.16522010971161097,0.0,-1.0,inf,-inf,,-451245.0,inf,inf,govt
EAMC-LANIER (010175),General Short Term (Acute Care Hospitals),Governmental-County,,,,,,,,,,,,,,,,,,,AL,,,,,,,,,,,,,,,2024-10-01 00:00:00,,,,,,,2024-11-30,,,,2024,2025,,,0.0,,,,,,,,,,,,,,,govt
EHC ARDMORE LLC (370247),General Short Term,Proprietary-Corporation,,,,,,,,,,,,,,,,,,,OK,,,,,,,,,,,,,,,2024-10-18 00:00:00,,,,,,,2024-12-31,,,,2024,2025,,,0.0,,,,,,,,,,,,,,,for-profit
FANNIN REGIONAL HOSPITAL (110780),Not given,Voluntary Nonprofit-Other,,162.61,17461617.0,25155988.0,,,,25544564.0,,1243112.0,12971505.0,600586.0,,,-4776177.0,6397056.0,,68574273.0,GA,4874.0,708182.0,,,,,1108681.0,33335664.0,,,,2.0,,,2025-01-01 00:00:00,15371229.0,,,,,,2025-06-15,,4325797.0,584667.0,2025,2025,388576.0,,600586.0,-0.3107218687588351,-5381438.0,-0.35009809560445687,0.24773175359418317,1.6699526166448388,0.15075631311808063,0.034394638251428834,64.73891336572511,0.9847883095597169,0.015211690440283107,,388576.0,0.6017416856283004,0.46110462956430087,non-profit
GBC BEHAVIORAL HEALTH (194122),General Short Term,Proprietary-Corporation,,,,,,,,,,,,,,,,,,,LA,,,,,,,,,,,,,,,2025-01-29 00:00:00,,,,,,,2025-06-30,,,,2025,2025,,,0.0,,,,,,,,,,,,,,,for-profit
GREENWOOD LEFLORE HOSPITAL (250099),General Short Term (Acute Care Hospitals),Governmental-County,,365.4,12780616.0,13866597.0,,,20886.0,33693708.0,,3570984.0,34083089.0,6760733.0,1423912.0,,838327.0,16413274.0,,83837105.0,MS,3499591.0,3021970.0,,1700312.0,1275.0,5300.0,2225093.0,60365283.0,,,443.0,2.0,,13466540.0,2024-10-01 00:00:00,36881304.0,362.0,,,25.0,,2025-04-30,25.0,18610856.0,2100203.0,2024,2025,19827111.0,,6760733.0,0.02273040562774028,-6354853.0,-0.1723055399559625,1.4561783250509992,5.317767390867545,1.117752070792206,0.5289833447777478,0.6993755671212009,0.4115485597489003,0.5884514402510997,,19827111.0,1.0946050817559172,0.6109687914492176,govt
HARNETT HEALTH SYSTEM (340071),General Short Term (Acute Care Hospitals),Governmental-County,43.52,780.98,29127425.0,1449079490.0,,22494.0,40105.0,1469645682.0,,1392520.0,26816589.0,20255486.0,3871168.0,,3769491.0,17014566.0,,120183921.0,NC,1336570.0,2427389.0,,4398346.0,4868.0,11132.0,2757484.0,74544731.0,,,1038.0,1.0,,10969107.0,2024-10-01 00:00:00,36707552.0,1080.0,,,107.0,14.0,2024-12-31,121.0,1345960000.0,1634469.0,2024,2025,20566192.0,,20255486.0,0.10268979527700457,2656113.0,0.07235876148864408,46.209371408560834,3.38408589156096,46.05858729359015,0.695409429429481,70.4592999034532,0.9860060201911988,0.013993979808801288,,20566192.0,0.024977144116836183,0.49242315999503705,govt
HIALEAH HOSPITAL (100053),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,603.1,23404315.0,177405286.0,,6213.0,,173257137.0,,104508.0,35086726.0,67894.0,1476706.0,,-4148151.0,12710483.0,,412219510.0,FL,102418.0,,,1631126.0,4268.0,21420.0,2869228.0,16720800.0,,,445.0,1.0,,12710483.0,2024-10-30 00:00:00,32511809.0,988.0,,,318.0,22.0,2024-12-31,340.0,23162294.0,3081463.0,2024,2025,-4148149.0,,67894.0,-0.1275890554106048,-4386281.0,-0.13491347097911408,0.9896591290964936,0.5400945509407132,0.735402980176946,0.0029009180572044085,-42.767336949564736,1.0239421536787832,-0.02394215367878323,,-4148149.0,0.18765061897565583,1.9443931510454044,for-profit
HIGHSMITH RAINEY MEMORIAL HOSPITAL (342014),General Long Term,Governmental-County,,263.86,539975307.0,540396940.0,,,,438756325.0,,602167.0,11044369.0,8264.0,,,-5171951.0,5412661.0,,29250653.0,NC,599482.0,437688.0,,,3487.0,6072.0,1260797.0,25512205.0,,,1025.0,1.0,,,2024-10-01 00:00:00,4754285.0,60.0,,,58.0,8.0,2024-12-31,66.0,5036949.0,-632983.0,2024,2025,-101640615.0,,8264.0,-1.0878504338717598,-5157505.0,-1.0848119117806359,0.009328109887069336,0.037852103114781877,0.006993193857288737,1.5304403540067804e-05,-5.316742131086082,1.231656181822564,-0.23165618182256403,,-101640615.0,0.010835820999275624,0.18635335518823246,govt
HOLMES REGL MEDICAL CENTER (100019),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,616.52,149556821.0,333681993.0,,-180464.0,,899333856.0,,5766907.0,182356400.0,342813622.0,26676975.0,,24416150.0,49378406.0,,972310443.0,FL,5643883.0,11731360.0,,29020543.0,36569.0,50600.0,19453629.0,165327465.0,1759767.0,,9097.0,1.0,,51029944.0,2024-10-01 00:00:00,182216464.0,7715.0,111825412.0,,486.0,54.0,2024-12-31,550.0,633785120.0,4508505.0,2024,2025,565651863.0,,454639034.0,0.1339953013246926,15004907.0,0.08234660398195412,4.237754692579351,3.5594233311498376,4.077533755548334,2.2921965023581237,0.589906999033432,0.37103239333625176,0.6289676066637483,15.193072151029085,565651863.0,0.20261270359647174,1.1021548295076078,non-profit
HONORHEALTH MOUNTAIN VISTA MED CTR (030121),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,35.43,149.45,61063289.0,61063289.0,,4441.0,,43899054.0,,961953.0,51794844.0,,2971012.0,,-17164234.0,14407666.0,,183088739.0,AZ,915351.0,3730891.0,,3188677.0,4866.0,16830.0,6139895.0,15326384.0,,,500.0,2.0,,13840749.0,2024-10-03 00:00:00,27857130.0,1280.0,,,157.0,30.0,2024-12-31,187.0,31832432.0,,2024,2025,-17164235.0,,0.0,-0.6161522741215624,-20996081.0,-0.7537058196590962,0.521302283602837,-0.03009746166800809,,0.0,-3.5575887302871347,1.3909932774405571,-0.3909932774405572,,-17164235.0,0.634572444317365,1.8175931126350482,non-profit
HONORHEALTH TEMPE MEDICAL CENTER (030037),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,46.34,10802889.0,10802889.0,,,,10133709.0,,412177.0,11813363.0,,529597.0,,-669178.0,4130425.0,,55094860.0,AZ,403934.0,619519.0,,620436.0,1164.0,6660.0,2256469.0,5027764.0,,,138.0,2.0,,4264158.0,2024-10-03 00:00:00,10046612.0,378.0,,,64.0,10.0,2024-12-31,74.0,8527557.0,,2024,2025,-669180.0,,0.0,-0.06660732991380577,-684034.0,-0.06808603736264524,0.7893774526425292,0.40346485093015394,,0.0,-16.143472608266833,1.0660350519242263,-0.06603505192422636,,-669180.0,0.9914052199446421,1.9982266470741268,non-profit
IROQUOIS MEMORIAL HOSPITAL (141353),General Short Term,Voluntary Nonprofit-Other,,175.66,15547983.0,16318247.0,,,,24623110.0,,3236146.0,34310170.0,4120286.0,,,-2173389.0,15298811.0,,76856868.0,IL,3363784.0,607766.0,,,1384.0,9125.0,913094.0,19787897.0,22204.0,,843.0,2.0,,,2024-10-01 00:00:00,38886599.0,200.0,50000.0,,25.0,,2025-09-30,25.0,14106556.0,191191.0,2024,2025,8304863.0,,4170286.0,-0.055890436702885744,-3780885.0,-0.09722848223368673,0.9072917046539092,1.3979172732566019,0.8362673795051101,0.26500453467179635,1.964902611879329,0.6627207935959348,0.3372792064040651,-142.90753918212934,8304863.0,1.5792724395902873,1.96517088197902,non-profit
JEFF DAVIS (111333),General Short Term (Critical Access Hospitals),Governmental-County,,165.0,7398202.0,14712682.0,,,,31812374.0,,1485731.0,27582222.0,7025607.0,,,60878.0,11825001.0,,79991687.0,GA,860217.0,930997.0,,,3726.0,9125.0,708929.0,12035612.0,,,1207.0,2.0,,,2024-10-01 00:00:00,27157493.0,366.0,,,21.0,4.0,2025-09-30,25.0,11813789.0,332251.0,2024,2025,17099692.0,,7025607.0,0.002241664943078509,-4693809.0,-0.17283660903456738,1.5968459633840764,2.5846951732326313,1.456111768778414,0.9496370874977461,0.8604062576097862,0.4624829948245925,0.5375170051754076,,17099692.0,0.8536770314595195,2.2564280902375384,govt
JOHN D. ARCHBOLD MEMORIAL HOSPITAL (110038),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,11.16,1500.81,90087647.0,194103081.0,,-113834.0,,1169201968.0,,23937794.0,282581194.0,51186001.0,22482289.0,,79593856.0,116027166.0,,1061696269.0,GA,23701988.0,17298016.0,,25782503.0,44389.0,72635.0,5475057.0,79762511.0,3077190.0,,8925.0,2.0,,85348196.0,2024-10-01 00:00:00,433119989.0,7511.0,,,181.0,18.0,2025-09-30,199.0,180672172.0,,2024,2025,975098887.0,,51186001.0,0.18376860459331051,36350650.0,0.08392743563724094,2.005515495370858,2.337083662535886,,0.5681800191762141,0.19905989391207252,0.1660133033576967,0.8339866966423033,17.434304024125908,975098887.0,0.3704406944686224,5.430119783967182,non-profit
JOHNSTOWN HEIGHTS BEHAVIORAL HEALTH (064029),Psychiatric,Proprietary-Corporation,,,,,,,,,,,,,,,,,,,CO,,,,,,,,,,,,,,,2025-01-01 00:00:00,,,,,,,2025-02-28,,,,2025,2025,,,0.0,,,,,,,,,,,,,,,for-profit
KINGSWOOD HOSPITAL (234011),Psychiatric,Voluntary Nonprofit-Other,1.16,165.31,705280617.0,2504560308.0,,,,5208884209.0,,,4015966.0,440168933.0,,,-1058791.0,2420761.0,,4724273.0,MI,,,,,1322.0,10918.0,,398636315.0,,,314.0,1.0,,,2025-01-01 00:00:00,3141820.0,112.0,,,206.0,,2025-02-22,206.0,2020810962.0,,2025,2025,2704323901.0,,440168933.0,-0.33699925520876434,-1045386.0,-0.3327326199464005,2.865258045224288,1.1878200489380526,,0.6241046788898212,0.9261317799520494,0.4808247232051305,0.5191752767948695,,2704323901.0,0.0006031656442989286,0.007881419433650946,non-profit
LAKE NORMAN REGIONAL MEDICAL CENTER (340129),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,202.28,-506218395.0,-502888049.0,,17869.0,45673.0,-174342732.0,,4192506.0,57327291.0,4505.0,3825286.0,,10293278.0,18308394.0,,456803356.0,NC,4184460.0,2096516.0,,4569306.0,6033.0,22386.0,4967088.0,50586860.0,,,1227.0,1.0,,19099707.0,2024-10-01 00:00:00,72537500.0,1780.0,,,111.0,12.0,2025-03-31,123.0,-246063362.0,497977.0,2024,2025,0.0,,4505.0,0.14190285024987076,10568936.0,0.14570306393244872,,inf,-inf,inf,,,,,0.0,inf,1.4339197965637718,for-profit
