Hospital,Hospital type,Control type,REIMBURSEMENT SETTLEMENT: Subtotal,IPPS Interim payment,Urban (1) and Rural (2) Indicator,NUMBER OF BEDS: Adults & Pediatrics,Total Costs,BALANCE SHEET: Temporary Investments (G_C1THRU4_2),"ADJUSTED SALARIES, Subtotal Salaries",BALANCE SHEET: Accounts Receivable (G_C1THRU4_4),Total cost of charity care,Number of Interns & Residents,Cost of Uncompensated Care,Cost To Charge Ratio,NUMBER OF BEDS: Total Hospital,HAC reduction adjustment amount,BALANCE SHEET: Prepaid expenses (G_C1THRU4_8),TRIAL BALANCE OF EXPENSE ACCOUNTS: Interest Expense (A_C2_113),REIMBURSEMENT SETTLEMENT: Payment to cost ratio,State,Medicaid charges,BALANCE SHEET: Total Current Assets (G_C1THRU4_11),STATEMENT OF REVENUES AND EXPENSES: Net Income (G3_C1_29),Total discharges,REIMBURSEMENT SETTLEMENT: Interim payments,FTE Employees on Payroll,Total Salaries,IPPS Payment amount (unadjusted),Fiscal Year End Date,Net Revenue from Medicaid,Fiscal Year Begin Date,NUMBER OF BEDS: ICU,STATEMENT OF REVENUES AND EXPENSES: Net Patient Revenue (G3_C1_3),BALANCE SHEET: Total Assets (G_C1THRU4_36),"RECONCILIATION OF CAPITAL COST CENTERS: Depreciation, Total (A7_3_C9_3)",BALANCE SHEET: Total Current Liabilities (G_C1THRU4_45),BALANCE SHEET: Inventory (G_C1THRU4_7),Total Charges,BALANCE SHEET: Cash on Hand and in Banks (G_C1THRU4_1),Total Bad Debt expense,Total Inpatient Days,HVBP payment adjustment amount,Total Liabilities,"Donations, Land Improvements",BED DAYS: Total Hospital,Total Days Title XVIII,Report_Period_Begin_Yr,Beginning FFY,Financial Indicators: Total Net Assets,S-10 DATA: Medicaid Costs,Financial Indicators: Cash Reserves,Financial Indicators: Net Profit Margin,Financial Indicators: Operating Profit,Financial Indicators: Operating Profit Margin,Financial Indicators: LIQUIDITY current ratio,Financial Indicators: LIQUIDITY acid-test ratio,Financial Indicators: LIQUIDITY acid-test ratio (variation),Financial Indicators: LIQUIDITY cash ratio,Financial Indicators: SOLVENCY Debt-to-Equity Ratio,Financial Indicators: SOLVENCY Debt Ratio,Financial Indicators: SOLVENCY Equity Ratio,Financial Indicators: SOLVENCY Interest Coverage Ratio,Financial Indicators: SOLVENCY total assets less total liabilities,Financial Indicators: EFFICIENCY asset turnover ratio,Financial Indicators: EFFICIENCY Accounts Receivable Turnover Ratio,: General Ownership Type
ABROM KAPLAN MEMORIAL HOSPITAL (191322),General Short Term (Critical Access Hospitals),Governmental-County,1494311.0,,2.0,25.0,15489537.0,,,1659753.0,12304.0,106.64,475138.0,0.55535,25.0,,178965.0,,,LA,5629466.0,8147340.0,1229667.0,250.0,1526454.0,,5320933.0,,2018-09-30,5166653.0,2017-10-01 00:00:00,,15325036.0,8603637.0,20907.0,2373526.0,376718.0,27891497.0,1935.0,850774.0,2971.0,,2373526.0,,9125.0,2557.0,2017,2018,6230111.0,3126323.9431000003,1935.0,0.08023909372871946,-581086.0,-0.03791743131957406,3.432589320698404,1.218168665521254,3.198472230765536,0.0008152428075361297,0.38097651871692173,0.27587472600250335,0.7241252739974966,,6230111.0,1.7812276366378543,9.233323271595232,govt
ACADIA GENERAL HOSPITAL (190044),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,6878089.0,8623459.0,1.0,136.0,39491377.0,,14200841.0,5469919.0,98665.0,253.26,1068355.0,0.21678,140.0,26481.0,450635.0,43453.0,,LA,42669636.0,9280202.0,-1589909.0,1971.0,6736746.0,,14057868.0,9056887.0,2018-09-30,7734042.0,2017-10-01 00:00:00,4.0,36929317.0,11423561.0,1347884.0,6820243.0,1532531.0,182172961.0,31375.0,4100499.0,9374.0,14970.0,6820321.0,,51100.0,5377.0,2017,2018,4603240.0,9249923.69208,31375.0,-0.043052759410633024,-1783913.0,-0.048306146577257306,1.3606849492019566,0.5734964282064436,1.0699085061925213,0.004600275972571652,1.481634891945673,0.5970398372276385,0.40296016277236146,-10.034497042781856,4603240.0,3.2327325078405935,6.751346226516334,non-profit
ACADIA GREENLEAF HOSPITAL (114036),Psychiatric,Proprietary-Corporation,336163.0,,1.0,103.0,14979797.0,,,3893005.0,,188.52,,,103.0,,62443.0,,,GA,,3531927.0,7218232.0,3578.0,329443.0,,8350415.0,,2018-12-31,,2018-01-01 00:00:00,,24666005.0,20486917.0,905132.0,792542.0,,62893630.0,-5383.0,,33067.0,,-4267959.0,,37595.0,12321.0,2018,2018,20486917.0,,0.0,0.29263887686717,7064169.0,0.28639291202608613,4.456454042814134,14.019745325799768,,0.0,0.0,0.0,1.0,,20486917.0,1.203988135452494,6.335980816875396,for-profit
ACADIA HOSPITAL (204006),Psychiatric,Voluntary Nonprofit-Other,1550125.0,,1.0,68.0,45418470.0,426257.0,,13379525.0,,510.4,,,68.0,,158456.0,161682.0,,ME,,21961230.0,3413337.0,1676.0,1629278.0,,30581468.0,,2018-09-30,,2017-10-01 00:00:00,,55628169.0,31382165.0,1000769.0,10912779.0,111035.0,94233748.0,15587645.0,,24152.0,,22351039.0,,24820.0,4387.0,2017,2018,9031126.0,,16013902.0,0.06135986607792178,1336865.0,0.024032158958890056,2.0124323969174123,2.9672100021451913,1.9877374040104725,1.4283845572241498,2.4748895099016446,0.7122210656912932,0.2877789343087069,14.45822045744115,9031126.0,1.7726045669570598,4.157708812532582,non-profit
ACADIA SONORA BEHAVIORAL HOSPITAL (034022),Psychiatric,Proprietary-Corporation,325352.0,,1.0,140.0,21090574.0,,,9037874.0,,199.4,,,140.0,,219241.0,,,AZ,,7461176.0,4467441.0,4212.0,318845.0,,13966854.0,,2018-12-31,,2018-01-01 00:00:00,,31238300.0,30039371.0,997451.0,1763206.0,,55289581.0,-117353.0,,32228.0,,2153919.0,,51100.0,1939.0,2018,2018,27885452.0,,0.0,0.1430116555638431,4233651.0,0.1355275735235272,4.231596308088788,7.659521916327417,,0.0,0.07724167426082963,0.07170319911159258,0.9282968008884074,,27885452.0,1.0399119209253749,3.456377019639796,for-profit
ACADIA ST LANDRY HOSPITAL (191319),Critical Access Hospitals,Governmental-Hospital District,3160225.0,,2.0,15.0,14655690.0,860272.0,4440286.0,1845508.0,,96.51,346902.0,0.962205,15.0,,133653.0,3374.0,,LA,1437509.0,4769886.0,1020323.0,33.0,3236641.0,,4440286.0,,2019-06-30,1329497.0,2018-07-01 00:00:00,,16559409.0,9185820.0,152992.0,1096111.0,358621.0,15231360.0,1904839.0,629119.0,3693.0,,2045520.0,,5475.0,3649.0,2018,2018,7140300.0,1383178.347345,2765111.0,0.06161590670295057,497324.0,0.030032714331773555,4.351645043248357,4.35236029927626,3.9025354184019685,1.7378157869047934,0.2864753581782278,0.22268235171165993,0.77731764828834,192.74333135743925,7140300.0,1.8027142922460924,8.972818866133336,govt
ACADIA VERMILION HOSPITAL (194044),Psychiatric,Proprietary-Corporation,64186.0,,1.0,78.0,14160735.0,,,2134374.0,,166.51,,,78.0,,104701.0,,,LA,,1668303.0,833889.0,3082.0,62903.0,,7743669.0,,2018-12-31,,2017-12-01 00:00:00,,17769352.0,11137665.0,716946.0,920283.0,,57537833.0,-94099.0,,25127.0,,16409010.0,,30888.0,1811.0,2017,2018,-5271345.0,,0.0,0.04692849801163261,805422.0,0.04532646998044723,1.8128151883714032,3.225380670945785,,0.0,-3.1128696755761576,1.4732899579938883,-0.4732899579938883,,-5271345.0,1.5954288443762674,8.325322553591826,for-profit
ACCEL REHABILITATION HOSPITAL PLANO (673055),Rehabilitation,Proprietary-Corporation,157577.0,,1.0,149.0,8072508.0,208440.0,2555272.0,1255736.0,,62.01,,,149.0,,30234.0,,,TX,,1515108.0,138566.0,471.0,154425.0,,2813377.0,,2018-12-31,,2018-01-01 00:00:00,,9596075.0,1662594.0,40077.0,2907613.0,,14772416.0,35797.0,,5992.0,,5065460.0,,54385.0,4887.0,2018,2018,-3402866.0,,244237.0,0.014439862131131739,85703.0,0.008931047329246593,0.5210831014994086,0.4987070149982133,,0.01231147336320205,-1.4885863857113386,3.0467209673558306,-2.0467209673558306,,-3402866.0,5.771748845478812,7.641793338727249,for-profit
ACCESS HOSPITAL DAYTON (364050),Psychiatric,Proprietary-Other,,,1.0,52.0,6920053.0,,,,,83.83,,,52.0,,,,,OH,,2298078.0,211197.0,1079.0,,,4304102.0,,2018-12-31,,2018-01-01 00:00:00,,7337214.0,7629895.0,96120.0,6209303.0,,7337214.0,457854.0,,11163.0,,7866433.0,,26884.0,3630.0,2018,2018,-236538.0,,457854.0,0.028784358749792495,211197.0,0.028784358749792495,0.37010240923981325,0.10774977481369487,,0.07373677850799035,-33.25652960623663,1.031001475118596,-0.031001475118595995,,-236538.0,0.9616402322705621,inf,for-profit
ACHS CENTRAL JERSEY (312017),General Long Term,Proprietary-Corporation,2947.0,,1.0,50.0,20410072.0,,,7018108.0,,116.84,,,50.0,,245637.0,12549.0,,NJ,,19373955.0,3345950.0,306.0,2888.0,,12536552.0,,2019-08-31,,2018-09-01 00:00:00,,25122259.0,20243241.0,161983.0,18687997.0,295036.0,135721654.0,4389886.0,,10248.0,,18687997.0,,18250.0,8885.0,2018,2018,1555244.0,,4389886.0,0.1331866692402144,2288849.0,0.09110840709030187,1.0367058064061119,0.7894877123535498,1.007774241402115,0.23490404027783182,12.016119014122543,0.9231721837427119,0.07682781625728805,195.3009801577815,1555244.0,1.2410196074828137,3.5796341407114283,for-profit
ACOMA CANONCITO LAGUNA HOSPITAL (320070),General Short Term (Acute Care Hospitals),Governmental- Federal,2396455.0,125613.0,2.0,6.0,13728249.0,,5837047.0,,,154.0,,,6.0,,,,,NM,,,-28899965.0,38.0,1774668.0,,8885730.0,135572.0,2018-09-30,,2017-10-01 00:00:00,,,,675337.0,,,161063.0,,,122.0,,,,2190.0,41.0,2017,2018,,,0.0,,,,,,,,,,,,,,,govt
ACUITY SPECIALTY HOSP OF NEW JERSEY (312023),General Long Term,Proprietary-Partnership,267.0,,1.0,30.0,19810876.0,,,4423369.0,,110.6,,,30.0,,112161.0,,,NJ,,6355364.0,4081176.0,312.0,262.0,,9179271.0,,2019-08-31,,2018-09-01 00:00:00,,24174958.0,10025359.0,357541.0,4645642.0,197115.0,154430328.0,1627595.0,,10036.0,,4645642.0,,10950.0,7386.0,2018,2018,5379717.0,,1627595.0,0.16881832845376607,4068762.0,0.1683048218739408,1.3680270670878212,2.1809988802408795,1.3014537065060114,0.35034877848960383,0.8635476550160538,0.46338909160260494,0.536610908397395,,5379717.0,2.411380779481313,5.465281779566661,for-profit
ACUITY SPECIALTY HOSPITAL (362035),General Long Term,Proprietary-Partnership,588.0,,1.0,72.0,24353628.0,,,32424244.0,,150.04,,,72.0,,83834.0,231873.0,,OH,,11248429.0,386702.0,544.0,576.0,,10604336.0,,2019-08-31,,2018-09-01 00:00:00,,24551032.0,15678936.0,672076.0,9094979.0,802761.0,98922950.0,2098796.0,,14794.0,,14918849.0,,26280.0,9526.0,2018,2018,760087.0,,2098796.0,0.015750946844108223,355870.0,0.014495113688092623,1.2367734988722898,3.838353227643516,1.1392916905030788,0.23076424915329657,19.627817605089945,0.9515217741816154,0.04847822581838462,4.433228534585743,760087.0,1.5658608466799022,0.7571813239500665,for-profit
ADAIR COUNTY HEALTH CENTER (370178),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,706854.0,3546644.0,2.0,30.0,14913109.0,17640.0,6171902.0,9692347.0,169126.0,184.71,504450.0,0.513496,30.0,,50000.0,33141.0,,OK,7553601.0,2854288.0,66697.0,1047.0,693365.0,,11488243.0,3485923.0,2019-06-30,,2018-07-01 00:00:00,,16946759.0,8023629.0,498629.0,2236750.0,350594.0,29042316.0,88627.0,744102.0,5441.0,66175.0,2236750.0,,10950.0,3907.0,2018,2018,5786879.0,3878743.8990959995,106267.0,0.003935678792623415,-2537948.0,-0.14976008096887433,1.2760871800603555,4.402669498155807,1.0969907231474236,0.039623113892925006,0.3865209554234675,0.2787703668751384,0.7212296331248615,-61.534624785009505,5786879.0,2.1121065044258653,1.7484680439113458,non-profit
ADAIR COUNTY MEMORIAL HOSPITAL (161310),Critical Access Hospitals,Governmental-County,2616211.0,,2.0,25.0,13012744.0,3082848.0,,1946885.0,20043.0,60.64,354002.0,0.855423,25.0,,257668.0,333672.0,,IA,2111067.0,9282566.0,-238908.0,50.0,2532336.0,,4734705.0,,2019-06-30,1541729.0,2018-07-01 00:00:00,,12205084.0,20352444.0,992849.0,1647165.0,254370.0,15212050.0,2158788.0,390402.0,404.0,,14324467.0,,9125.0,325.0,2018,2018,6027977.0,1805855.266341,5241636.0,-0.019574465853737674,-2387967.0,-0.19565346703062428,5.635480355641359,2.3475274183217834,5.324620180734778,1.3106082268625183,2.3763307325160663,0.7038204846553072,0.2961795153446928,-4.1811059963077515,6027977.0,0.5996864062124431,6.269031812356662,govt
ADAMS COUNTY REGIONAL MEDICAL CENTER (361326),General Short Term (Critical Access Hospitals),Governmental-County,2593738.0,,2.0,25.0,24929651.0,57688.0,,10465760.0,312012.0,201.91,1731505.0,0.305987,25.0,,291014.0,1675850.0,,OH,18666247.0,5096948.0,-1560818.0,863.0,3632857.0,,10068952.0,,2018-12-31,3630588.0,2018-01-01 00:00:00,,26486821.0,33032376.0,1371696.0,25618286.0,495377.0,81472949.0,307934.0,4409373.0,4955.0,,50512867.0,,9125.0,3246.0,2018,2018,-17480491.0,5711628.920789001,365622.0,-0.05892809861930958,-3405501.0,-0.12857341392536312,0.19895741658907234,0.3596210925274236,0.1682609445456265,0.012020085965157856,-2.8896709480300067,1.529192662374635,-0.5291926623746351,-1.2135960855685175,-17480491.0,0.8018442572826127,2.5308072227912737,govt
ADAMS MEMORIAL HOSPITAL (151330),General Short Term (Critical Access Hospitals),Governmental-County,4898405.0,,1.0,21.0,49324267.0,,,37434947.0,193510.0,440.34,2431347.0,0.529005,25.0,,289283.0,,,IN,10153281.0,16200515.0,-9852178.0,1305.0,4102030.0,,27440993.0,,2018-12-31,2396472.0,2018-01-01 00:00:00,4.0,46517979.0,58277823.0,1418979.0,31167730.0,794561.0,93239744.0,1001308.0,4284710.0,5942.0,,60833587.0,,9125.0,2659.0,2018,2018,-2555764.0,5371136.415405,1001308.0,-0.211792906996239,-13820064.0,-0.2970908086957088,0.519784886483552,0.9171048709675039,0.4850103295941026,0.03212643333345098,-23.80250563041032,1.0438548296493504,-0.04385482964935049,,-2555764.0,0.798210650387541,1.2426350970925644,govt
ADCARE HOSPITAL OF WORCESTER (220062),General Short Term (Acute Care Hospitals),Proprietary-Corporation,1695548.0,20847412.0,1.0,114.0,38509661.0,,18932930.0,3890839.0,,349.22,1009056.0,0.517095,114.0,,416989.0,,,MA,24758392.0,5178585.0,3304323.0,5972.0,1657039.0,,18581947.0,22263257.0,2018-09-30,7301816.0,2017-10-01 00:00:00,,40323000.0,6320245.0,475435.0,3890235.0,125408.0,74473092.0,534697.0,2524569.0,38030.0,,4934469.0,,41610.0,18756.0,2017,2018,1385776.0,12802440.71124,534697.0,0.08194635815787515,3228275.0,0.08006038737197133,1.3311753660125931,1.9869902460905318,1.1917501127823897,0.1374459383559091,3.560798426296891,0.7807401453582891,0.21925985464171088,,1385776.0,6.379974194038364,10.363574540092767,for-profit
ADENA REGIONAL MEDICAL CENTER (360159),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,37634721.0,44121012.0,2.0,177.0,291780125.0,,92990088.0,191085980.0,3011440.0,1781.5,7178739.0,0.227135,189.0,,5790054.0,,,OH,278675302.0,113893591.0,32490683.0,10231.0,37729197.0,49.02,95609359.0,49966345.0,2018-12-31,42073167.0,2018-01-01 00:00:00,12.0,399686330.0,279328527.0,19385314.0,274873749.0,5834791.0,1284610314.0,33934299.0,16785241.0,41191.0,-102591.0,-4304134.0,,68985.0,16392.0,2018,2018,279328527.0,63296914.71977,33934299.0,0.08129045344132735,52762851.0,0.13201064694907128,0.41434873797279204,0.936833593374535,0.3720571585029751,0.12345412802588143,0.0,0.0,1.0,,279328527.0,1.4308826036948241,2.09165701219943,non-profit
ADIRONDACK MEDICAL CENTER (330079),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,9179728.0,10236677.0,2.0,75.0,95409174.0,,40532821.0,15040873.0,267563.0,612.8,1033843.0,0.395466,83.0,111779.0,3529309.0,290668.0,,NY,34702123.0,41075760.0,5005180.0,2001.0,9210710.0,,52190692.0,9791598.0,2018-12-31,8490369.0,2018-01-01 00:00:00,8.0,103642347.0,127424436.0,3835156.0,21548956.0,3650630.0,241257734.0,12446823.0,1973899.0,7534.0,70064.0,54993425.0,,30295.0,3393.0,2018,2018,72431011.0,13723509.774318,12446823.0,0.04829280834406423,-7051100.0,-0.0680330019929016,1.906160094252362,1.5480296586061988,1.5729681289432305,0.5776067759384724,0.7592524837186105,0.4315767581659141,0.5684232418340859,-11.063976770748758,72431011.0,0.8133631998182829,6.890713524407792,non-profit
