Hospital,Hospital type,Control type,REIMBURSEMENT SETTLEMENT: Subtotal,IPPS Interim payment,Urban (1) and Rural (2) Indicator,NUMBER OF BEDS: Adults & Pediatrics,Total Costs,BALANCE SHEET: Temporary Investments (G_C1THRU4_2),"ADJUSTED SALARIES, Subtotal Salaries",BALANCE SHEET: Accounts Receivable (G_C1THRU4_4),Total cost of charity care,Number of Interns & Residents,Cost of Uncompensated Care,Cost To Charge Ratio,NUMBER OF BEDS: Total Hospital,HAC reduction adjustment amount,BALANCE SHEET: Prepaid expenses (G_C1THRU4_8),TRIAL BALANCE OF EXPENSE ACCOUNTS: Interest Expense (A_C2_113),REIMBURSEMENT SETTLEMENT: Payment to cost ratio,State,Medicaid charges,BALANCE SHEET: Total Current Assets (G_C1THRU4_11),STATEMENT OF REVENUES AND EXPENSES: Net Income (G3_C1_29),Total discharges,REIMBURSEMENT SETTLEMENT: Interim payments,FTE Employees on Payroll,Total Salaries,IPPS Payment amount (unadjusted),Fiscal Year End Date,Net Revenue from Medicaid,Fiscal Year Begin Date,NUMBER OF BEDS: ICU,STATEMENT OF REVENUES AND EXPENSES: Net Patient Revenue (G3_C1_3),BALANCE SHEET: Total Assets (G_C1THRU4_36),"RECONCILIATION OF CAPITAL COST CENTERS: Depreciation, Total (A7_3_C9_3)",BALANCE SHEET: Total Current Liabilities (G_C1THRU4_45),BALANCE SHEET: Inventory (G_C1THRU4_7),Total Charges,BALANCE SHEET: Cash on Hand and in Banks (G_C1THRU4_1),Total Bad Debt expense,Total Inpatient Days,HVBP payment adjustment amount,Total Liabilities,"Donations, Land Improvements",BED DAYS: Total Hospital,Total Days Title XVIII,Report_Period_Begin_Yr,Beginning FFY,Financial Indicators: Total Net Assets,S-10 DATA: Medicaid Costs,Financial Indicators: Cash Reserves,Financial Indicators: Net Profit Margin,Financial Indicators: Operating Profit,Financial Indicators: Operating Profit Margin,Financial Indicators: LIQUIDITY current ratio,Financial Indicators: LIQUIDITY acid-test ratio,Financial Indicators: LIQUIDITY acid-test ratio (variation),Financial Indicators: LIQUIDITY cash ratio,Financial Indicators: SOLVENCY Debt-to-Equity Ratio,Financial Indicators: SOLVENCY Debt Ratio,Financial Indicators: SOLVENCY Equity Ratio,Financial Indicators: SOLVENCY Interest Coverage Ratio,Financial Indicators: SOLVENCY total assets less total liabilities,Financial Indicators: EFFICIENCY asset turnover ratio,Financial Indicators: EFFICIENCY Accounts Receivable Turnover Ratio,: General Ownership Type
NORTH CYPRESS MEDICAL CENTER (670024),General Short Term (Acute Care Hospitals),Proprietary-Other,13070732.0,21136666.0,1.0,119.0,133666610.0,4120386.0,50537139.0,90325471.0,,1167.0,3265669.0,0.119204,139.0,,977615.0,,,TX,34375395.0,443645333.0,253062685.0,5785.0,12807361.0,,51087881.0,24159560.0,2018-09-01,-1220521.0,2018-01-01 00:00:00,20.0,165459488.0,463656626.0,5716955.0,16512756.0,452257.0,1121330373.0,220389142.0,24891790.0,23879.0,20060.0,46512756.0,,33916.0,10437.0,2018,2018,417143870.0,4097684.58558,224509528.0,1.5294540558471932,22750509.0,0.1374989689318995,26.866825440889457,34.141926278084654,26.780233475259976,13.346599562180899,0.1115029114535472,0.1003172464098464,0.8996827535901536,,417143870.0,0.356857809684359,1.8318142841458307,for-profit
NORTH DAKOTA STATE HOSPITAL (354003),Psychiatric,Governmental-State,,,2.0,108.0,47954066.0,,,,,367.7,,,108.0,,22672.0,,,ND,,444562.0,-10966.0,102.0,,,32280550.0,,2019-06-30,,2018-07-01 00:00:00,,12199242.0,29157345.0,1182256.0,,279396.0,34633802.0,142494.0,,31438.0,,,,39420.0,3305.0,2018,2018,,,142494.0,-0.0008989083092211795,-37206075.0,-3.0498677704729524,,,,,,,,,,0.41839344425907093,inf,govt
NORTH FLORIDA REGIONAL MED CTR (100204),General Short Term (Acute Care Hospitals),Proprietary-Corporation,27513254.0,123502562.0,1.0,321.0,348793967.0,,99604104.0,126683351.0,19917875.0,1620.47,23431420.0,0.074261,381.0,1399297.0,2037040.0,,,FL,520316440.0,90406961.0,126173087.0,23841.0,27410757.0,100.72,105514386.0,148151751.0,2019-02-28,23094840.0,2018-03-01 00:00:00,,515197254.0,239488203.0,20309073.0,36763290.0,16903817.0,4696860780.0,61492.0,37734111.0,118860.0,-497065.0,-168415951.0,,139065.0,51501.0,2018,2018,239488203.0,38639219.15084,61492.0,0.24490248350586125,119447007.0,0.23184713441815044,2.4591640465257596,6.879632644412402,1.9439528943138658,0.0016726468169742153,0.0,0.0,1.0,,239488203.0,2.1512427232167255,4.066811068172644,for-profit
NORTH FULTON REGIONAL HOSPITAL (110198),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,7082472.0,22017007.0,1.0,141.0,167910302.0,,62004717.0,122853914.0,14798620.0,712.8,17685837.0,0.211494,169.0,,970180.0,9019302.0,,GA,54496336.0,46148792.0,24354278.0,6871.0,6930533.0,,56611319.0,24624908.0,2019-06-30,5477191.0,2018-07-01 00:00:00,28.0,194777329.0,393551096.0,7691954.0,100299936.0,4809935.0,793926270.0,1112514.0,13348447.0,31733.0,-13440.0,315041751.0,,61685.0,9801.0,2018,2018,78509345.0,11525648.085984,1112514.0,0.12503651284796086,22619086.0,0.11612791958965614,0.46010789079666015,1.4783386103057932,0.4024795888204754,0.011091871484344715,4.012793012093019,0.8005104145358548,0.19948958546414516,3.36068578255834,78509345.0,0.49492259322789434,1.5854385314903356,non-profit
NORTH HAWAII COMMUNITY HOSPITAL (120028),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,6507104.0,5857963.0,2.0,29.0,54515081.0,3111.0,17502085.0,23411040.0,753586.0,256.97,1392774.0,0.28118,33.0,50812.0,458649.0,,,HI,34097634.0,35782239.0,5815505.0,1709.0,6392823.0,,25362603.0,5357810.0,2019-06-30,5517342.0,2018-07-01 00:00:00,4.0,69444859.0,213183240.0,1490108.0,78717167.0,1703971.0,193879859.0,20950936.0,2255057.0,5420.0,-15125.0,79000292.0,,12045.0,1193.0,2018,2018,134182948.0,9587572.72812,20954047.0,0.08374277208914774,-2775712.0,-0.03997001419500326,0.4545671594100941,0.6374509895662277,0.42709386378196257,0.2661545987802127,0.5887506063736205,0.37057459113577595,0.629425408864224,,134182948.0,0.3257519634282695,2.9663295180393523,non-profit
NORTH KANSAS CITY HOSPITAL (260096),General Short Term (Acute Care Hospitals),Governmental-City-County,32045889.0,66549711.0,1.0,211.0,417948278.0,1794094.0,167444226.0,279144246.0,25905834.0,2643.89,31337119.0,0.231613,363.0,,7930089.0,1570076.0,,MO,108114459.0,103531057.0,23846362.0,13097.0,31562095.0,,178809411.0,76648023.0,2019-06-30,22437742.0,2018-07-01 00:00:00,14.0,505598320.0,827109147.0,30728536.0,80546999.0,9501357.0,1804511285.0,17100970.0,22882999.0,84421.0,-23451.0,160670395.0,,132495.0,30519.0,2018,2018,666438752.0,25040714.192367002,18895064.0,0.04716463852174192,31032093.0,0.06137697016081857,1.2853496503327206,4.255621503663966,1.068936298917853,0.2123104549183763,0.24108801374143382,0.19425537195757792,0.8057446280424221,39.3360760880365,666438752.0,0.6112836762038614,1.81124392583754,govt
NORTH LINCOLN HOSPITAL (381302),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,8651453.0,,2.0,25.0,55097576.0,,,9064215.0,2439186.0,258.77,2664963.0,0.57824,25.0,,307910.0,,,OR,18336731.0,10371425.0,3245940.0,893.0,8566564.0,,30190142.0,,2018-12-31,9165524.0,2018-01-01 00:00:00,,65147632.0,35200646.0,1786047.0,6543718.0,766493.0,95284921.0,2420.0,548743.0,3430.0,,9477350.0,,9125.0,1814.0,2018,2018,25723296.0,10603031.33344,2420.0,0.049824374276566184,-872259.0,-0.013388959402238903,1.5849437582732018,1.8815870427179167,1.4207552953840614,0.0003698203376123482,0.36843451165822605,0.2692379565988647,0.7307620434011353,,25723296.0,1.8507510345122644,7.1873440777827975,non-profit
NORTH MEMORIAL HEALTH CARE (240001),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,31457923.0,89083785.0,1.0,253.0,501574061.0,,217153409.0,251523960.0,6436933.0,4182.52,13450821.0,0.324464,341.0,246266.0,11431111.0,1927580.0,,MN,273672118.0,122666094.0,-16845237.0,19123.0,31037327.0,22.99,386774960.0,96977547.0,2018-12-31,74377942.0,2018-01-01 00:00:00,88.0,720909183.0,646234173.0,4018215.0,96409949.0,8055682.0,1545852025.0,-3118156.0,21540671.0,76323.0,98654.0,224858161.0,,124465.0,28749.0,2018,2018,421376012.0,88796750.094752,0.0,-0.023366656157575955,-114448359.0,-0.15875558489036476,1.272338542570954,2.4341753671086375,1.0702142472868645,0.0,0.5336282906393827,0.34795151725905404,0.652048482740946,-57.28952572655869,421376012.0,1.1155541027075955,2.8661650484510504,non-profit
NORTH MISSISSIPPI MEDICAL CENTER (250004),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,96255960.0,123342723.0,2.0,459.0,527257685.0,,175536000.0,151548156.0,30055668.0,3571.41,50069269.0,0.204414,527.0,,8058216.0,4444392.0,,MS,293874925.0,203147952.0,37876720.0,23916.0,93726256.0,25.24,266351140.0,135681562.0,2018-09-30,60712852.0,2017-10-01 00:00:00,24.0,705262193.0,1107568737.0,38998683.0,111459426.0,23305979.0,2579364131.0,14630397.0,94582386.0,115699.0,-50857.0,315874344.0,,183381.0,58636.0,2017,2018,791694393.0,60072148.91895001,14630397.0,0.053705870491770426,7600770.0,0.010777225938722622,1.822617963239825,1.830758333530266,1.5412223368169866,0.13126208814317777,0.3989851978148341,0.28519615392502723,0.7148038460749728,10.485000648007647,791694393.0,0.6367660709802068,4.653716756540409,non-profit
NORTH MISSISSIPPI STATE HOSPITAL (254009),Psychiatric,Governmental-State,,,2.0,50.0,5602584.0,,,,,83.79,,,50.0,,,,,MS,,2268011.0,3068645.0,446.0,,,4001218.0,,2019-06-30,,2018-07-01 00:00:00,,2145042.0,9761235.0,283364.0,456595.0,32134.0,9050060.0,2235877.0,,16916.0,,456595.0,,18250.0,2160.0,2018,2018,9304640.0,,2235877.0,1.4305757183309231,-3323153.0,-1.549225143377146,4.967226973576145,11.617564800315378,,4.896849505579342,0.0490717534477422,0.046776355655816095,0.9532236443441839,,9304640.0,0.21975108682456676,inf,govt
NORTH OAKS MEDICAL CENTER (190015),General Short Term (Acute Care Hospitals),Governmental-Hospital District,14190454.0,37163284.0,1.0,270.0,233050399.0,,91168430.0,229318323.0,688216.0,1570.63,7063407.0,0.137589,344.0,90991.0,22904017.0,,,LA,422283093.0,107119256.0,-417398130.0,11286.0,13864984.0,,109563242.0,39556028.0,2019-06-30,33978903.0,2018-07-01 00:00:00,60.0,234095769.0,107202613.0,,15999625.0,6710109.0,1693816660.0,42709533.0,42982223.0,57101.0,-27029.0,40351125.0,,125560.0,18989.0,2018,2018,66851488.0,58101508.48277699,42709533.0,-1.7830229558740978,32539249.0,0.13899973134499496,6.69511041665039,-9.085855074728315,4.844184160566264,2.66940837675883,0.6035935206109398,0.37640057337035243,0.6235994266296475,,66851488.0,2.183675961331278,1.0208332502065263,govt
NORTH OKALOOSA MEDICAL CENTER (100122),General Short Term (Acute Care Hospitals),Proprietary-Corporation,7376314.0,18207765.0,1.0,90.0,68668073.0,,26790922.0,52146848.0,2923690.0,449.17,4839565.0,0.056736,110.0,,448927.0,,,FL,167516334.0,22504525.0,34729984.0,5130.0,7456607.0,,26904111.0,20869793.0,2019-03-31,9598027.0,2018-04-01 00:00:00,20.0,98618384.0,68379151.0,5049761.0,-230967542.0,3820985.0,1210299349.0,39975.0,29230142.0,21143.0,-35572.0,-226107792.0,,40150.0,10326.0,2018,2018,68379151.0,9504206.725824,39975.0,0.35216541370217547,34149028.0,0.3462744633901119,inf,inf,inf,inf,0.0,0.0,1.0,,68379151.0,1.4422288454561245,1.8911667297705126,for-profit
NORTH OTTAWA COMMUNITY HOSPITAL (230174),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2609657.0,2778996.0,1.0,74.0,48298629.0,,16986755.0,4304829.0,65794.0,360.83,1114139.0,0.371499,81.0,,619396.0,,,MI,15203570.0,7060327.0,-1468955.0,1386.0,2624357.0,,19889095.0,3081642.0,2019-06-30,2416759.0,2018-07-01 00:00:00,7.0,45963778.0,29550837.0,1041940.0,14853028.0,1609099.0,130009953.0,-1270041.0,2830797.0,3105.0,19757.0,48479461.0,,29565.0,826.0,2018,2018,-18928624.0,5648111.05143,0.0,-0.03195896995238294,-11504321.0,-0.25029102263960984,0.4753459698588059,0.1206958608036018,0.32530955977461296,0.0,-2.5611719584054287,1.6405444285723616,-0.6405444285723616,,-18928624.0,1.555413743441514,10.677259886513495,non-profit
NORTH RUNNELS HOSPITAL DISTRICT (451315),General Short Term (Critical Access Hospitals),Governmental-Hospital District,781816.0,,2.0,15.0,7401512.0,,,9816649.0,,52.16,311938.0,1.007743,15.0,,462.0,33410.0,,TX,454229.0,19196318.0,7615473.0,101.0,764338.0,,3991266.0,,2019-06-30,143584.0,2018-07-01 00:00:00,,25001702.0,21796538.0,322688.0,751924.0,144282.0,7344639.0,16965386.0,333677.0,520.0,,900272.0,,5475.0,274.0,2018,2018,20896266.0,457746.09514700004,16965386.0,0.3045981829557044,6108801.0,0.24433540564558365,25.529598736042473,45.745990286252336,25.33710055803512,22.56263398960533,0.04308291251652329,0.04130344002336518,0.9586965599766348,192.5019155941335,20896266.0,1.1470492240556733,2.5468672660090017,govt
NORTH SHORE MEDICAL CENTER (220035),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,27891160.0,76265389.0,1.0,272.0,406580336.0,-50000.0,168463535.0,42230000.0,7340441.0,2259.78,12477381.0,0.303824,292.0,,,,,MA,279335487.0,295165000.0,-32534000.0,16016.0,27968625.0,26.7,176982143.0,83404629.0,2018-09-30,66927808.0,2017-10-01 00:00:00,20.0,416036580.0,665612000.0,54225349.0,104567000.0,,1338210739.0,12541000.0,16553319.0,74422.0,455737.0,756587000.0,,116644.0,31188.0,2017,2018,-90975000.0,84868825.002288,12541000.0,-0.07819985444549131,-37838712.0,-0.09095044479021532,2.8227356623026383,0.21265791310834203,,0.11993267474442224,-8.316427589997252,1.1366787257441273,-0.1366787257441272,,-90975000.0,0.6250436891161818,9.851683163627753,non-profit
NORTH SHORE MEDICAL CENTER AND FMC (100029),General Short Term (Acute Care Hospitals),Proprietary-Corporation,4570189.0,47035975.0,1.0,660.0,276929677.0,-395880.0,119712196.0,213151352.0,26627877.0,1425.1,31276443.0,0.0917,748.0,160813.0,1157064.0,185741.0,,FL,711534096.0,72284046.0,-10153191.0,23084.0,4481194.0,1.92,115241805.0,52426133.0,2019-05-31,39435199.0,2018-06-01 00:00:00,58.0,292733604.0,241593164.0,12707773.0,33435939.0,4802958.0,3019954034.0,104531.0,41286430.0,108412.0,-14608.0,36485927.0,,273020.0,23484.0,2018,2018,205107237.0,65247676.6032,104531.0,-0.03468406380840377,-18084162.0,-0.061776857022537116,2.161866786513757,6.074382777166808,1.9836148163806615,0.003126306696515985,0.17788707767537232,0.15102218289587035,0.8489778171041297,-28.945623206507985,205107237.0,1.2116799960449212,1.3733602965839973,for-profit
NORTH SHORE UNIVERSITY HOSPITAL (330106),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,65252715.0,322069062.0,1.0,611.0,1568721690.0,642541000.0,712090016.0,434451000.0,22077228.0,11054.52,23987333.0,0.20682,764.0,,,24310974.0,,NY,932324433.0,1149687000.0,38736104.0,48079.0,63964090.0,335.41,1356028158.0,351462291.0,2018-12-31,150232289.0,2018-01-01 00:00:00,47.0,1883392884.0,2244393000.0,58970223.0,378908000.0,,7584948725.0,31240000.0,8038907.0,283762.0,690436.0,1077143000.0,,278860.0,101738.0,2018,2018,1167250000.0,192823339.23306,673781000.0,0.02056719250087174,-772596934.0,-0.41021548958979714,3.034211470858361,1.3229810508091675,,0.08244745426330402,0.9228040265581495,0.47992619830840677,0.5200738016915932,-29.354097906566803,1167250000.0,0.8391546774562209,4.335110021613485,non-profit
NORTH STAR HOSPITAL (024001),General Short Term (Psychiatric),Voluntary Nonprofit-Other,,,,,,,,,,,,,,,,,,AK,,,,,,,,,2018-12-31,,2018-01-01 00:00:00,,,,,,,,,,,,,,,,2018,2018,,,0.0,,,,,,,,,,,,,,,non-profit
NORTH SUBURBAN MEDICAL CENTER (060065),General Short Term (Acute Care Hospitals),Proprietary-Corporation,3811062.0,16557366.0,1.0,111.0,121053639.0,705987.0,49921063.0,49391118.0,8144044.0,639.14,9293572.0,0.076812,127.0,46052.0,695018.0,,,CO,612007967.0,24342283.0,37469312.0,7623.0,3741372.0,1.61,51155806.0,17932477.0,2018-12-31,28457644.0,2018-01-01 00:00:00,16.0,163656738.0,187712727.0,10029846.0,13778872.0,4719969.0,1575975068.0,38542.0,12850347.0,29693.0,-7362.0,-266266282.0,,46355.0,6166.0,2018,2018,187712727.0,47009555.961204,744529.0,0.22895062224691293,36590539.0,0.22358101137271844,1.766638299564725,6.30668257895131,1.3736462607389053,0.002797181075490069,0.0,0.0,1.0,,187712727.0,0.8718467874583699,3.3134851897865523,for-profit
NORTH SUNFLOWER COUNTY HOSPITAL (251318),General Short Term (Critical Access Hospitals),Governmental-County,5636808.0,,2.0,25.0,52503159.0,,,23365437.0,119524.0,499.43,2609162.0,0.657725,25.0,,277380.0,,,MS,9698069.0,53243166.0,2293.0,499.0,4670123.0,,26851311.0,,2018-09-30,4298208.0,2017-10-01 00:00:00,,63775095.0,67877513.0,1603249.0,16358941.0,1644512.0,79825381.0,13371024.0,3945148.0,6455.0,,86175044.0,,9125.0,5311.0,2017,2018,-18297531.0,6378662.433025,13371024.0,3.595447407800804e-05,-1519540.0,-0.023826542320321123,3.2546829284365044,2.285270055072636,3.1372002625353317,0.8173526635984566,-4.709654215096015,1.2695669035487496,-0.2695669035487496,,-18297531.0,0.9395614568259152,2.729462967031175,govt
NORTH TAMPA BEHAVIORAL HEALTH (104075),Psychiatric,Proprietary-Corporation,115511.0,,1.0,126.0,14999004.0,,,3478461.0,,162.49,,,126.0,,139634.0,,,FL,,3614950.0,954192.0,3522.0,113201.0,,8021752.0,,2018-12-31,,2018-01-01 00:00:00,,18963665.0,33452022.0,984867.0,1077521.0,57501.0,40066139.0,-110646.0,,25515.0,,28622708.0,,45990.0,5441.0,2018,2018,4829314.0,,0.0,0.05031685594530382,937771.0,0.04945093683103978,3.354876610293442,4.113750915295387,3.1719242594807895,0.0,5.9268682881253945,0.8556346160480225,0.14436538395197754,,4829314.0,0.5668914423169995,5.451740008009289,for-profit
NORTH TEXAS MEDICAL CENTER (450090),General Short Term (Acute Care Hospitals),Governmental-Hospital District,2948784.0,5989834.0,2.0,31.0,38240613.0,,12512916.0,64362087.0,1439621.0,203.63,4519803.0,0.28854,36.0,61897.0,597152.0,3808592.0,,TX,16714976.0,16524833.0,-3720000.0,1593.0,2889590.0,,14954671.0,5125363.0,2018-09-30,3827608.0,2017-10-01 00:00:00,5.0,37962372.0,40816640.0,2074597.0,3522030.0,668896.0,132531487.0,8420777.0,10665748.0,6132.0,-10443.0,44539548.0,,13140.0,2516.0,2017,2018,-3722908.0,4822939.17504,8420777.0,-0.09799176932358178,-8198450.0,-0.2159625325835804,4.691849018889674,19.60882332064179,4.3323835969597075,2.3908873575750347,-11.963644548831182,1.0912105455030106,-0.09121054550301054,-1.6079047059910854,-3722908.0,0.9300709710549423,0.5898250626956829,govt
NORTH TEXAS STATE HOSPITAL (454008),Psychiatric,Governmental-State,,,1.0,312.0,136382741.0,,,,,1096.85,,,312.0,,,,,TX,,-236846363.0,-124185074.0,597.0,,,73821924.0,,2019-08-31,,2018-09-01 00:00:00,,157103773.0,-236846363.0,2462393.0,6130558.0,406652.0,157103773.0,-237253015.0,,93352.0,,6130558.0,,113808.0,2633.0,2018,2018,-6130558.0,,0.0,-0.7904652550897043,32918699.0,0.2095347449102957,0.0,5.369608932824712,,0.0,-1.0,inf,-inf,,-6130558.0,inf,inf,govt
NORTH VALLEY HEALTH CENTER (241337),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,1322952.0,,2.0,12.0,9978126.0,,,1412493.0,39947.0,58.89,302383.0,0.803937,12.0,,76706.0,443368.0,,MN,149181.0,3255808.0,-680047.0,145.0,1522143.0,,4778925.0,,2018-12-31,65111.0,2018-01-01 00:00:00,,9833487.0,13439169.0,1032552.0,927647.0,105079.0,12411570.0,1574694.0,326438.0,973.0,,13050903.0,,4380.0,781.0,2018,2018,388266.0,119932.125597,1574694.0,-0.0691562413211102,-1371541.0,-0.13947656614586462,3.509748859210454,2.487088299751953,3.313785308420121,1.697514248415615,33.61330376597487,0.9711093743965866,0.028890625603413427,-0.7645770556287328,388266.0,0.7317035004173249,6.961795208896611,non-profit
NORTH VALLEY HOSPITAL (271336),Critical Access Hospitals,Voluntary Nonprofit-Other,5699910.0,,2.0,21.0,57421977.0,23102535.0,,12592390.0,650048.0,315.82,1925443.0,0.610611,25.0,,727287.0,544514.0,,MT,15266701.0,51210584.0,6459447.0,1540.0,5726553.0,,25743482.0,,2019-03-31,8459551.0,2018-04-01 00:00:00,4.0,70719951.0,82303843.0,3349813.0,12616830.0,1648277.0,94040160.0,19062014.0,2108068.0,5912.0,,33910466.0,,9125.0,1754.0,2018,2018,48393377.0,9322015.564311,42164549.0,0.09133839756195533,5890794.0,0.08329748418519124,4.058910518727763,3.172986558430287,3.870625188735998,1.5108402031255077,0.700725349255953,0.412015584740071,0.587984415259929,16.97037541734464,48393377.0,0.8592545429500783,5.616086461743958,non-profit
NORTH VALLEY HOSPITAL (501321),General Short Term (Critical Access Hospitals),Governmental-Hospital District,2717261.0,,2.0,21.0,17049531.0,,,5553415.0,290102.0,98.83,1155950.0,0.639352,21.0,,97430.0,309067.0,,WA,9362553.0,13341818.0,57361.0,326.0,2576010.0,,7748838.0,,2018-12-31,4251028.0,2018-01-01 00:00:00,,16999432.0,26822826.0,962396.0,3248856.0,364434.0,26666894.0,5454344.0,1411793.0,2168.0,,13020508.0,,7665.0,1473.0,2018,2018,13802318.0,5985966.985656001,5454344.0,0.003374289211545421,-1732761.0,-0.10193052332572053,4.10662029957622,3.4058511673031986,3.9644582585377743,1.6788506477356953,0.9433566158959676,0.48542640510735147,0.5145735948926485,-2.492550159027007,13802318.0,0.6337673741014462,3.0610771930424794,govt
NORTH VALLEY REHAB HOSPITAL (062014),General Long Term,Governmental- Federal,73720.0,,1.0,54.0,22872897.0,,8410185.0,5155751.0,,110.46,,,54.0,,118979.0,,,CO,,5565934.0,-1089769.0,311.0,72246.0,,9836782.0,,2019-08-31,,2018-09-01 00:00:00,,21909927.0,8843341.0,249612.0,1817777.0,145825.0,211499396.0,412544.0,,9026.0,,4520974.0,,19710.0,4038.0,2018,2018,4322367.0,,412544.0,-0.04973859566031416,-1496889.0,-0.0683201272190455,3.0619454421526955,2.463737851232577,2.916270807695333,0.2269497303574641,1.0459486665523774,0.5112291836309377,0.48877081636906233,,4322367.0,2.4775621566554995,4.2496092227883,govt
NORTH VISTA HOSPITAL (290005),General Short Term (Acute Care Hospitals),Proprietary-Corporation,2704683.0,28482748.0,1.0,116.0,89372603.0,,37361024.0,336675689.0,1469350.0,539.21,3891138.0,0.111518,136.0,242794.0,650087.0,,,NV,348685224.0,40448112.0,13234945.0,8357.0,2648331.0,,40841748.0,32035171.0,2018-12-31,26224469.0,2018-01-01 00:00:00,20.0,105809501.0,65347813.0,4340426.0,9979467.0,1956502.0,801420982.0,6163160.0,19253879.0,37059.0,59314.0,12704934.0,,49640.0,10977.0,2018,2018,52642879.0,38884678.810032,6163160.0,0.1250827654881389,12118750.0,0.11453366555428704,4.053133499013525,35.680642463169626,3.7919382868844598,0.617584085402557,0.241341929646363,0.19442018664037006,0.8055798133596299,,52642879.0,1.619174324931119,0.31427722421621,for-profit
NORTHBAY HOSPITAL GROUP (050367),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,26833792.0,72395869.0,1.0,142.0,439568977.0,20811937.0,234134916.0,572143401.0,3948949.0,1952.9,8328022.0,0.115703,182.0,788141.0,2587494.0,-2133805.0,,CA,,272052110.0,-29464832.0,9516.0,26911740.0,,236729331.0,79290671.0,2018-12-31,179568676.0,2018-01-01 00:00:00,24.0,584734823.0,797392629.0,20841624.0,161171731.0,3759066.0,3799128273.0,19264336.0,35212941.0,45344.0,-175924.0,453000912.0,,66430.0,20745.0,2018,2018,344391717.0,,40076273.0,-0.05039007570787348,-37521543.0,-0.06416847693026827,1.6879641877147797,3.486609602772089,1.6485865626150036,0.11952676738329503,1.3153652937593734,0.5681027081578403,0.43189729184215975,-inf,344391717.0,0.7333085380201075,1.022007458231612,non-profit
NORTHBROOK BEHAVIORAL HEALTH HOSPITA (314018),Psychiatric,Proprietary-Corporation,,,1.0,158.0,27558254.0,,16034398.0,14870453.0,,157.7,,,158.0,,819500.0,,,NJ,,17053165.0,14479318.0,2356.0,,,23431959.0,,2018-12-31,,2018-01-01 00:00:00,,66146014.0,20182103.0,2443667.0,5137736.0,,42933289.0,2028212.0,,52346.0,,67137736.0,,57670.0,19448.0,2018,2018,-46955633.0,,2028212.0,0.21889932778111165,14431524.0,0.2181767747940186,3.319198378429721,6.107356041649473,,0.39476765641519923,-1.4298121803618322,3.326597629592912,-2.326597629592912,,-46955633.0,3.277458944689758,4.448150570799693,for-profit
NORTHCOAST RPH (364011),Psychiatric,Governmental-State,192893.0,,1.0,258.0,47520681.0,,,,,669.0,,,258.0,,,,,OH,,,-60634673.0,1699.0,167385.0,,51275753.0,,2019-06-30,,2018-07-01 00:00:00,,,,182258.0,,,3065690.0,,,89798.0,,,,94170.0,4087.0,2018,2018,,,0.0,,,,,,,,,,,,,,,govt
NORTHCREST MEDICAL CENTER (440065),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,4685683.0,6352892.0,1.0,101.0,58957731.0,17652078.0,25784226.0,27857939.0,3242149.0,512.15,4771778.0,0.224128,109.0,,802214.0,,,TN,40982401.0,59513295.0,-2870111.0,2255.0,4828649.0,,26237112.0,6829327.0,2019-06-30,6694391.0,2018-07-01 00:00:00,8.0,54567457.0,85420890.0,828276.0,7401245.0,1551398.0,263053935.0,1550422.0,6515818.0,10799.0,11091.0,39165099.0,,39785.0,2736.0,2018,2018,46255791.0,9185303.571328,19202500.0,-0.05259748498083757,-9077913.0,-0.16636129845669737,8.04098432088115,3.585648360512319,7.722982146922579,0.2094812426828189,0.8467069344895648,0.4584955623852667,0.5415044376147333,,46255791.0,0.6388069358677954,1.9587758089354708,non-profit
NORTHEAST ALABAMA REGIONAL MED CTR (010078),General Short Term (Acute Care Hospitals),Governmental-Other,16375353.0,31281058.0,1.0,232.0,155680665.0,31536161.0,65334318.0,21197376.0,8462580.0,1361.46,12442712.0,0.119506,250.0,,2259974.0,2547407.0,,AL,173151663.0,67514888.0,-5284321.0,12948.0,16477213.0,,70855709.0,36094268.0,2018-09-30,14208790.0,2017-10-01 00:00:00,18.0,154927252.0,176642626.0,9263576.0,22759666.0,5264977.0,1302700627.0,6889469.0,29742851.0,57468.0,-103614.0,84190602.0,,91250.0,23995.0,2017,2018,92452024.0,20692662.638478,38425630.0,-0.03410840205182236,-17787509.0,-0.1148120086710116,2.966427011714495,1.0018830680555681,2.6358004111308135,0.302705189083179,0.9106409828301866,0.4766154348271521,0.5233845651728479,-3.346121369690827,92452024.0,0.8770660599214597,7.308793880902995,govt
