Hospital,Hospital type,Control type,Fiscal Year Begin Date,HVBP payment adjustment amount,STATEMENT OF REVENUES AND EXPENSES: Net Income (G3_C1_29),Total Bad Debt expense,IPPS Payment amount (unadjusted),Fiscal Year End Date,IPPS Interim payment,State,BALANCE SHEET: Prepaid expenses (G_C1THRU4_8),"ADJUSTED SALARIES, Subtotal Salaries",Urban (1) and Rural (2) Indicator,BALANCE SHEET: Accounts Receivable (G_C1THRU4_4),Total Days Title XVIII,BALANCE SHEET: Temporary Investments (G_C1THRU4_2),Cost of Uncompensated Care,REIMBURSEMENT SETTLEMENT: Payment to cost ratio,Total cost of charity care,Medicaid charges,Net Revenue from Medicaid,Total Salaries,REIMBURSEMENT SETTLEMENT: Subtotal,NUMBER OF BEDS: Total Hospital,Total Charges,BALANCE SHEET: Cash on Hand and in Banks (G_C1THRU4_1),HAC reduction adjustment amount,NUMBER OF BEDS: Adults & Pediatrics,BED DAYS: Total Hospital,TRIAL BALANCE OF EXPENSE ACCOUNTS: Interest Expense (A_C2_113),"RECONCILIATION OF CAPITAL COST CENTERS: Depreciation, Total (A7_3_C9_3)",STATEMENT OF REVENUES AND EXPENSES: Net Patient Revenue (G3_C1_3),REIMBURSEMENT SETTLEMENT: Interim payments,BALANCE SHEET: Total Current Assets (G_C1THRU4_11),BALANCE SHEET: Inventory (G_C1THRU4_7),Total Costs,Number of Interns & Residents,Cost To Charge Ratio,Total Liabilities,Total discharges,FTE Employees on Payroll,"Donations, Land Improvements",BALANCE SHEET: Total Current Liabilities (G_C1THRU4_45),NUMBER OF BEDS: ICU,BALANCE SHEET: Total Assets (G_C1THRU4_36),Total Inpatient Days,Report_Period_Begin_Yr,Beginning FFY,Financial Indicators: Total Net Assets,S-10 DATA: Medicaid Costs,Financial Indicators: Cash Reserves,Financial Indicators: Net Profit Margin,Financial Indicators: Operating Profit,Financial Indicators: Operating Profit Margin,Financial Indicators: LIQUIDITY current ratio,Financial Indicators: LIQUIDITY acid-test ratio,Financial Indicators: LIQUIDITY acid-test ratio (variation),Financial Indicators: LIQUIDITY cash ratio,Financial Indicators: SOLVENCY Debt-to-Equity Ratio,Financial Indicators: SOLVENCY Debt Ratio,Financial Indicators: SOLVENCY Equity Ratio,Financial Indicators: SOLVENCY Interest Coverage Ratio,Financial Indicators: SOLVENCY total assets less total liabilities,Financial Indicators: EFFICIENCY asset turnover ratio,Financial Indicators: EFFICIENCY Accounts Receivable Turnover Ratio,: General Ownership Type
ANNA JAQUES HOSPITAL (220029),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2018-10-01 00:00:00,-51044.0,8342479.0,4745236.0,25177161.0,2019-09-30,21972207.0,MA,1260600.0,54688491.0,1.0,14877451.0,9880.0,,2533510.0,,512437.0,33018762.0,12848203.0,56951059.0,17695458.0,120.0,294054624.0,2451902.0,,112.0,43800.0,715054.0,5061091.0,131262509.0,17647361.0,29192700.0,4758305.0,130109442.0,695.18,0.442467,71944197.0,5580.0,,,13078664.0,8.0,92919146.0,24480.0,2018,2019,20974949.0,14609712.565854,2451902.0,0.06355568748118322,-3980718.0,-0.030326389692886337,2.2320857849089175,1.9628787772206702,1.771877846238729,0.18747343000783567,3.4300058131249807,0.7742666618997983,0.22573333810020166,1.5108970791017182,20974949.0,1.412652985424554,8.822916573544756,non-profit
ANNANDALE BEHAVIORAL HEALTH HSP (244011),Psychiatric,Governmental-State,2019-07-01 00:00:00,,-7723405.0,,,2020-06-30,,MN,,,1.0,,1257.0,,,,,,,6423046.0,,16.0,42432.0,,,16.0,5840.0,,9841.0,,,,,8622556.0,66.29,,,92.0,,,,,,5123.0,2019,2019,,,0.0,,,,,,,,,,,,,,,govt
ANNE ARUNDEL MEDICAL CENTER INC. (210023),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2019-07-01 00:00:00,,-53507840.0,16469478.0,124474236.0,2020-06-30,112820200.0,MD,7653000.0,224565281.0,1.0,68164000.0,43302.0,912000.0,52252729.0,,39590270.0,71450486.0,57523538.0,225875048.0,59395491.0,379.0,640363007.0,80459000.0,,329.0,138714.0,,27834663.0,557942644.0,79337471.0,185747000.0,15677000.0,492339334.0,2920.06,0.768844,637833000.0,23011.0,12.84,,202032000.0,20.0,992420000.0,103666.0,2019,2019,354587000.0,54934277.458184,81371000.0,-0.0959020440101008,-20587071.0,-0.036898185183350134,0.9193939573928882,0.8264724004118159,0.8039172012354479,0.3982487922705314,1.7988053707552731,0.6427047016384192,0.3572952983615808,,354587000.0,0.5622041514681284,8.18529786984332,non-profit
ANNIE JEFFREY MEM. CNTY HLTH. CTR. (281314),General Short Term (Critical Access Hospitals),Governmental-County,2019-07-01 00:00:00,,-238612.0,93061.0,,2020-06-30,,NE,79073.0,,2.0,1637689.0,266.0,3023075.0,177080.0,,86479.0,340786.0,346407.0,3025396.0,1687646.0,16.0,6663830.0,5986433.0,,16.0,5856.0,32837.0,509429.0,6391153.0,1523382.0,10546025.0,155072.0,6648725.0,49.9,0.997733,5463832.0,77.0,,,3703232.0,,13157621.0,379.0,2019,2019,7693789.0,340013.43813799997,9009508.0,-0.03733473443680663,-777402.0,-0.12163720693277097,2.847789444463647,2.0135943413753177,2.7845622418471216,1.6165427928901024,0.7101614042183897,0.41525987106635764,0.5847401289336424,-8.160702865669824,7693789.0,0.48573773328780334,3.9025437674674497,govt
ANOKA-METRO REGIONAL TREATMENT CTR. (244002),Psychiatric,Governmental-State,2019-07-01 00:00:00,,-54094649.0,,,2020-06-30,,MN,,,1.0,,3155.0,,,,,,,49279399.0,,110.0,158265.0,,,110.0,40150.0,,1206524.0,,,,,57027781.0,475.62,,,347.0,,,,,,31653.0,2019,2019,,,0.0,,,,,,,,,,,,,,,govt
ANSON GENERAL HOSPITAL (450078),General Short Term (Acute Care Hospitals),Governmental-City-County,2019-04-01 00:00:00,,-732337.0,20682.0,1782991.0,2020-03-31,1988508.0,TX,-56224.0,3057971.0,2.0,9230427.0,1417.0,,131118.0,,118548.0,42686.0,720.0,3475570.0,274368.0,7.0,10213998.0,482234.0,,7.0,2562.0,164850.0,178997.0,4213102.0,268881.0,1166332.0,196789.0,6207654.0,56.73,0.607759,2620663.0,264.0,,,2620663.0,,989669.0,1520.0,2019,2019,-1630994.0,25942.800674000002,482234.0,-0.17382370519394025,-2047591.0,-0.4860055607483512,0.44505226349210103,3.4267374324741486,0.3699609602608195,0.18401221370317358,-1.6067888661760865,2.648019691432186,-1.6480196914321859,-11.33511677282378,-1630994.0,4.257081913245742,0.4564363057093675,govt
ANTELOPE MEMORIAL HOSPITAL (281326),Critical Access Hospitals,Voluntary Nonprofit-Other,2019-07-01 00:00:00,,726257.0,503239.0,,2020-06-30,,NE,108110.0,,2.0,3061300.0,1184.0,1513880.0,441991.0,,56231.0,1142308.0,646864.0,7337668.0,2733324.0,23.0,17241647.0,14760003.0,,23.0,8418.0,32867.0,1172618.0,14444118.0,3010655.0,18628086.0,320017.0,14084168.0,96.56,0.816869,14192227.0,142.0,,,12465324.0,,30307047.0,1389.0,2019,2019,16114820.0,933115.993652,16273883.0,0.050280467107787406,-913811.0,-0.06326526825660106,1.494392444191583,1.4879324436332342,1.4600470072017382,1.1840849864792924,0.880694106418812,0.46828141982952015,0.5317185801704798,7.874372470867436,16114820.0,0.47659272115821777,4.718295495377781,non-profit
ANTELOPE VALLEY HOSPITAL (050056),General Short Term (Acute Care Hospitals),Governmental-Hospital District,2019-07-01 00:00:00,-399502.0,10698424.0,34153017.0,52296448.0,2020-06-30,46551304.0,CA,8008033.0,190069956.0,1.0,49858375.0,16020.0,142371351.0,11012792.0,,3084100.0,735082804.0,145288863.0,194325788.0,8664150.0,393.0,1847896447.0,101709185.0,515800.0,345.0,143445.0,,28670421.0,422042360.0,8592818.0,309131582.0,7184638.0,416378677.0,2211.48,0.225326,399973465.0,19030.0,,,272205318.0,48.0,555671765.0,86740.0,2019,2019,155698300.0,165633267.894104,244080536.0,0.025349171111639125,-24788580.0,-0.058734815149834724,1.135655924253471,0.5961161420071889,1.0798426465716588,0.373648780072695,2.568900655948074,0.7198016710458557,0.28019832895414437,,155698300.0,0.759517374434168,8.464823813451602,govt
ANTHONY MEDICAL CENTER (171346),General Short Term (Critical Access Hospitals),Governmental-Hospital District,2019-01-01 00:00:00,,-3148612.0,607312.0,,2019-12-31,,KS,1363679.0,,2.0,5926393.0,2018.0,,750472.0,,72441.0,965677.0,834191.0,8492339.0,3330609.0,25.0,15405600.0,3305521.0,,25.0,9125.0,,2477888.0,14935868.0,2755460.0,14159266.0,625110.0,17437622.0,165.34,1.131902,18861234.0,265.0,,,2902201.0,,52804689.0,2731.0,2019,2019,33943455.0,1093051.727654,3305521.0,-0.21080877254673114,-6564854.0,-0.43953615551503267,4.878802674246201,2.0960994776033774,4.193533459605313,1.1389703883363007,0.5556662985544636,0.3571886201242469,0.6428113798757531,,33943455.0,0.2828511687664707,2.5202290836939096,govt
APOLLO BEHAVIORAL HEALTH HOSPITAL (194105),Psychiatric,Proprietary-Corporation,2019-01-01 00:00:00,,311081.0,,,2019-12-31,,LA,,,1.0,,2099.0,,,,,,,2460806.0,1170434.0,24.0,26165748.0,200259.0,,24.0,8760.0,,385.0,6093890.0,1147051.0,202754.0,,4381266.0,58.8,,410800.0,963.0,,,60800.0,,345991.0,8288.0,2019,2019,-64809.0,,200259.0,0.05104801694812345,309484.0,0.05078595117404482,3.334769736842105,8.410197368421052,,3.2937335526315787,-6.338625808143931,1.1873141208875375,-0.18731412088753754,,-64809.0,17.612856981829008,inf,for-profit
APPALACHIAN - ATHENS CAMPUS (364015),Psychiatric,Governmental-State,2019-07-01 00:00:00,,-27898434.0,,,2020-06-30,,OH,,,2.0,,879.0,,,,,,,23890260.0,167058.0,92.0,25267335.0,,,92.0,33580.0,,144159.0,,112132.0,,,21550917.0,348.0,,,412.0,,,,,,32212.0,2019,2019,,,0.0,,,,,,,,,,,,,,,govt
APPLETON MUNICIPAL HOSPITAL (241341),General Short Term (Critical Access Hospitals),Governmental-City-County,2018-10-01 00:00:00,,1095118.0,671907.0,,2019-09-30,,MN,3682.0,,2.0,1864024.0,953.0,,504693.0,,3827.0,1501836.0,754975.0,6707744.0,1027330.0,15.0,16617777.0,2002772.0,,15.0,5475.0,165080.0,594817.0,14241467.0,1124203.0,4273153.0,192878.0,12387532.0,70.54,0.745439,12638949.0,96.0,,,3057892.0,,8916422.0,1187.0,2018,2019,-3722527.0,1119527.126004,2002772.0,0.0768964320880707,-220240.0,-0.015464698966756726,1.3974178944187696,1.6377586258769112,1.333138318815707,0.6549518426419245,-3.395260531354104,1.4174911191955697,-0.4174911191955697,2.269063484371214,-3722527.0,1.5972176956182649,7.640173624373935,govt
APPLING GENERAL HOSPITAL (110071),General Short Term (Acute Care Hospitals),Governmental-County,2019-09-01 00:00:00,,-2320775.0,4263318.0,1934224.0,2020-08-31,1927804.0,GA,,8876137.0,2.0,6947878.0,897.0,157733.0,3316104.0,,910896.0,5067849.0,1961229.0,15627853.0,923161.0,34.0,53110202.0,17426897.0,,31.0,12444.0,219279.0,1343915.0,30723266.0,903328.0,22568089.0,561638.0,31648709.0,145.49,0.595906,28915118.0,497.0,,,4788900.0,3.0,38314240.0,2410.0,2019,2019,9399122.0,3019961.6261940002,17584630.0,-0.07553803036434993,-4427329.0,-0.14410346217749115,4.712583056651841,4.605232934494351,,3.639018772578254,3.0763637284418692,0.7546833240069488,0.24531667599305115,-14.061601886181531,9399122.0,0.8018759082784886,4.421963943523476,govt
ARBOR HEALTH MORTON HOSPITAL (501319),General Short Term (Critical Access Hospitals),Governmental-Hospital District,2019-01-01 00:00:00,,484811.0,824575.0,,2019-12-31,,WA,270106.0,,2.0,6782532.0,1000.0,,568273.0,,76496.0,9102516.0,3957577.0,13291870.0,2653859.0,25.0,42821962.0,6030278.0,,25.0,9125.0,428642.0,1761329.0,26965225.0,2640492.0,10342772.0,257648.0,27391196.0,157.37,0.639653,10510107.0,189.0,,,2221300.0,,19812188.0,4751.0,2019,2019,9302081.0,5822451.666948,6030278.0,0.017979119402860535,-1913130.0,-0.07094804512107723,4.656179714581551,5.986413811731869,4.418591815603476,2.7147517219646153,1.1298662095073135,0.5304869406650088,0.46951305933499116,-0.35414401761843217,9302081.0,1.3610422533846338,3.975687103282373,govt
ARBUCKLE MEMORIAL HOSPITAL (371328),General Short Term (Critical Access Hospitals),Governmental-County,2019-01-01 00:00:00,,797188.0,4610396.0,,2019-12-31,,OK,76466.0,,2.0,6201504.0,5591.0,,2575600.0,,231347.0,3365685.0,1608471.0,9623834.0,1478996.0,25.0,30038865.0,9826629.0,,25.0,9125.0,580093.0,1067695.0,15188719.0,1544234.0,13704115.0,338292.0,15493279.0,134.52,0.515774,17344151.0,581.0,,,2336089.0,,25336079.0,6140.0,2019,2019,7991928.0,1735932.8151899998,9826629.0,0.05248553219004183,-1649572.0,-0.10860507722869849,5.86626408497279,7.202345886650723,5.688720335569407,4.206444617478187,2.1702086154930327,0.6845633454174184,0.31543665458258163,-1.0030753689494616,7991928.0,0.5994897237256009,2.4491992587604554,govt
ARCHER REHABILITATION  LLC (103046),Rehabilitation,Proprietary-Corporation,2019-04-25 00:00:00,,-523373.0,,,2019-12-31,,FL,465868.0,3956130.0,1.0,3757455.0,5934.0,,,,,,,4067838.0,86.0,54.0,39408792.0,400.0,,54.0,13554.0,,376054.0,15763916.0,84.0,4319973.0,,17221802.0,62.77,,29249819.0,823.0,,,3659493.0,,37055612.0,11023.0,2019,2019,7805793.0,,400.0,-0.03320069708567338,-587563.0,-0.03727265484033282,1.180484017868049,0.8738030104170168,,0.00010930475888326606,3.747193782873822,0.7893492354140582,0.2106507645859418,,7805793.0,0.4254123774827953,4.195370536706361,for-profit
ARDEN WOOD  INC. (051993),Religious Non-Medical,Voluntary Nonprofit-Church,2019-04-01 00:00:00,,1858354.0,,,2020-03-31,,CA,81925.0,,1.0,491098.0,1605.0,,,,,,,4470631.0,,13.0,4805339.0,1703583.0,,13.0,4758.0,,627569.0,4296971.0,,1995301.0,61060.0,6226037.0,24.86,,927620.0,43.0,,,907263.0,,24844852.0,2124.0,2019,2019,23917232.0,,1703583.0,0.43247999579238494,-4180688.0,-0.9729383791512672,2.19925313828515,4.467320942218519,2.0416527511868114,1.8777168252204708,0.03878458845070366,0.03733650737786645,0.9626634926221336,,23917232.0,0.1729521673141784,8.749722051403182,non-profit
ARIA HEALTH (390115),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2019-07-01 00:00:00,-240309.0,34907559.0,18672785.0,101309197.0,2020-06-30,93229052.0,PA,,183745159.0,1.0,34479128.0,33875.0,91293326.0,15154348.0,,11008133.0,460874487.0,76900005.0,210203354.0,19208010.0,450.0,2098153997.0,640600105.0,,383.0,164700.0,,33135696.0,497518593.0,17588166.0,792746355.0,11509962.0,445797394.0,2731.0,0.212471,408522630.0,24577.0,105.78,,135295348.0,67.0,1150022365.0,114657.0,2019,2019,741499735.0,97922463.127377,731893431.0,0.07016332553424792,-45019561.0,-0.09048819809634732,5.85937629577626,5.24768074065636,,4.734827283196759,0.5509410330402883,0.3552301611108233,0.6447698388891767,,741499735.0,0.43261645002877835,14.429558456350753,non-profit
ARISE AUSTIN MEDICAL CENTER (450871),General Short Term (Acute Care Hospitals),Proprietary-Partnership,2019-01-01 00:00:00,,-6125170.0,,2010463.0,2019-12-31,1738771.0,TX,146044.0,5712578.0,1.0,77633411.0,296.0,,,,,1000.0,100.0,5666179.0,3352711.0,21.0,90463797.0,-25375.0,,21.0,7665.0,,2748501.0,23814753.0,3285657.0,3460379.0,11683.0,28971777.0,72.48,0.320258,76657514.0,452.0,,,11813898.0,,33471453.0,853.0,2019,2019,-43186061.0,320.258,0.0,-0.25720065204959297,-6549440.0,-0.2750160793185636,0.29290747219926905,6.052891348816454,0.2795565020114445,0.0,-1.775052232709994,2.2902356225766476,-1.2902356225766476,,-43186061.0,0.7114944487172398,0.30675907052441637,for-profit
ARIZONA GENERAL HOSPITAL (030136),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2019-01-01 00:00:00,,-2320602.0,38347641.0,1027851.0,2019-12-31,1105358.0,AZ,774040.0,28926526.0,1.0,121712262.0,144.0,,11508399.0,,7647738.0,24090211.0,16037514.0,28270781.0,4367383.0,16.0,742195291.0,-4680682.0,,16.0,5840.0,468544.0,462871.0,93406080.0,4278631.0,12611581.0,1706667.0,74719228.0,376.63,0.100673,164801590.0,313.0,,,13883573.0,,134531500.0,1035.0,2019,2019,-30270090.0,2425233.812003,0.0,-0.024844228555571543,-2835445.0,-0.03035610743968701,0.9083815095724999,8.599490923554045,0.7297022171453991,0.0,-5.444370664243152,1.2250037351846965,-0.22500373518469652,-5.063716534626417,-30270090.0,0.694306389209962,0.7674336050052213,non-profit
ARIZONA GENERAL HOSPITAL (030139),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2019-01-15 00:00:00,,-16231977.0,3983289.0,2577932.0,2019-12-31,1088073.0,AZ,599676.0,13422108.0,1.0,43122865.0,533.0,,2540279.0,,1551065.0,15282273.0,15654193.0,13112984.0,1139311.0,50.0,142619452.0,-7588016.0,,46.0,17550.0,137500.0,948974.0,25024067.0,1116586.0,1790778.0,1384355.0,35418215.0,150.72,0.248341,134680095.0,732.0,,,4123620.0,4.0,130663908.0,2010.0,2019,2019,-4016187.0,3795214.9590930003,0.0,-0.6486546331577517,-16203557.0,-0.6475189264798564,0.434273284153244,6.521184784242971,-0.046864890557325845,0.0,-33.534318745616176,1.0307367739222983,-0.03073677392229842,-110.94242181818181,-4016187.0,0.19151476014325242,0.5802969491938905,non-profit
ARIZONA ORTHOPEDIC SURGICAL HOSPITAL (030112),General Short Term (Acute Care Hospitals),Proprietary-Partnership,2019-01-01 00:00:00,,2430073.0,216273.0,5025212.0,2019-12-31,4322865.0,AZ,44796.0,7066071.0,1.0,13643127.0,727.0,,37286.0,,513.0,14732268.0,1865240.0,6830111.0,1895199.0,24.0,155235446.0,1593574.0,,24.0,8760.0,72734.0,1028807.0,29037335.0,1857296.0,6360534.0,1216122.0,25037212.0,100.0,0.161285,13852813.0,963.0,,,3863147.0,,19405070.0,1885.0,2019,2019,5552257.0,2376093.84438,1593574.0,0.08368787975893793,2424292.0,0.08348879124065621,1.6464643980671716,4.576106992563317,1.3200678100004997,0.4125066946714686,2.4949877140053136,0.7138759612822835,0.2861240387177166,47.4757197459235,5552257.0,1.4963787814215563,2.1283489481553604,for-profit
ARIZONA STATE HOSPITAL (034021),Psychiatric,Governmental-State,2019-07-01 00:00:00,,-66097354.0,,,2020-06-30,,AZ,,24592725.0,1.0,,,,,,,,,31901335.0,673831.0,159.0,66242598.0,,,159.0,58035.0,,4502703.0,,114747.0,,,73800981.0,193.25,,,32.0,,,,,,38241.0,2019,2019,,,0.0,,,,,,,,,,,,,,,govt
ARKANSAS CHILDRENS HOSPITAL (043300),Childrens,Voluntary Nonprofit-Other,2019-07-01 00:00:00,,61895290.0,,,2020-06-30,,AR,6800883.0,,1.0,122461650.0,577.0,266183474.0,,,,,,247998570.0,880003.0,336.0,1001888581.0,118231242.0,,153.0,122976.0,4016232.0,40250064.0,550002357.0,882470.0,611355823.0,10267148.0,459376519.0,3414.0,,144745367.0,9319.0,152.89,,52113808.0,39.0,970496678.0,73961.0,2019,2019,825751311.0,,384414716.0,0.11253640863942697,-59008467.0,-0.10728766204178285,11.731167735813894,4.924563562885291,11.403653173838304,2.2687123919249963,0.1752892972397594,0.1491456594146116,0.8508543405853883,-4.670647263405102,825751311.0,0.5667225550255824,4.4912211863877385,non-profit
ARKANSAS CHILDRENS NORTHWEST (043301),Childrens,Voluntary Nonprofit-Other,2019-07-01 00:00:00,,4539704.0,,,2020-06-30,,AR,812013.0,,1.0,12757790.0,,,,,,,,20740474.0,10914.0,24.0,101615207.0,27936218.0,,24.0,8784.0,2884362.0,4905528.0,67903094.0,31655.0,67497475.0,789762.0,66097977.0,309.0,,81623377.0,1384.0,,,7167660.0,,198332904.0,3679.0,2019,2019,116709527.0,,27936218.0,0.0668556281102596,-1267793.0,-0.01867062198962539,9.416947092914564,6.310806037116716,9.193474578872324,3.8975367135159873,0.6993720144200396,0.4115473295343873,0.5884526704656127,1.2611922497938886,116709527.0,0.3423692823052699,5.32248093125847,non-profit
ARKANSAS HEART HOSPITAL (040134),General Short Term (Acute Care Hospitals),Proprietary-Corporation,2018-10-01 00:00:00,673845.0,8218011.0,19470321.0,47442519.0,2019-09-30,42722291.0,AR,1187437.0,57385024.0,1.0,28757294.0,12875.0,,4927849.0,,75147.0,15573690.0,2662484.0,61183431.0,44930833.0,112.0,663541482.0,9000053.0,,112.0,40880.0,1871462.0,6620970.0,246120676.0,44257494.0,42676377.0,3731593.0,162975180.0,920.31,0.245614,81000012.0,6501.0,,,37436066.0,,80538518.0,25825.0,2018,2019,-461494.0,3825116.29566,9000053.0,0.03339016913800448,5893270.0,0.02394463600449399,1.1399802799792051,1.2282303380916146,1.0085821250555547,0.2404112921480585,-175.5169341313213,1.0057301029552095,-0.005730102955209581,6.6868790282677395,-461494.0,3.055937483230074,8.558547824423258,for-profit
ARKANSAS METHODIST MEDICAL CENTER (040039),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2019-07-01 00:00:00,-27141.0,330398.0,4807868.0,8968563.0,2020-06-30,7694207.0,AR,652469.0,20783745.0,2.0,31988956.0,4355.0,,2328351.0,,710080.0,23409093.0,9867914.0,31877665.0,3633284.0,114.0,138876305.0,25872929.0,,106.0,41724.0,645396.0,2822885.0,63407662.0,3570854.0,39381492.0,1565843.0,46565517.0,543.88,0.335302,38592879.0,3202.0,,,23135220.0,8.0,75640028.0,11534.0,2019,2019,37047149.0,7849115.701086,25872929.0,0.005210695199580139,-5932255.0,-0.0935573842795213,1.7022311436848234,2.515311416965129,1.6063465141027404,1.1183351184903363,1.0417233185743928,0.5102176720505709,0.4897823279494291,-4.817770794984784,37047149.0,0.8382818419897994,1.9821735351413157,non-profit
ARKANSAS STATE HOSPITAL (044011),Psychiatric,Governmental-State,2019-07-01 00:00:00,,9523857.0,,,2020-06-30,,AR,,,1.0,,1693.0,,,,,,,25860765.0,2142.0,230.0,58955634.0,,,230.0,84180.0,,1154134.0,58955614.0,2108.0,,,47571921.0,626.33,,,351.0,,,,,10667155.0,74406.0,2019,2019,,,0.0,0.161542834580605,9523857.0,0.161542834580605,,,,,,,,,,5.526835787049124,inf,govt
ARKANSAS SURGICAL HOSPITAL (040147),General Short Term (Acute Care Hospitals),Proprietary-Corporation,2019-01-01 00:00:00,,13109982.0,848380.0,20640082.0,2019-12-31,17737866.0,AR,452942.0,15660293.0,1.0,6805040.0,3762.0,,232586.0,,,1262540.0,96069.0,14637726.0,6571759.0,49.0,219683820.0,2079373.0,,49.0,17885.0,142578.0,1234012.0,68687860.0,6480386.0,10378903.0,1041548.0,53836604.0,266.28,0.245064,56266401.0,3466.0,,,12302104.0,,62267871.0,6932.0,2019,2019,6001470.0,309403.10256,2079373.0,0.1908631598072789,12525660.0,0.18235624169977052,0.8436689366306772,1.7715989882706242,0.7221864650144398,0.1690258024155868,9.375436518053077,0.9036185129888253,0.09638148701117467,96.50627726577733,6001470.0,1.1031027542277783,10.093674688172296,for-profit
ARKANSAS VALLEY REGL MED CTR (061336),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,2019-04-01 00:00:00,,-2577519.0,4977581.0,,2020-03-31,,CO,778251.0,,2.0,15833933.0,1508.0,258415.0,2474502.0,,505526.0,24681858.0,6085209.0,17107813.0,2733255.0,20.0,70884437.0,1482170.0,,16.0,7320.0,,1728555.0,35606458.0,2610958.0,9706787.0,1245648.0,28136392.0,271.16,0.396933,3715053.0,953.0,,,3302766.0,4.0,27424705.0,3154.0,2019,2019,23709652.0,9797043.941514,1740585.0,-0.07238908739532587,-2937754.0,-0.08250621277746863,2.9389872004253403,4.471571404089784,2.326198101833433,0.4487662765088414,0.1566894781922569,0.13546373607300424,0.8645362639269958,,23709652.0,1.298335132501881,2.2487437581048244,non-profit
ARMSTRONG COUNTY MEMORIAL (390163),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2019-07-01 00:00:00,18741.0,1125311.0,2872895.0,3108604.0,2020-06-30,2642543.0,PA,2210339.0,38946928.0,1.0,6681664.0,2826.0,,2629479.0,,1764020.0,45403605.0,13923237.0,43946574.0,1987954.0,129.0,303659555.0,28411281.0,,117.0,47214.0,117731.0,4310079.0,89487882.0,1962772.0,40086395.0,1158508.0,90610231.0,658.33,0.298394,56714669.0,3300.0,,,35842276.0,12.0,87039021.0,14230.0,2019,2019,30324352.0,13548163.31037,28411281.0,0.012575009876756273,-24787238.0,-0.27698988339002145,1.1184109792581252,1.0104898472407278,1.0244201010002825,0.7926751359204979,1.8702681264219594,0.6516004930708033,0.34839950692919675,-173.931751195522,30324352.0,1.0281352084601227,13.393053287324834,non-profit
ARNOT-OGDEN MEDICAL CENTER (330090),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2019-01-01 00:00:00,66689.0,-5796693.0,14904657.0,42850038.0,2019-12-31,35935706.0,NY,2213370.0,112010590.0,1.0,51197694.0,13569.0,,5208217.0,,1060662.0,156623649.0,13601800.0,176837666.0,23441518.0,226.0,849239315.0,15975944.0,,188.0,82490.0,,13915417.0,294015727.0,23204794.0,67898467.0,2496479.0,233659494.0,2317.4,0.27514,108421842.0,9735.0,107.28,,40875535.0,20.0,260674218.0,48208.0,2019,2019,152252376.0,43093430.78586,15975944.0,-0.019715588207293414,-70490151.0,-0.23974959339504992,1.6611028332717848,1.501556982679248,1.5458786777958993,0.39084366724496694,0.712119211853876,0.4159285211704366,0.5840714788295635,,152252376.0,1.1279048969852477,5.74275331619428,non-profit
ARROWHEAD HOSPITAL (364036),Psychiatric,Proprietary-Corporation,2019-01-01 00:00:00,,-751196.0,,,2019-12-31,,OH,62982.0,,1.0,1463611.0,1549.0,,,,,,,4361434.0,93817.0,48.0,15630415.0,-57663.0,,48.0,17520.0,,327297.0,7358086.0,94977.0,963741.0,44321.0,7120337.0,75.81,,-8895113.0,1610.0,,,-216382.0,,5110742.0,9006.0,2019,2019,5110742.0,,0.0,-0.1020912231795062,-761889.0,-0.1035444543594625,inf,inf,inf,,0.0,0.0,1.0,,5110742.0,1.439729495247461,5.027350846638895,for-profit
ARROWHEAD REGIONAL MEDICAL CENTER (050245),General Short Term (Acute Care Hospitals),Governmental-County,2019-07-01 00:00:00,-47513.0,24582236.0,57648010.0,41695072.0,2020-06-30,39830834.0,CA,6799592.0,210077911.0,1.0,193737886.0,10216.0,,37793101.0,,19403414.0,1040658377.0,256486256.0,233013883.0,7943251.0,366.0,1718142253.0,331054341.0,,274.0,133956.0,16442287.0,23526393.0,339423546.0,8176945.0,488792536.0,3833342.0,545984695.0,2932.15,0.317776,667637405.0,17471.0,177.64,,178447102.0,32.0,911729604.0,97663.0,2019,2019,244092199.0,330696256.409552,331054341.0,0.07242348472783912,-432151322.0,-1.273191937014293,2.7391452734267436,3.078358280091318,2.6795593575960677,1.8551959504503468,2.735185342813844,0.7322756682144546,0.2677243317855455,-24.85207374132321,244092199.0,0.3722853184879143,1.7519730033598075,govt
