Hospital,Hospital type,Control type,Fiscal Year Begin Date,HVBP payment adjustment amount,STATEMENT OF REVENUES AND EXPENSES: Net Income (G3_C1_29),Total Bad Debt expense,IPPS Payment amount (unadjusted),Fiscal Year End Date,IPPS Interim payment,State,BALANCE SHEET: Prepaid expenses (G_C1THRU4_8),"ADJUSTED SALARIES, Subtotal Salaries",Urban (1) and Rural (2) Indicator,BALANCE SHEET: Accounts Receivable (G_C1THRU4_4),Total Days Title XVIII,BALANCE SHEET: Temporary Investments (G_C1THRU4_2),Cost of Uncompensated Care,REIMBURSEMENT SETTLEMENT: Payment to cost ratio,Total cost of charity care,Medicaid charges,Net Revenue from Medicaid,Total Salaries,REIMBURSEMENT SETTLEMENT: Subtotal,NUMBER OF BEDS: Total Hospital,Total Charges,BALANCE SHEET: Cash on Hand and in Banks (G_C1THRU4_1),HAC reduction adjustment amount,NUMBER OF BEDS: Adults & Pediatrics,BED DAYS: Total Hospital,TRIAL BALANCE OF EXPENSE ACCOUNTS: Interest Expense (A_C2_113),"RECONCILIATION OF CAPITAL COST CENTERS: Depreciation, Total (A7_3_C9_3)",STATEMENT OF REVENUES AND EXPENSES: Net Patient Revenue (G3_C1_3),REIMBURSEMENT SETTLEMENT: Interim payments,BALANCE SHEET: Total Current Assets (G_C1THRU4_11),BALANCE SHEET: Inventory (G_C1THRU4_7),Total Costs,Number of Interns & Residents,Cost To Charge Ratio,Total Liabilities,Total discharges,FTE Employees on Payroll,"Donations, Land Improvements",BALANCE SHEET: Total Current Liabilities (G_C1THRU4_45),NUMBER OF BEDS: ICU,BALANCE SHEET: Total Assets (G_C1THRU4_36),Total Inpatient Days,Report_Period_Begin_Yr,Beginning FFY,Financial Indicators: Total Net Assets,S-10 DATA: Medicaid Costs,Financial Indicators: Cash Reserves,Financial Indicators: Net Profit Margin,Financial Indicators: Operating Profit,Financial Indicators: Operating Profit Margin,Financial Indicators: LIQUIDITY current ratio,Financial Indicators: LIQUIDITY acid-test ratio,Financial Indicators: LIQUIDITY acid-test ratio (variation),Financial Indicators: LIQUIDITY cash ratio,Financial Indicators: SOLVENCY Debt-to-Equity Ratio,Financial Indicators: SOLVENCY Debt Ratio,Financial Indicators: SOLVENCY Equity Ratio,Financial Indicators: SOLVENCY Interest Coverage Ratio,Financial Indicators: SOLVENCY total assets less total liabilities,Financial Indicators: EFFICIENCY asset turnover ratio,Financial Indicators: EFFICIENCY Accounts Receivable Turnover Ratio,: General Ownership Type
WEST CALCASIEU-CAMERON HOSPITAL (190013),General Short Term (Acute Care Hospitals),Governmental-Hospital District,2019-01-01 00:00:00,31648.0,-5991805.0,10931219.0,9373143.0,2019-12-31,8106917.0,LA,1670703.0,27424925.0,1.0,20435568.0,4130.0,,3741784.0,,18032.0,36776518.0,6460608.0,32286545.0,5474339.0,107.0,178875387.0,411583.0,,95.0,39055.0,39742.0,3510458.0,51091080.0,5594791.0,24971600.0,1812450.0,60837865.0,510.98,0.340113,59096170.0,2270.0,,,35430840.0,12.0,89316852.0,8912.0,2019,2019,30220682.0,12508171.866534,411583.0,-0.11727692974977237,-25395078.0,-0.4970550240863963,0.7047984185528765,0.4193949959978369,0.6064899110492441,0.011616518264878846,1.9554876359176805,0.661646359860511,0.33835364013948904,-550.6673041115193,30220682.0,0.5720206081602607,2.500105698065256,govt
WEST CARROLL HEALTH SYSTEMS  LLC (190081),General Short Term (Acute Care Hospitals),Proprietary-Corporation,2019-01-01 00:00:00,1583.0,2725631.0,964310.0,2060243.0,2019-12-31,2034494.0,LA,326068.0,6515524.0,2.0,6269274.0,3046.0,,888511.0,,449436.0,7162139.0,16424984.0,11419286.0,637132.0,30.0,50094851.0,145639.0,18523.0,30.0,10950.0,,440230.0,27524724.0,622981.0,4374087.0,196065.0,24006221.0,107.79,0.479215,1138081.0,768.0,,,1114310.0,,8752332.0,6129.0,2019,2019,7614251.0,3432204.440885,145639.0,0.09902482582568312,284774.0,0.010346116458788107,3.9253771392161965,8.202873527115434,3.4568064542183055,0.13069881810268238,0.14946722927836237,0.13003174468244577,0.8699682553175542,,7614251.0,3.144844596845732,4.390416497986848,for-profit
WEST CENTRAL GEORGIA REGIONAL HOSPIT (114013),Psychiatric,Governmental-State,2019-07-01 00:00:00,,-47751261.0,,,2020-06-30,,GA,,,1.0,,252.0,,,,,,,18865626.0,,40.0,15070694.0,,,40.0,14640.0,695471.0,799317.0,,,,,10085877.0,505.0,,,220.0,,,,,,13588.0,2019,2019,,,0.0,,,,,,,,,,,,,,,govt
WEST CHESTER MEDICAL CENTER (360354),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2019-07-01 00:00:00,-74833.0,-99584443.0,20211791.0,25576174.0,2020-06-30,22063335.0,OH,,76450777.0,1.0,161630469.0,11275.0,,9483427.0,,5071685.0,168202203.0,23805530.0,73261751.0,22094566.0,153.0,1268067652.0,,65642.0,135.0,55998.0,,15032684.0,146296358.0,21958893.0,-18642354.0,2646657.0,272025399.0,1193.37,0.21452,-28167605.0,8808.0,,,-27112912.0,18.0,126080910.0,36750.0,2019,2019,126080910.0,36082736.58756,0.0,-0.6807035004931565,-115683689.0,-0.7907489330663994,,inf,,,0.0,0.0,1.0,,126080910.0,1.1603371041658883,0.9051285868631613,non-profit
WEST COVINA MEDICAL CENTER (050096),General Short Term (Acute Care Hospitals),Proprietary-Corporation,2019-01-01 00:00:00,,2623717.0,358118.0,3689022.0,2019-12-31,3355895.0,CA,,6209534.0,1.0,12477864.0,1593.0,,112547.0,,,6517505.0,468730.0,8399531.0,2578601.0,13.0,65665082.0,170946.0,,13.0,4745.0,,183847.0,22713288.0,2642158.0,14311684.0,462874.0,15846163.0,107.44,0.241318,12931524.0,1593.0,1.0,,12931524.0,,15747566.0,1817.0,2019,2019,2816042.0,1572791.27159,170946.0,0.11551462738463933,2597541.0,0.11436217424795564,1.1067283330255584,1.2021338706868578,,0.013219323569286961,4.592092021354795,0.8211760471427775,0.1788239528572225,,2816042.0,1.4423364220222985,1.820286549043971,for-profit
WEST FELICIANA PARISH HOSPITAL (191306),General Short Term (Critical Access Hospitals),Governmental-Other,2018-11-01 00:00:00,,478094.0,2066224.0,,2019-10-31,,LA,394112.0,,1.0,8397883.0,429.0,3308322.0,1858109.0,,36543.0,6337230.0,4795903.0,8539151.0,3276632.0,25.0,26017279.0,3636516.0,,25.0,9125.0,985658.0,2825645.0,23999986.0,3486496.0,16880438.0,521655.0,23222539.0,89.72,0.892581,26979817.0,29.0,,,1761200.0,,55947115.0,1068.0,2018,2019,28967298.0,5656491.0906299995,6944838.0,0.019920594953680388,-2435927.0,-0.1014970175399269,9.584622984328867,7.104527027027027,9.064655348625937,2.06479445832387,0.9313888026422071,0.48223785980742706,0.5177621401925729,0.39538866422227587,28967298.0,0.4289762930581854,2.8578614396032904,govt
WEST FLORIDA COMM. CARE CENTER (104027),Psychiatric,Governmental-State,2019-07-01 00:00:00,,-1472530.0,,,2020-06-30,,FL,82752.0,4364575.0,1.0,162545.0,665.0,,,,,,,4364575.0,,100.0,13704062.0,883200.0,,100.0,36600.0,,267061.0,1048129.0,,1648958.0,41786.0,7637641.0,51.54,,1800412.0,100.0,,,1747757.0,,3601611.0,22168.0,2019,2019,1801199.0,,883200.0,-1.40491294487606,-7543905.0,-7.197496682183204,0.943470974511903,-0.24419012482856597,0.8722150733769054,0.5053334073329416,0.9995630688224899,0.4998907433368012,0.5001092566631987,,1801199.0,0.2910167144647215,6.448238949214064,govt
WEST FLORIDA HOSPITAL (100231),General Short Term (Acute Care Hospitals),Proprietary-Corporation,2019-06-01 00:00:00,-310155.0,77324189.0,29573525.0,63609924.0,2020-05-31,53758554.0,FL,1172205.0,76461363.0,1.0,71450164.0,28468.0,,24572449.0,,21549103.0,313896575.0,14525785.0,75747915.0,18276499.0,350.0,2760092433.0,-6441.0,404505.0,314.0,128100.0,,12231706.0,321079557.0,18248573.0,45936199.0,6912096.0,230300126.0,1094.66,0.083439,-177513570.0,17599.0,,,66621495.0,26.0,183309373.0,75539.0,2019,2019,183309373.0,26191216.321425,0.0,0.24082563749145824,74488223.0,0.23199304152521924,0.6895101798601188,2.233125269854722,0.5681634433451246,0.0,0.0,0.0,1.0,,183309373.0,1.751571955897749,4.493755353731588,for-profit
WEST GABLES REHABILITATION HOSPITAL (103036),Rehabilitation,Proprietary-Corporation,2019-01-01 00:00:00,,4460560.0,,,2019-12-31,,FL,66283.0,14659384.0,1.0,3266073.0,12015.0,,,,,,,14803052.0,963994.0,60.0,68146257.0,200.0,,60.0,21900.0,,1040770.0,32771583.0,944721.0,3444418.0,,25232595.0,256.18,,6308204.0,1551.0,,,3924607.0,,42278373.0,21412.0,2019,2019,35970169.0,,200.0,0.13611060533755723,6524548.0,0.19909163374866573,0.8776466025770223,2.723814894077292,,5.096051655618002e-05,0.17537320995072334,0.1492064039455823,0.8507935960544177,,35970169.0,0.775138224926489,10.033940760050372,for-profit
WEST GEORGIA MEDICAL CENTER (110016),General Short Term (Acute Care Hospitals),Governmental-Other,2019-07-01 00:00:00,-132177.0,22222129.0,15753904.0,26002931.0,2020-06-30,23174598.0,GA,546899.0,60388508.0,2.0,107644120.0,11253.0,,23903201.0,,20793425.0,131549453.0,15683487.0,75651136.0,9252079.0,276.0,985103802.0,2602955.0,194625.0,256.0,101016.0,2380425.0,11909472.0,196670152.0,9246212.0,34393780.0,4558775.0,179290467.0,994.4,0.182002,205571880.0,8030.0,,,30046565.0,20.0,211219410.0,32205.0,2019,2019,5647530.0,23942263.544905998,2602955.0,0.11299187382536828,-659771.0,-0.003354708344355172,1.1446825951652044,4.321003848526446,0.9747572143438027,0.08663070137967518,36.40031659858381,0.9732622584259657,0.02673774157403432,4.725921211548358,5647530.0,0.9311177983121911,1.8270403622603817,govt
WEST HILLS HOSPITAL (050481),General Short Term (Acute Care Hospitals),Proprietary-Corporation,2019-01-01 00:00:00,-129546.0,30270175.0,9314623.0,55297142.0,2019-12-31,49402012.0,CA,483517.0,91763428.0,1.0,18378649.0,18612.0,,7339901.0,,6235870.0,439909881.0,19391060.0,90750013.0,10792186.0,214.0,2265297013.0,16173.0,130723.0,178.0,81932.0,,11906402.0,248974973.0,10667088.0,7397866.0,5591867.0,213797388.0,755.41,0.094379,-115953623.0,8718.0,,,21648945.0,25.0,108060765.0,43412.0,2019,2019,108060765.0,41518254.658899,16173.0,0.12157918780053448,29695967.0,0.11927289977053236,0.3417194694706832,2.2479153603097055,0.06108759572348676,0.0007470571891609499,0.0,0.0,1.0,,108060765.0,2.304027488607914,13.546968169423117,for-profit
WEST HILLS HOSPITAL (294003),Psychiatric,Proprietary-Corporation,2018-11-01 00:00:00,,-1401036.0,,,2019-10-31,,NV,94076.0,,1.0,1558429.0,3122.0,,,,,,,8362612.0,33675.0,95.0,38757579.0,-68715.0,,95.0,34675.0,,279120.0,15443066.0,42704.0,1643912.0,60122.0,12409772.0,133.19,,-3823171.0,2510.0,,,-3823171.0,,5576750.0,19069.0,2018,2019,5576750.0,,0.0,-0.09072265831150368,-1489878.0,-0.09647553147801091,inf,inf,inf,,0.0,0.0,1.0,,5576750.0,2.7691874299547226,9.909380536424823,for-profit
WEST HOLT MEMORIAL HOSPITAL (281343),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,2019-07-01 00:00:00,,712627.0,39461.0,,2020-06-30,,NE,50893.0,,2.0,1418677.0,414.0,,64750.0,,50938.0,468269.0,185432.0,4929439.0,2290168.0,17.0,9690533.0,10157269.0,,17.0,6222.0,113688.0,691322.0,8815574.0,2016412.0,12639272.0,587404.0,9254198.0,80.56,0.954973,12056794.0,80.0,,,9467822.0,,19756835.0,451.0,2019,2019,7700041.0,447184.25173699996,10157269.0,0.08083727730037772,-3683413.0,-0.417830194607861,1.3349714432738595,1.2979302948450024,1.2675539316222886,1.0728200213311996,1.56580906517251,0.6102593861820479,0.3897406138179521,-26.31844170009148,7700041.0,0.446203756826435,6.213940171018491,non-profit
WEST HOUSTON MEDICAL CENTER (450644),General Short Term (Acute Care Hospitals),Proprietary-Corporation,2019-01-01 00:00:00,-53051.0,-16675812.0,30485586.0,40903030.0,2019-12-31,36331276.0,TX,1482963.0,70196831.0,1.0,70796456.0,14869.0,,29879614.0,,26632540.0,317243051.0,25368242.0,71027358.0,5106448.0,230.0,1993743577.0,17851.0,399287.0,202.0,83950.0,,11554687.0,204820355.0,4870509.0,34692692.0,5856685.0,182161911.0,906.54,0.091367,229309512.0,12477.0,15.94,,19782611.0,28.0,149905296.0,62428.0,2019,2019,-79404216.0,28985545.840717003,17851.0,-0.08141677129697387,-19266801.0,-0.09406682748889875,1.7536963144046052,2.736671311992133,1.3826811839953785,0.0009023581366483929,-2.8878757772761086,1.5296958687837152,-0.5296958687837153,,-79404216.0,1.3663316805031358,2.8930876850671736,for-profit
WEST JEFFERSON MEDICAL CENTER (190039),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2019-01-01 00:00:00,5954.0,-13421513.0,7144596.0,29206718.0,2019-12-31,27597875.0,LA,9619219.0,69698269.0,1.0,34185715.0,10907.0,,5204052.0,,3688690.0,256465226.0,28671627.0,92854948.0,13786639.0,189.0,1306591791.0,10972797.0,,148.0,68985.0,,5639629.0,265070117.0,13132889.0,77345261.0,6049853.0,218702752.0,1477.3,0.167384,341106462.0,9838.0,17.7,,152101098.0,29.0,303286586.0,47047.0,2019,2019,-37819876.0,42928175.388784,10972797.0,-0.05063382154088686,-30352031.0,-0.11450566870199103,0.5085121804972111,0.20865726426248415,0.40549469932163146,0.07214147132586775,-9.019237979521668,1.1247001276871507,-0.12470012768715066,,-37819876.0,0.8739922213374778,7.753826912790913,non-profit
WEST JERSEY HEALTH SYSTEM (310022),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2019-01-01 00:00:00,-248270.0,93438421.0,1268216.0,102652216.0,2019-12-31,90908010.0,NJ,4242671.0,202482495.0,1.0,91559154.0,49561.0,7169382.0,6914640.0,,6664230.0,604944065.0,68206407.0,228574631.0,32937512.0,587.0,4077640445.0,55666617.0,,463.0,214255.0,16880713.0,105823835.0,724410315.0,31842785.0,357026016.0,3064572.0,652474545.0,3008.56,0.160013,921252831.0,29384.0,30.29,,102584165.0,94.0,2351734291.0,142986.0,2019,2019,1430481460.0,96798914.67284499,62835999.0,0.1289854921516406,-11643890.0,-0.016073611541547416,3.4803228743929435,0.6904438126488626,3.4090911886839455,0.5426433699587065,0.644015918248951,0.39173338353979886,0.6082666164602011,5.579144968580414,1430481460.0,0.30803238179257386,7.9119376201313525,non-profit
WEST KENDALL BAPTIST HOSPITAL (100314),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2018-10-01 00:00:00,87422.0,51884990.0,52414679.0,22729811.0,2019-09-30,20492543.0,FL,,75325244.0,1.0,89090549.0,7776.0,,19957836.0,,10709535.0,135967759.0,5623345.0,76648793.0,3570276.0,133.0,1112936357.0,4800.0,220581.0,121.0,48545.0,3494210.0,15689914.0,262102044.0,3434310.0,28832263.0,,191640769.0,1079.86,0.172194,208489075.0,8104.0,12.47,,36853115.0,12.0,214561038.0,35798.0,2018,2019,6071963.0,23412832.293246,4800.0,0.19795721242067077,49678453.0,0.18953859436517786,0.7823561997405104,3.8873910115874875,,0.00013024679189262562,34.336354651699956,0.9717005330669588,0.028299466933041216,18.707624040913398,6071963.0,1.2215733408224843,2.9419736093443536,non-profit
WEST OAKS HOSPITAL (454026),Psychiatric,Proprietary-Corporation,2019-01-01 00:00:00,,5715847.0,,,2019-12-31,,TX,63903.0,,1.0,-5184279.0,6224.0,,,,,,,18504381.0,192395.0,160.0,113443200.0,-32610.0,,160.0,58400.0,,695493.0,38052909.0,188551.0,-4998153.0,154833.0,29673321.0,296.63,,1989227.0,6019.0,,,1989227.0,,39579675.0,48119.0,2019,2019,37590448.0,,0.0,0.1502078855521926,5661358.0,0.14877595823226025,0.0,2.8734010748898946,-0.10996030116221024,0.0,0.052918416934004085,0.050258800760743995,0.949741199239256,,37590448.0,0.9614255043781941,inf,for-profit
WEST RIVER REGIONAL MEDICAL CENTER (351330),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,2019-04-01 00:00:00,,199088.0,130777.0,,2020-03-31,,ND,343074.0,,2.0,8362413.0,2166.0,,213359.0,,126053.0,1117738.0,704219.0,12465502.0,4823552.0,25.0,26017458.0,2209279.0,,25.0,9150.0,6179.0,1500109.0,25713723.0,4491032.0,7152275.0,586601.0,21927904.0,153.84,0.842815,2877090.0,458.0,2.33,,1836053.0,,23723646.0,2728.0,2019,2019,20846556.0,942046.3524699999,2209279.0,0.007742480542393647,-764860.0,-0.029745206479824024,3.8954621680310972,5.871231930668668,3.3891178522624346,1.2032762670794361,0.13801272497960815,0.12127520365124315,0.8787247963487569,118.99158439877003,20846556.0,1.0838857990040822,3.074916653841421,non-profit
WEST SUBURBAN HOSP MED CTR (140049),General Short Term (Acute Care Hospitals),Proprietary-Corporation,2019-01-28 00:00:00,4636.0,-6669274.0,2582161.0,7073993.0,2019-04-30,5923088.0,IL,847084.0,13148348.0,1.0,66165259.0,1772.0,,1769327.0,,1362299.0,73782466.0,3463291.0,15056679.0,2112589.0,135.0,238331883.0,-871628.0,,114.0,12555.0,,1523399.0,31062884.0,2134765.0,31119022.0,3814225.0,31816847.0,748.27,0.133498,36754474.0,1622.0,48.66,,27419290.0,21.0,35860280.0,6863.0,2019,2019,-894194.0,9849811.646068001,0.0,-0.2147023438004018,-7029184.0,-0.22628884040516006,1.1349317214267765,2.169858701665871,0.9649306382477446,0.0,-41.10346748021123,1.024935499667041,-0.024935499667041082,,-894194.0,0.8662197841176923,0.4694742296708912,for-profit
WEST SUBURBAN HOSP MED CTR (140049),General Short Term (Acute Care Hospitals),Proprietary-Corporation,2019-05-01 00:00:00,29599.0,-27996251.0,8293978.0,23693927.0,2020-04-30,21882501.0,IL,2753073.0,55332041.0,1.0,56250012.0,6432.0,,7771532.0,,6194495.0,318813574.0,29415059.0,61287892.0,7011904.0,135.0,909263068.0,673131.0,,114.0,49410.0,,52456.0,120768943.0,7136624.0,37167943.0,3973102.0,142396672.0,3126.92,0.156607,60857968.0,6302.0,52.73,,64581658.0,21.0,43933464.0,26336.0,2019,2019,-16924504.0,49928437.383418,673131.0,-0.23181664345609118,-45959405.0,-0.38055648959352073,0.5755185628712103,0.44791188234900997,0.4713686353484452,0.010422943926277024,-3.595849426370191,1.3852303565227635,-0.3852303565227636,,-16924504.0,2.748905549537364,2.14700297308381,for-profit
WEST TENNESSEE HEALTHCARE REHABILITA (443030),Rehabilitation,Proprietary-Partnership,2019-06-01 00:00:00,,1761776.0,,,2020-05-31,,TN,25395.0,4812364.0,2.0,1452328.0,6348.0,,,,,,,4965978.0,,40.0,15798480.0,794241.0,,40.0,14640.0,2639.0,654311.0,11848962.0,,2003848.0,64937.0,9025810.0,80.84,,5158185.0,690.0,,,699675.0,,10895490.0,8133.0,2019,2019,5737305.0,,794241.0,0.14868610431867366,1739504.0,0.14680644599923606,2.8639697002179583,5.728866973952192,2.734864044020438,1.1351570371958408,0.8990606216681875,0.47342386620519133,0.5265761337948087,907.0917014020463,5737305.0,1.0875107039701748,8.158599159418534,for-profit
WEST TENNESSEE HEALTHCARE REHABILITA (443036),Rehabilitation,Proprietary-Partnership,2018-10-01 00:00:00,,2953426.0,,,2019-09-30,,TN,21658.0,7471811.0,1.0,2594364.0,10572.0,,,,,,,7692082.0,,48.0,31483865.0,2514935.0,,48.0,17520.0,2506.0,1692769.0,18370533.0,,4484913.0,74297.0,14839496.0,118.96,,20095979.0,1183.0,,,2593168.0,,36465708.0,14708.0,2018,2019,16369729.0,,2514935.0,0.16076975012102263,2884922.0,0.15704073474623736,1.72951116163704,3.1092181455270156,1.6925081599032534,0.9698311100553454,1.2276305246103951,0.5510925223226161,0.4489074776773839,1826.692338387869,16369729.0,0.503775574575434,7.080938912195822,for-profit
WEST TN HEALTHCARE VOLUNTEER HOSPITA (440061),General Short Term (Acute Care Hospitals),Governmental-Hospital District,2019-07-01 00:00:00,7687.0,-6001858.0,5450396.0,2614580.0,2020-06-30,2309353.0,TN,64243.0,9321146.0,2.0,12779480.0,1045.0,,2840365.0,,1000548.0,15724034.0,2472828.0,11817771.0,1633336.0,38.0,71837688.0,-86815.0,,32.0,13908.0,,776785.0,20040852.0,1641455.0,2494603.0,236222.0,24206518.0,153.94,0.336961,26271456.0,1074.0,,,26271456.0,6.0,13413981.0,3061.0,2019,2019,-12857475.0,5298386.220674,0.0,-0.29948117974225846,-8117030.0,-0.4050241975740353,0.09495488183068346,0.2579842548505876,0.08351794434233108,0.0,-2.043282681864052,1.9585129873077947,-0.9585129873077948,,-12857475.0,1.4940271646426218,1.568205592089819,govt
WEST VALLEY MEDICAL CENTER (130014),General Short Term (Acute Care Hospitals),Proprietary-Corporation,2018-10-01 00:00:00,82490.0,34686207.0,7480211.0,11886881.0,2019-09-30,10422299.0,ID,354701.0,27798109.0,1.0,26977136.0,3757.0,743918.0,5760713.0,,4520005.0,60779000.0,11349682.0,27867731.0,7499612.0,112.0,492282157.0,12808.0,,95.0,40880.0,,5816592.0,118156217.0,7491352.0,22895144.0,5389369.0,77935694.0,399.0,0.158315,-135457162.0,3717.0,6.29,,6898380.0,13.0,68532845.0,14085.0,2018,2019,68532845.0,9622227.385,756726.0,0.29356226765452387,34027412.0,0.2879866406013998,3.318916035359026,8.940671722926252,2.4862466260194425,0.001856667797366918,0.0,0.0,1.0,,68532845.0,1.7240815991222895,4.37986511985557,for-profit
WEST VIRGINIA UNIVERSITY HOSPITALS (510001),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2019-01-01 00:00:00,-650968.0,84292000.0,29391033.0,190439563.0,2019-12-31,179413167.0,WV,2885000.0,324648678.0,1.0,227713000.0,60195.0,,25358195.0,,16069935.0,757953854.0,151454385.0,363261725.0,62240830.0,613.0,3104559838.0,40532000.0,,473.0,222297.0,,84659394.0,1213080292.0,61674807.0,401781000.0,26461000.0,963112720.0,6156.04,0.310225,1005826000.0,32818.0,397.78,,149592000.0,112.0,1834055000.0,197302.0,2019,2019,828229000.0,235136234.35715,40532000.0,0.06948591989820242,-96244585.0,-0.07933900635820403,2.6858454997593455,2.3769253302315634,2.489671907588641,0.27095031819883414,1.2144298255675665,0.5484164869646766,0.45158351303532335,,828229000.0,0.6614198003876656,5.327233368318892,non-profit
WESTCHESTER GENERAL HOSPITAL (100284),General Short Term (Acute Care Hospitals),Proprietary-Corporation,2019-01-01 00:00:00,13316.0,-1848961.0,5790175.0,15159968.0,2019-12-31,11985069.0,FL,539658.0,19145659.0,1.0,16260447.0,7530.0,,3451121.0,,2306860.0,26059284.0,2933085.0,21005539.0,1464686.0,98.0,177761580.0,-296651.0,,90.0,35770.0,108959.0,1425130.0,35197898.0,1445532.0,5769092.0,604276.0,34528947.0,348.83,0.194243,14171715.0,2703.0,25.54,,14171715.0,8.0,16035558.0,13608.0,2019,2019,1863843.0,5061833.502012,0.0,-0.05253043803922609,-8667504.0,-0.24625061417019845,0.40708495760745966,1.016918982635482,0.3263654398920667,0.0,7.603491817712114,0.8837681233169435,0.1162318766830565,-66.4688001908975,1863843.0,2.194990532914414,2.164632866488849,for-profit
WESTCHESTER MEDICAL CENTER (330234),General Short Term (Acute Care Hospitals),Governmental-State,2019-01-01 00:00:00,-648699.0,53857562.0,22986536.0,202255061.0,2019-12-31,187023356.0,NY,,377338071.0,1.0,175043149.0,48674.0,30150023.0,21516561.0,,17742743.0,1966062169.0,220700378.0,406115179.0,31479395.0,708.0,7024248810.0,70107867.0,1787368.0,550.0,258420.0,,60399776.0,1289050226.0,30594531.0,398740976.0,,1146210015.0,3992.22,0.163179,1652148732.0,23731.0,388.64,,402978550.0,84.0,1615978178.0,191198.0,2019,2019,-36170554.0,320820058.675251,100257890.0,0.04178080955551533,-20577465.0,-0.015963276360342532,0.9894843683367266,0.7419962625802291,,0.17397419043767962,-45.67662226019541,1.0223830708189179,-0.022383070818917952,,-36170554.0,0.7976903670787069,7.364185535761814,govt
WESTERN ARIZONA REGIONAL MEDICAL CEN (030101),General Short Term (Acute Care Hospitals),Proprietary-Corporation,2019-09-01 00:00:00,86743.0,55845363.0,17346676.0,16626775.0,2020-08-31,14998988.0,AZ,387449.0,28613118.0,1.0,33817933.0,7113.0,,2209224.0,,949770.0,234565799.0,13308862.0,28476531.0,6596044.0,139.0,1212819051.0,34865.0,,107.0,50874.0,,2901347.0,96869143.0,6675275.0,24398461.0,3849916.0,75644807.0,418.01,0.062371,-486485742.0,4536.0,,,-498763337.0,32.0,62383717.0,19320.0,2019,2019,62383717.0,14630103.449429,34865.0,0.5765031182323973,50922587.0,0.5256842935009759,inf,inf,inf,inf,0.0,0.0,1.0,,62383717.0,1.552795307147216,2.8644312176028026,for-profit
WESTERN MARYLAND HEALTH SYSTEM (210027),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2019-07-01 00:00:00,,14298131.0,2924452.0,96735092.0,2020-06-30,84188690.0,MD,3946606.0,94911506.0,1.0,49005342.0,33505.0,20097747.0,13590105.0,,11478224.0,,58094450.0,133235096.0,46284686.0,191.0,371075441.0,19736719.0,,177.0,69906.0,7934572.0,25509585.0,326175570.0,55395816.0,345827000.0,7014802.0,267970668.0,1936.38,0.722146,451235307.0,10966.0,,,321455497.0,14.0,632329539.0,48461.0,2019,2019,181094232.0,,39834466.0,0.04383568947239059,-5144489.0,-0.01577214688396191,1.075816102780784,0.2583256244642785,1.0417168010040283,0.061397982564286344,2.491715511955124,0.7136078249856994,0.2863921750143006,2.56662816847588,181094232.0,0.515831619246875,6.655918654745844,non-profit
WESTERN MARYLAND HOSPITAL CENTER (212002),General Long Term,Governmental-State,2019-07-01 00:00:00,,-23107642.0,,,2020-06-30,,MD,,,1.0,,565.0,,,,,,,11489068.0,,60.0,15766310.0,,,60.0,21960.0,,522381.0,,,,,19647527.0,31.0,,,40.0,,,,,,3001.0,2019,2019,,,0.0,,,,,,,,,,,,,,,govt
WESTERN MASSACHUSETTS HOSPITAL (222023),General Long Term,Governmental-State,2019-07-01 00:00:00,,-24152162.0,,,2020-06-30,,MA,,17640889.0,1.0,,,,,,,,,18060436.0,11516.0,87.0,33713260.0,,,87.0,31842.0,,936272.0,,11324.0,,,30375972.0,250.98,0.901012,,54.0,,,,,,26565.0,2019,2019,,,0.0,,,,,,,,,,,,,,,govt
WESTERN MENTAL HLTH INSTIT. (444008),Psychiatric,Governmental-State,2019-07-01 00:00:00,,-40297121.0,,,2020-06-30,,TN,,30559361.0,2.0,,93.0,,,,,,,30559361.0,28822.0,150.0,19887.0,,,50.0,54900.0,,2975337.0,,10985.0,,,39025312.0,227.0,,,581.0,,,,100.0,,42824.0,2019,2019,,,0.0,,,,,,,,,,,,,,,govt
WESTERN MISSOURI MEDICAL CENTER (260097),General Short Term (Acute Care Hospitals),Governmental-County,2019-01-01 00:00:00,11090.0,-2593748.0,11286023.0,9676732.0,2019-12-31,9875640.0,MO,1065425.0,24165215.0,2.0,38792433.0,3019.0,,3814629.0,,209038.0,21914228.0,5250019.0,37633602.0,8813412.0,45.0,226056464.0,2762791.0,,45.0,16363.0,1598139.0,6777398.0,87775141.0,8697336.0,20729397.0,2028881.0,72009851.0,491.11,0.318548,56444986.0,2349.0,,,13094101.0,,97087887.0,8509.0,2019,2019,40642901.0,6980733.500944,2762791.0,-0.029549915505120067,-7554103.0,-0.08606198650253379,1.5831096002696177,2.9754983560918005,1.34679662238744,0.21099508855170737,1.388803077811793,0.5813803116345503,0.41861968836544977,-0.4860059106247955,40642901.0,0.9040792184508043,2.2626871843794896,govt
