Hospital,Hospital type,Control type,FTE Employees on Payroll,Number of Interns & Residents,BALANCE SHEET: Total Current Liabilities (G_C1THRU4_45),Total Liabilities,Net Revenue from Medicaid,HVBP payment adjustment amount,HAC reduction adjustment amount,BALANCE SHEET: Total Assets (G_C1THRU4_36),REIMBURSEMENT SETTLEMENT: Payment to cost ratio,REIMBURSEMENT SETTLEMENT: Subtotal,Total Costs,BALANCE SHEET: Cash on Hand and in Banks (G_C1THRU4_1),IPPS Interim payment,Total Bad Debt expense,STATEMENT OF REVENUES AND EXPENSES: Net Income (G3_C1_29),Total Salaries,Cost To Charge Ratio,Total Charges,State,REIMBURSEMENT SETTLEMENT: Interim payments,"RECONCILIATION OF CAPITAL COST CENTERS: Depreciation, Total (A7_3_C9_3)",Medicaid charges,IPPS Payment amount (unadjusted),Total Inpatient Days,BED DAYS: Total Hospital,BALANCE SHEET: Inventory (G_C1THRU4_7),BALANCE SHEET: Accounts Receivable (G_C1THRU4_4),TRIAL BALANCE OF EXPENSE ACCOUNTS: Interest Expense (A_C2_113),Total cost of charity care,Total Days Title XVIII,Urban (1) and Rural (2) Indicator,Cost of Uncompensated Care,"ADJUSTED SALARIES, Subtotal Salaries",Fiscal Year Begin Date,STATEMENT OF REVENUES AND EXPENSES: Net Patient Revenue (G3_C1_3),Total discharges,BALANCE SHEET: Temporary Investments (G_C1THRU4_2),"Donations, Land Improvements",NUMBER OF BEDS: Adults & Pediatrics,NUMBER OF BEDS: ICU,Fiscal Year End Date,NUMBER OF BEDS: Total Hospital,BALANCE SHEET: Total Current Assets (G_C1THRU4_11),BALANCE SHEET: Prepaid expenses (G_C1THRU4_8),Report_Period_Begin_Yr,Beginning FFY,Financial Indicators: Total Net Assets,S-10 DATA: Medicaid Costs,Financial Indicators: Cash Reserves,Financial Indicators: Net Profit Margin,Financial Indicators: Operating Profit,Financial Indicators: Operating Profit Margin,Financial Indicators: LIQUIDITY current ratio,Financial Indicators: LIQUIDITY acid-test ratio,Financial Indicators: LIQUIDITY acid-test ratio (variation),Financial Indicators: LIQUIDITY cash ratio,Financial Indicators: SOLVENCY Debt-to-Equity Ratio,Financial Indicators: SOLVENCY Debt Ratio,Financial Indicators: SOLVENCY Equity Ratio,Financial Indicators: SOLVENCY Interest Coverage Ratio,Financial Indicators: SOLVENCY total assets less total liabilities,Financial Indicators: EFFICIENCY asset turnover ratio,Financial Indicators: EFFICIENCY Accounts Receivable Turnover Ratio,: General Ownership Type
ADCARE HOSPITAL OF WORCESTER (220062),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,318.2,6453767.0,6453767.0,5602584.0,,,8340341.0,,1555863.0,27205453.0,3089376.0,21082604.0,3149000.0,2269715.0,15162957.0,0.495178,54940782.0,MA,1577367.0,566092.0,14605193.0,22119981.0,37588.0,41724.0,92305.0,2523553.0,,77538.0,19999.0,1.0,948460.0,15285336.0,2011-10-01 00:00:00,35619802.0,6161.0,,,114.0,,2012-09-30,114.0,6112284.0,252617.0,2011,2012,1886574.0,7232170.259354,3089376.0,0.06372059563947043,2014693.0,0.056561038716610494,0.9470878015893663,1.2214020121891602,0.893642736095059,0.47869345143696695,3.4208925809430215,0.7738013349813875,0.22619866501861255,,1886574.0,4.27078485160259,14.114941116750867,for-profit
ADENA REGIONAL MEDICAL CENTER (360159),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,5.83,1710.31,50868825.0,221480626.0,28558812.0,25819.0,,423099182.0,,17362258.0,190431864.0,25871631.0,37621580.0,24987416.0,16176373.0,141787048.0,0.269805,705812208.0,OH,17218249.0,23746496.0,135656352.0,41365091.0,42382.0,65148.0,4187650.0,137794056.0,,4496116.0,16996.0,2.0,11004806.0,65016275.0,2012-01-01 00:00:00,375401673.0,12095.0,51978645.0,,166.0,12.0,2012-12-31,178.0,142519512.0,2681239.0,2012,2012,201618556.0,36600762.05136,77850276.0,0.04309083886261743,-13538374.0,-0.03606370182585734,2.8017063889327107,3.535410597748228,2.6666749821722835,0.5085950186582843,1.098513105113202,0.5234721205393397,0.4765278794606604,,201618556.0,0.8872663644147627,2.7243676824492344,non-profit
ADIRONDACK MEDICAL CENTER (330079),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,574.6,13810378.0,30422840.0,14498872.0,4478.0,,80852636.0,,7853445.0,79621439.0,11329378.0,10132839.0,3855260.0,-3087403.0,40701891.0,0.499212,159494300.0,NY,8137260.0,4590637.0,26812355.0,10295025.0,11086.0,30378.0,1964432.0,23451501.0,705607.0,154448.0,5135.0,2.0,1935125.0,33923985.0,2012-01-01 00:00:00,84866057.0,2523.0,,,75.0,8.0,2012-12-31,83.0,29579635.0,3303212.0,2012,2012,50429796.0,13385049.36426,11329378.0,-0.03637971539080695,-5314069.0,-0.06261713089839911,2.141841085015921,2.4890153622152846,1.7604145954585746,0.8203524914379606,0.6032711296313791,0.37627517796698673,0.6237248220330133,-1.0252619375941565,50429796.0,1.049638715551587,3.6187899870460316,non-profit
ADMIN DE SERVICIOS MEDICOS DE PR (400127),General Short Term (Acute Care Hospitals),Governmental-State,,731.31,121392060.0,404450252.0,,,,157316708.0,,171293.0,104052141.0,3889832.0,353086.0,,-19396258.0,79565872.0,0.840121,123853790.0,PR,170318.0,1257343.0,,457417.0,25361.0,31025.0,3274764.0,266360315.0,,,660.0,1.0,,37046925.0,2012-07-01 00:00:00,138317589.0,1803.0,,,,85.0,2013-06-30,85.0,104682661.0,1492504.0,2012,2012,-247133544.0,,3889832.0,-0.14022987344002938,-71880472.0,-0.5196770166374141,0.8623517963201217,2.0664769096100684,0.8230801339066163,0.03204354551689789,-1.6365655809152317,2.570930050227087,-1.570930050227087,,-247133544.0,0.8792301260206894,0.5192875259965058,govt
ADV CARE HOSP OF SOUTHERN NEW MEXICO (322004),General Long Term,Proprietary-Corporation,,54.23,83692276.0,83692276.0,,,,85896542.0,,1232.0,9220334.0,1120.0,,,1142334.0,3882634.0,,20117790.0,NM,1232.0,364249.0,,,5751.0,7300.0,106789.0,-1844883.0,,,3139.0,1.0,,,2012-03-01 00:00:00,9613814.0,236.0,,,20.0,,2013-02-28,20.0,-3507384.0,27779.0,2012,2012,2204266.0,,1120.0,0.118822144884434,1097624.0,0.11417154523688518,0.0,0.01366259892370474,-0.0016078903147525823,1.338235800876057e-05,37.96831961296867,0.974338128768909,0.025661871231091003,,2204266.0,0.11192317846741723,inf,for-profit
ADVANCE CARE HOSPITAL (042004),General Long Term,Voluntary Nonprofit-Church,,40.21,589558.0,1262000.0,,,,4917893.0,,34.0,5729706.0,3473193.0,,,-201992.0,2249361.0,,17156483.0,AR,34.0,54996.0,,,6859.0,9882.0,74569.0,3219494.0,,,3333.0,1.0,,,2011-10-01 00:00:00,5569011.0,236.0,,,27.0,,2012-09-30,27.0,4690271.0,5442.0,2011,2012,3655893.0,,3473193.0,-0.03627071305838685,-428685.0,-0.0769768635759563,7.955571801247714,11.00942570535893,7.819858266701495,5.891181189976219,0.3451960984634944,0.2566139604908037,0.7433860395091964,,3655893.0,1.1323977565188994,1.7297783440503383,non-profit
ADVANCE CARE HOSPITAL (042008),General Long Term,Voluntary Nonprofit-Church,,54.72,1311138.0,1367014.0,,,,3208937.0,,61.0,8217075.0,1410681.0,,,178429.0,3081771.0,,25598730.0,AR,61.0,67486.0,,,6603.0,9150.0,89718.0,12224984.0,,,4006.0,1.0,,,2011-12-01 00:00:00,8224631.0,245.0,,,25.0,,2012-11-30,25.0,2919288.0,5500.0,2011,2012,1841923.0,,1410681.0,0.021694468724493536,43023.0,0.0052309945576889715,2.226529930487866,10.535957313417809,2.153907521557609,1.0759210700933082,0.742166746384078,0.42600213092372957,0.5739978690762705,,1841923.0,2.563039099863911,0.6727723324627665,non-profit
ADVANCED CARE HOSPITAL OF MONTANA (272001),General Long Term,Proprietary-Corporation,,134.11,113926927.0,129894876.0,,,,130825478.0,,14169.0,15302079.0,81233.0,,,-779309.0,7457444.0,,29064841.0,MT,13885.0,730239.0,,,10356.0,14600.0,122369.0,3698244.0,,,5568.0,1.0,,,2012-09-01 00:00:00,14971965.0,368.0,,,40.0,,2013-08-31,40.0,2019467.0,32951.0,2012,2012,930602.0,,81233.0,-0.05205121705801476,-999073.0,-0.06672958425964795,0.01772598500791652,0.026334143112628678,0.016362654984979977,0.0007130272196317557,139.58155688468324,0.9928866913828512,0.007113308617148718,,930602.0,0.11444227247539657,4.048398375012574,for-profit
ADVANCED CARE HOSPITAL OF WHITE CO. (042011),General Long Term,Proprietary-Other,,67.23,982189.0,982189.0,,,,3146954.0,,,6819342.0,996012.0,,,-266573.0,2972631.0,,27421398.0,AR,,361357.0,,,5448.0,9855.0,273555.0,1946361.0,,,4471.0,2.0,,,2011-10-01 00:00:00,6634188.0,189.0,,,27.0,,2012-09-30,27.0,2703458.0,25719.0,2011,2012,2164765.0,,996012.0,-0.04018170724133835,-272223.0,-0.0410333563052479,2.7524824651874535,2.724322915447027,2.4477814351413016,1.014073666066307,0.45371622323901206,0.3121078350684503,0.6878921649315497,,2164765.0,2.108129956777252,3.408508493542565,for-profit
ADVANCED HEALTHCARE MEDICAL CENTER (261304),General Short Term (Critical Access Hospitals),Proprietary-Corporation,,75.77,925745.0,5021881.0,1229268.0,,,3129164.0,,1461886.0,10960161.0,-1944785.0,,548968.0,-1704770.0,6861756.0,0.732683,14958933.0,MO,1207764.0,451557.0,2614237.0,,1131.0,9150.0,290229.0,1535732.0,173881.0,5716.0,816.0,2.0,291342.0,,2012-01-01 00:00:00,10495804.0,274.0,,,25.0,,2012-12-31,25.0,-1285910.0,58188.0,2012,2012,-1892717.0,1915407.0078709999,0.0,-0.16242395532538526,-2824510.0,-0.26910849326073544,0.0,0.4137586484399052,-0.37636390150635435,0.0,-2.653265649328452,1.6048634715214671,-0.604863471521467,-13.64699420868295,-1892717.0,3.3541878917180434,6.834398189267398,for-profit
