Hospital,Hospital type,Control type,Fiscal Year Begin Date,HVBP payment adjustment amount,STATEMENT OF REVENUES AND EXPENSES: Net Income (G3_C1_29),Total Bad Debt expense,IPPS Payment amount (unadjusted),Fiscal Year End Date,IPPS Interim payment,State,BALANCE SHEET: Prepaid expenses (G_C1THRU4_8),"ADJUSTED SALARIES, Subtotal Salaries",Urban (1) and Rural (2) Indicator,BALANCE SHEET: Accounts Receivable (G_C1THRU4_4),Total Days Title XVIII,BALANCE SHEET: Temporary Investments (G_C1THRU4_2),Cost of Uncompensated Care,REIMBURSEMENT SETTLEMENT: Payment to cost ratio,Total cost of charity care,Medicaid charges,Net Revenue from Medicaid,Total Salaries,REIMBURSEMENT SETTLEMENT: Subtotal,NUMBER OF BEDS: Total Hospital,Total Charges,BALANCE SHEET: Cash on Hand and in Banks (G_C1THRU4_1),HAC reduction adjustment amount,NUMBER OF BEDS: Adults & Pediatrics,BED DAYS: Total Hospital,TRIAL BALANCE OF EXPENSE ACCOUNTS: Interest Expense (A_C2_113),"RECONCILIATION OF CAPITAL COST CENTERS: Depreciation, Total (A7_3_C9_3)",STATEMENT OF REVENUES AND EXPENSES: Net Patient Revenue (G3_C1_3),REIMBURSEMENT SETTLEMENT: Interim payments,BALANCE SHEET: Total Current Assets (G_C1THRU4_11),BALANCE SHEET: Inventory (G_C1THRU4_7),Total Costs,Number of Interns & Residents,Cost To Charge Ratio,Total Liabilities,Total discharges,FTE Employees on Payroll,"Donations, Land Improvements",BALANCE SHEET: Total Current Liabilities (G_C1THRU4_45),NUMBER OF BEDS: ICU,BALANCE SHEET: Total Assets (G_C1THRU4_36),Total Inpatient Days,Report_Period_Begin_Yr,Beginning FFY,Financial Indicators: Total Net Assets,S-10 DATA: Medicaid Costs,Financial Indicators: Cash Reserves,Financial Indicators: Net Profit Margin,Financial Indicators: Operating Profit,Financial Indicators: Operating Profit Margin,Financial Indicators: LIQUIDITY current ratio,Financial Indicators: LIQUIDITY acid-test ratio,Financial Indicators: LIQUIDITY acid-test ratio (variation),Financial Indicators: LIQUIDITY cash ratio,Financial Indicators: SOLVENCY Debt-to-Equity Ratio,Financial Indicators: SOLVENCY Debt Ratio,Financial Indicators: SOLVENCY Equity Ratio,Financial Indicators: SOLVENCY Interest Coverage Ratio,Financial Indicators: SOLVENCY total assets less total liabilities,Financial Indicators: EFFICIENCY asset turnover ratio,Financial Indicators: EFFICIENCY Accounts Receivable Turnover Ratio,: General Ownership Type
ADV CARE HOSP OF SOUTHERN NEW MEXICO (322004),General Long Term,Proprietary-Corporation,2022-03-01 00:00:00,,351461.0,,,2023-02-28,,NM,-106318.0,,1.0,2399917.0,1599.0,,,,,,,3986905.0,288.0,20.0,21569212.0,49838.0,,20.0,7300.0,,386070.0,9599322.0,283.0,-10292693.0,87225.0,10861041.0,43.42,,218458949.0,226.0,,,208731502.0,,230839733.0,5221.0,2022,2022,12380784.0,,49838.0,0.03661310663398936,-25887.0,-0.0026967529581776715,0.0,0.0134201880078456,-0.00041788134116909676,0.00023876606799868666,17.645001237401445,0.9463663216072079,0.05363367839279211,,12380784.0,0.04158435757677817,3.999855828347397,for-profit
ADVANCED CARE HOSPITAL OF MONTANA (272001),General Long Term,Proprietary-Corporation,2022-09-01 00:00:00,,5597211.0,,,2023-08-31,,MT,444571.0,,1.0,6978371.0,4322.0,,,,,,,10822557.0,271.0,40.0,39715327.0,15001.0,,40.0,14600.0,,641372.0,25504647.0,266.0,8445284.0,390561.0,21054251.0,127.04,,425006244.0,499.0,,,415040835.0,,457377309.0,12200.0,2022,2022,32371065.0,,15001.0,0.21945847750804,3722038.0,0.14593567987825906,0.02034807972569735,0.030335769250271483,0.01833591145314653,3.614343152523775e-05,13.129201773250278,0.9292245934308035,0.07077540656919647,,32371065.0,0.05576281660269246,3.6548138526885428,for-profit
ADVANCED CARE HOSPITAL OF WHITE CO. (042011),General Long Term,Proprietary-Other,2021-10-01 00:00:00,,-928389.0,,,2022-09-30,,AR,51238.0,,2.0,8523681.0,1582.0,,,,,,,3856911.0,203901.0,27.0,20729784.0,1078304.0,,27.0,9855.0,,147022.0,6425652.0,203139.0,2858604.0,215877.0,7476600.0,50.3,,2672023.0,148.0,,,2672023.0,,3480660.0,3924.0,2021,2022,808637.0,,1078304.0,-0.14448168061388944,-1388646.0,-0.2161097426377899,1.0698276175017956,3.2460783458825015,0.9698602893762516,0.4035534125267634,3.3043541168657877,0.7676771072152982,0.23232289278470175,,808637.0,1.8461016014204203,0.753858808183929,for-profit
ADVANCED SPECIALTY HOSP. OF TOLEDO (362038),General Long Term,Proprietary-Partnership,2022-03-01 00:00:00,,-2286572.0,,,2023-02-28,,OH,339321.0,,1.0,9404934.0,1205.0,,,,,,,4130521.0,118.0,40.0,22293888.0,-1758340.0,,40.0,14600.0,,68471.0,9258827.0,113.0,7417199.0,,11110853.0,53.1,,1659371.0,186.0,0.17,,1030832.0,,7651566.0,5163.0,2022,2022,5992195.0,,0.0,-0.24696130514156922,-2343035.0,-0.25305959383407856,7.195351909913546,6.905453070917472,,0.0,0.2769220627833373,0.21686684791061073,0.7831331520893893,,5992195.0,1.2100564773276477,0.9844648564253614,for-profit
ADVANCED SURGICAL HOSPITAL (390323),General Short Term (Acute Care Hospitals),Proprietary-Partnership,2022-01-01 00:00:00,,1727229.0,245955.0,2127077.0,2022-12-31,1826424.0,PA,77160.0,5822899.0,1.0,6474420.0,329.0,,64028.0,,1430.0,229363.0,25247.0,5509420.0,1139983.0,14.0,77203530.0,1509681.0,,14.0,5110.0,10141.0,461111.0,20403760.0,1126531.0,3166295.0,1544.0,19649098.0,81.35,0.25451,7868791.0,326.0,,,2833058.0,,36832477.0,602.0,2022,2022,28963686.0,58375.177130000004,1509681.0,0.08465248562029744,1002570.0,0.049136531698079175,1.1176244891562404,3.427861342761073,1.0898439071843922,0.5328803716690587,0.27167781752640185,0.21363730166722156,0.7863626983327784,144.33300463465142,28963686.0,0.5539611142633715,3.151442136901838,for-profit
ADVENTHEALTH - NORTH PINELLAS (100055),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2022-01-01 00:00:00,,-166792511.0,5888043.0,17416868.0,2022-12-31,15514985.0,FL,,54243379.0,1.0,,7849.0,,9499104.0,,8198789.0,74501281.0,3258373.0,58910600.0,4436613.0,136.0,784985363.0,,,123.0,49640.0,2286138.0,7135300.0,,4402990.0,,,155671354.0,745.11,0.198311,,6379.0,,,,13.0,,28172.0,2022,2022,,14774423.536391,0.0,,,,,,,,,,,,,,,non-profit
ADVENTHEALTH CARROLLWOOD (100069),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2022-01-01 00:00:00,,-210932793.0,11099182.0,17693439.0,2022-12-31,16063934.0,FL,,61793556.0,1.0,,5249.0,,12381307.0,,10535780.0,141455788.0,2267514.0,62528349.0,6797649.0,119.0,1322348507.0,,,111.0,43435.0,1450999.0,15205414.0,,6686128.0,,,200991714.0,749.05,0.151996,,6643.0,1.9,,,8.0,,27301.0,2022,2022,,21500713.952848,0.0,,,,,,,,,,,,,,,non-profit
ADVENTHEALTH CENTRAL TEXAS (450152),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2021-10-01 00:00:00,,-410901.0,12511791.0,17772577.0,2022-09-30,15477560.0,TX,753372.0,56002254.0,1.0,24316325.0,5705.0,,14219012.0,,11729867.0,99312328.0,14880744.0,68868664.0,6930352.0,208.0,665060943.0,19335088.0,176986.0,194.0,75920.0,2837.0,5611500.0,139295771.0,6890237.0,42724335.0,3679362.0,124275824.0,746.82,0.186864,12433393.0,7108.0,,,9463352.0,10.0,82347153.0,28247.0,2021,2022,69913760.0,18557898.859392,19335088.0,-0.0029498454766440827,-9018834.0,-0.06474592828808852,4.514714764916279,4.569259602728505,4.046304205951548,2.043154265000393,0.17783899764509875,0.15098752715834632,0.8490124728416537,-1201.0341910468806,69913760.0,1.6915675396816694,5.728487795750386,non-profit
ADVENTHEALTH CONNERTON (102026),General Long Term,Proprietary-Corporation,2022-01-01 00:00:00,,-5178598.0,,,2022-12-31,,FL,594159.0,23426737.0,1.0,11964932.0,10501.0,,,,,,,24856861.0,980.0,77.0,218216540.0,-1999306.0,,67.0,28105.0,532515.0,3097005.0,43659868.0,2076.0,9185186.0,230139.0,47410350.0,290.0,,24047896.0,1015.0,,,7364848.0,10.0,47213963.0,27382.0,2022,2022,23166067.0,,0.0,-0.11861231463182619,-4859132.0,-0.11129516012279286,1.2471657256198634,0.9214492953554506,1.1352424381331427,0.0,1.038065546473642,0.5093386462813977,0.49066135371860226,-3.3090654723341126,23166067.0,0.9247236458418032,3.6489858864220874,for-profit
ADVENTHEALTH DADE CITY (100211),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2021-10-01 00:00:00,,-79850742.0,4766332.0,8754272.0,2022-09-30,8128290.0,FL,,25364452.0,1.0,,3479.0,,4993297.0,,4401444.0,112147191.0,4144896.0,30922932.0,1337904.0,75.0,677206539.0,,,63.0,27375.0,261673.0,3415091.0,,1389353.0,,,74944524.0,392.55,0.110667,,4644.0,,,,12.0,,16524.0,2021,2022,,12410993.186397,0.0,,,,,,,,,,,,,,,non-profit
ADVENTHEALTH DAYTONA BEACH (100068),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2022-01-01 00:00:00,,-32738779.0,17469793.0,75652265.0,2022-12-31,67581051.0,FL,9705876.0,154293382.0,2.0,90300838.0,30208.0,,18084845.0,,14790785.0,240776035.0,13706584.0,174240015.0,23595999.0,330.0,2369706568.0,164114410.0,,268.0,120450.0,25369963.0,21186187.0,532682293.0,23290724.0,263535898.0,10410247.0,414666534.0,2310.88,0.174986,178328160.0,18830.0,,,74323039.0,62.0,557347309.0,99998.0,2022,2022,379019149.0,42132435.26051,164114410.0,-0.0614602351724877,-10026912.0,-0.01882343778226546,3.545817037971227,2.9826077079544606,3.275159066087166,2.2081229751652107,0.47049907760729,0.3199587709860101,0.6800412290139899,0.43986169786688295,379019149.0,0.9557456982357118,5.898973971869452,non-profit
ADVENTHEALTH DELAND (100045),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2022-01-01 00:00:00,,-10708020.0,10049689.0,22567672.0,2022-12-31,19536036.0,FL,3375406.0,56574922.0,1.0,-1005420.0,9016.0,,12006507.0,,10203698.0,113776330.0,6368820.0,66249548.0,7242253.0,142.0,946025062.0,107281906.0,,118.0,51830.0,,9091509.0,197102074.0,7149910.0,139225941.0,2649341.0,149611185.0,728.43,0.158147,57257845.0,7497.0,,,35453303.0,24.0,197294148.0,33221.0,2022,2022,140036303.0,17993385.26051,107281906.0,-0.054327282218247994,5432719.0,0.02756297226989098,3.92702313237218,2.7239742937350577,3.7570884157112245,3.026005954931759,0.4088785820059817,0.2902156276829863,0.7097843723170136,,140036303.0,0.9990264587067225,inf,non-profit
ADVENTHEALTH DURAND (521307),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,2022-01-01 00:00:00,,-468238.0,436818.0,,2022-12-31,,WI,204782.0,,2.0,1942020.0,410.0,,376559.0,,155708.0,1885274.0,612616.0,6757097.0,3358122.0,25.0,24085922.0,5962641.0,,25.0,9125.0,96507.0,350825.0,16055356.0,3498824.0,8113166.0,182917.0,14828852.0,78.93,0.615665,6395751.0,155.0,,,3341705.0,,9703704.0,522.0,2022,2022,3307953.0,1160697.2172100001,5962641.0,-0.02916397493770926,-683127.0,-0.04254823125690891,2.4278522490764445,2.225337963704157,2.311833929087098,1.784311002916176,1.933446756952109,0.6591040905617072,0.34089590943829284,-3.4432942688095163,3307953.0,1.6545595372653576,8.267348431015128,non-profit
ADVENTHEALTH FISH MEMORIAL (100072),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2022-01-01 00:00:00,,-6112322.0,12896201.0,29986901.0,2022-12-31,25667381.0,FL,9327193.0,75089533.0,2.0,38874088.0,13627.0,,12525492.0,,9986407.0,146988486.0,8474888.0,80444927.0,6979308.0,257.0,1054178633.0,57855767.0,,221.0,93805.0,,15206835.0,239426654.0,6894375.0,105813297.0,3958822.0,189309765.0,901.73,0.17958,75201394.0,10097.0,,,34631831.0,36.0,270961602.0,49075.0,2022,2022,195760208.0,26396192.315879997,57855767.0,-0.02552899561466536,4149872.0,0.01733253975975457,3.0553769161093447,2.616596650636231,2.6717409772529788,1.6705950950153343,0.3841505624064314,0.27753524279798136,0.7224647572020186,,195760208.0,0.8836183881138996,6.159029479997061,non-profit
ADVENTHEALTH GORDON (110023),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2022-01-01 00:00:00,,-17628789.0,11248931.0,13976615.0,2022-12-31,12190095.0,GA,1315895.0,42745514.0,2.0,44988503.0,5612.0,,10522626.0,,8705785.0,94970023.0,9574728.0,79893513.0,9060347.0,69.0,894034774.0,79336564.0,106415.0,61.0,25185.0,,9015872.0,188466704.0,9066079.0,116548335.0,4153331.0,123379906.0,872.64,0.138003,50610510.0,3991.0,,,20403965.0,8.0,205058583.0,21259.0,2022,2022,154448073.0,13106148.084068999,79336564.0,-0.09353794928148157,-6462870.0,-0.03429183968750257,5.712043468022024,5.2291933455090716,5.443996252689122,3.888291515889191,0.32768625089935566,0.24681000550949872,0.7531899944905013,,154448073.0,0.9190871274088537,4.189219276756108,non-profit
ADVENTHEALTH HEART OF FLORIDA (100137),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2022-07-01 00:00:00,,33443713.0,20109136.0,19810262.0,2023-06-30,16977663.0,FL,8323162.0,73961948.0,1.0,56026638.0,7452.0,,11308870.0,,9230337.0,341202935.0,16678344.0,75436993.0,6277877.0,202.0,2042072446.0,111507950.0,,187.0,73730.0,647400.0,13203031.0,258551975.0,6230757.0,195011091.0,7097704.0,202260032.0,882.95,0.099046,65875673.0,9167.0,,,42180267.0,15.0,332387160.0,39290.0,2022,2022,266511487.0,33794785.90001,111507950.0,0.1293500581459492,30005883.0,0.11605358265006485,4.623277775837692,4.7647470083581975,4.257683456579352,2.643604650487395,0.24717761227305,0.19818958409825457,0.8018104159017454,66.74222119246215,266511487.0,0.7778639072580301,4.6148043900117655,non-profit
ADVENTHEALTH HENDERSONVILLE (340023),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2022-01-01 00:00:00,,-26277693.0,9026805.0,13224102.0,2022-12-31,11628011.0,NC,1745686.0,56967827.0,1.0,35007642.0,5087.0,,8921096.0,,6381445.0,57079796.0,10275617.0,95583921.0,21925942.0,73.0,644626683.0,137356685.0,,59.0,26645.0,864246.0,9594206.0,227141926.0,21662939.0,183914373.0,4146560.0,177616892.0,970.72,0.275535,60841957.0,4132.0,,,30998689.0,14.0,251870726.0,19529.0,2022,2022,191028769.0,15727481.590859998,137356685.0,-0.11568843085358006,-9368767.0,-0.0412463131090999,5.932972617003254,4.712671364908368,5.742892126825105,4.431048196909231,0.31849630460634965,0.2415602557956656,0.7584397442043344,0.2608504985848937,191028769.0,0.9018194754399524,6.488352628834584,non-profit
ADVENTHEALTH LAKE WALES (100099),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2022-07-01 00:00:00,,-75308.0,9827382.0,7428008.0,2023-06-30,6334372.0,FL,2193718.0,28202849.0,1.0,19221287.0,2719.0,,5459117.0,,4394426.0,130805692.0,4731791.0,34556972.0,2334408.0,142.0,738452356.0,-466448.0,,134.0,51830.0,656134.0,3908392.0,87427013.0,2341150.0,21686729.0,1846394.0,76023946.0,378.14,0.10295,31484253.0,3134.0,,,13352757.0,8.0,49451955.0,13259.0,2022,2022,17967702.0,13466445.9914,0.0,-0.0008613813673355168,-1181281.0,-0.013511624833848549,1.6241386703884448,1.4338596141605813,1.3215710433433334,0.0,1.752269321919965,0.6366634645687921,0.3633365354312079,4.1563323955167695,17967702.0,1.767918234981812,4.548447406253286,non-profit
ADVENTHEALTH MANCHESTER (180043),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2021-10-01 00:00:00,,-3927911.0,1909257.0,4019439.0,2022-09-30,4305297.0,KY,599713.0,21613574.0,2.0,7555599.0,1907.0,,1262357.0,,715114.0,81525890.0,13380844.0,37866799.0,1543786.0,49.0,258191363.0,-3569455.0,47322.0,43.0,17885.0,326481.0,3200397.0,73029982.0,1538726.0,7447324.0,978881.0,70316203.0,334.5,0.272341,35290662.0,1442.0,,,23299537.0,6.0,49740937.0,7895.0,2021,2022,14450275.0,22202842.40849,0.0,-0.05378490987441295,-7997176.0,-0.10950538095435927,0.3196339910102076,0.15569785785872053,0.25188182923978275,0.0,2.442213867902168,0.7094892884707821,0.29051071152921787,-14.692368009164392,14450275.0,1.4682068011706333,9.665677334120035,non-profit
ADVENTHEALTH MURRAY (110050),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2022-01-01 00:00:00,,-598554.0,3546984.0,2714926.0,2022-12-31,2373855.0,GA,172080.0,8545826.0,1.0,8409986.0,999.0,,3020949.0,,2540642.0,34676916.0,1914508.0,15084534.0,1288788.0,29.0,195672730.0,10033352.0,,29.0,10585.0,,1069987.0,39284711.0,1308417.0,14805036.0,599953.0,21115880.0,149.73,0.107914,3631514.0,775.0,,,3267655.0,,22329770.0,2794.0,2022,2022,18698256.0,3742124.713224,10033352.0,-0.01523630910763223,296674.0,0.007551894679841224,4.530783084505555,5.461036737354464,4.294517934114832,3.0705053012022385,0.19421672267188983,0.16263105262615782,0.8373689473738422,,18698256.0,1.7592976103202138,4.67119814468181,non-profit
ADVENTHEALTH NEW SMYRNA BEACH (100014),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2022-01-01 00:00:00,,-7903357.0,4604023.0,18233586.0,2022-12-31,14470608.0,FL,1705143.0,46838647.0,2.0,22153290.0,7549.0,,6887126.0,,5784190.0,44826496.0,2737786.0,52342588.0,9187514.0,109.0,602593187.0,3065485.0,,95.0,39785.0,,4086778.0,152668335.0,9074135.0,28249830.0,3148010.0,136162269.0,587.34,0.225961,32397331.0,6015.0,,,18590392.0,14.0,96734554.0,27722.0,2022,2022,64337223.0,10129039.862656,3065485.0,-0.05176814825418775,-9979352.0,-0.06536622017918778,1.5195930241815234,0.9314175838788122,1.2585359684723163,0.16489620014467687,0.503555010448617,0.334909602208948,0.665090397791052,,64337223.0,1.5782192472815866,6.891452014576616,non-profit
ADVENTHEALTH OCALA (100062),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2021-10-01 00:00:00,,-411874085.0,17758926.0,48426756.0,2022-09-30,43006584.0,FL,,124413179.0,1.0,,16238.0,,17421696.0,,14891583.0,477492776.0,11606076.0,125230386.0,16045580.0,385.0,2753481680.0,,,329.0,140525.0,2422117.0,21754429.0,,15960592.0,,,352141293.0,1588.43,0.127889,,18024.0,,,,56.0,,84663.0,2021,2022,,61066073.629864,0.0,,,,,,,,,,,,,,,non-profit
ADVENTHEALTH ORLANDO (100007),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2022-01-01 00:00:00,,1843323.0,172759193.0,503391974.0,2022-12-31,451693260.0,FL,64032166.0,1694007389.0,2.0,416595658.0,175206.0,,236680404.0,,208229730.0,3727906663.0,273233078.0,1813697538.0,145578267.0,2738.0,27872188450.0,2558828725.0,,2240.0,999370.0,26415273.0,274744015.0,5403037761.0,140883618.0,3776315567.0,137879936.0,4357556222.0,22858.0,0.156341,1665337079.0,140787.0,195.65,,799302855.0,384.0,7303810714.0,799342.0,2022,2022,5638473635.0,582824655.600083,2558828725.0,0.00034116418976476594,133649423.0,0.024735977964970585,4.724511545751954,3.724830566256391,4.471901285777341,3.2013256414553903,0.29535246359274675,0.22800934254879707,0.771990657451203,15.460504156061534,5638473635.0,0.7397559948594253,12.96950089911883,non-profit
ADVENTHEALTH OTTAWA (170014),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2021-10-01 00:00:00,,497555.0,3059195.0,6896491.0,2022-09-30,7806157.0,KS,313302.0,15981481.0,2.0,8353914.0,1750.0,,2220492.0,,1702152.0,31844093.0,4152462.0,21029611.0,6031016.0,36.0,289718559.0,3721392.0,82173.0,28.0,13140.0,,2047626.0,53388896.0,6155633.0,10930255.0,928806.0,46717527.0,224.08,0.161251,17761373.0,1149.0,,,12356014.0,8.0,27743836.0,3765.0,2021,2022,9982463.0,5134891.840343,3721392.0,0.009319447249855102,-2749579.0,-0.05150095255762547,0.884610117793651,1.0175499153691474,0.7840835240232004,0.3011806234599605,1.7792575840251048,0.6401916807755064,0.3598083192244937,,9982463.0,1.924351628952824,6.390884081401843,non-profit
ADVENTHEALTH PALM COAST (100118),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2022-01-01 00:00:00,,-24699382.0,8365877.0,43066736.0,2022-12-31,37945575.0,FL,3178397.0,76326512.0,1.0,84496967.0,15953.0,,8655874.0,,6984204.0,83866841.0,9033571.0,88591764.0,12342216.0,99.0,1107192913.0,260872730.0,308862.0,81.0,36135.0,1506584.0,13065538.0,285714176.0,12178575.0,325751992.0,3424101.0,200589585.0,1060.95,0.181169,95664671.0,8847.0,,,39019792.0,18.0,513813697.0,47055.0,2022,2022,418149026.0,15194071.717129,260872730.0,-0.08644787019598216,23245621.0,0.08135970474212662,8.348378484436822,8.2181451659199,8.179169535296344,6.685651476563484,0.22878128382869892,0.18618552124740265,0.8138144787525974,24.101649161281415,418149026.0,0.5560657056598474,3.381354220678714,non-profit
ADVENTHEALTH REDMOND (110168),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2022-07-01 00:00:00,,-104825865.0,3626396.0,58666407.0,2023-06-30,51752575.0,GA,2490943.0,116799469.0,1.0,51955815.0,16741.0,,17947849.0,,17325925.0,116389307.0,6769251.0,137163826.0,14132553.0,217.0,2543338247.0,25226726.0,,177.0,79205.0,,66991933.0,276236331.0,14100572.0,80435690.0,8078128.0,339229547.0,1295.03,0.13338,152539408.0,11254.0,48.91,,67000022.0,16.0,623829438.0,58534.0,2022,2022,471290030.0,15524005.76766,25226726.0,-0.3794789216194737,-109481519.0,-0.3963328017124583,1.2005322923625308,-0.412586789896875,1.0427850158019352,0.37651817487462913,0.3236635580854532,0.2445210160152782,0.7554789839847218,,471290030.0,0.44280746334385074,5.316754842552273,non-profit
ADVENTHEALTH ROLLINS BROOK (451323),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,2021-10-01 00:00:00,,-1796457.0,2178976.0,,2022-09-30,,TX,3237.0,,1.0,3505944.0,1168.0,,2636036.0,,2021357.0,8213865.0,1849787.0,5990688.0,845250.0,25.0,71494045.0,35840293.0,,25.0,9125.0,102.0,613270.0,22873841.0,1110658.0,36854678.0,409637.0,19127224.0,81.37,0.267536,15065384.0,359.0,,,14742021.0,,38357418.0,2870.0,2021,2022,23292034.0,2197504.58664,35840293.0,-0.07853761858360386,3411310.0,0.1491358622279485,2.4999745964274505,2.5471256620784897,2.4719679886495887,2.4311655098035745,0.6468041391318594,0.3927632459515393,0.6072367540484607,39456.666666666664,23292034.0,0.596334221453592,6.524303012255758,non-profit
ADVENTHEALTH SEBRING (100109),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2022-01-01 00:00:00,,-30613806.0,13747091.0,44130979.0,2022-12-31,39702536.0,FL,3563185.0,97408108.0,2.0,-152654278.0,18255.0,,12029875.0,,9385432.0,184107528.0,9589528.0,130817947.0,17083125.0,204.0,1485357732.0,149478078.0,,182.0,74460.0,1571578.0,12067341.0,279683283.0,16577120.0,101543220.0,4647022.0,244046207.0,1409.36,0.164301,45575286.0,11297.0,15.85,,-5542653.0,22.0,180898914.0,56809.0,2022,2022,135323628.0,30249050.957928002,149478078.0,-0.10945883383384054,-8558029.0,-0.03059900079905741,inf,inf,inf,inf,0.3367873495085426,0.2519378640382551,0.7480621359617449,2.2329862087659667,135323628.0,1.5460749698033014,inf,non-profit
ADVENTHEALTH SHAWNEE MISSION (170104),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2022-01-01 00:00:00,,-18134672.0,25963939.0,46224038.0,2022-12-31,40486942.0,KS,7514516.0,136280606.0,1.0,102173752.0,15297.0,,20447274.0,,16570009.0,161626229.0,15150062.0,222831260.0,32423425.0,317.0,2667865279.0,318994296.0,,253.0,115705.0,5273040.0,41542852.0,555807991.0,31909033.0,424368156.0,11221365.0,387238283.0,2526.29,0.145149,271568284.0,14785.0,1.0,,86429297.0,64.0,881840033.0,66753.0,2022,2022,610271749.0,23459885.513121,318994296.0,-0.032627584154327136,594898.0,0.0010703300593603736,4.910003560482506,4.663156938555222,4.693226591904363,3.6908121096947024,0.44499566700407756,0.3079564023376562,0.6920435976623438,7.991168282432904,610271749.0,0.6302821035569838,5.4398314647386155,non-profit
ADVENTHEALTH SOUTH OVERLAND PARK (170208),General Short Term,Voluntary Nonprofit-Church,2021-10-07 00:00:00,,-17894305.0,554148.0,2370210.0,2022-09-30,1947321.0,KS,378918.0,13800488.0,1.0,6800392.0,533.0,,1569952.0,,1392593.0,7247200.0,629142.0,15320889.0,1964266.0,41.0,156542015.0,5723539.0,,32.0,14719.0,14957.0,983208.0,32646804.0,1957589.0,13082050.0,1646965.0,50092937.0,177.55,0.319997,4171150.0,968.0,,,4171150.0,9.0,158655574.0,4896.0,2021,2022,154484424.0,2319082.2583999997,5723539.0,-0.5481181251310235,-16470843.0,-0.5045162460619422,3.1363173225609247,-1.2875041655179027,2.6506280042674084,1.3721729019574938,0.02700045669329097,0.02629059852633983,0.9737094014736601,-1035.4773684562413,154484424.0,0.20577155391968768,4.8007238406256585,non-profit
ADVENTHEALTH TAMPA (100173),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2022-01-01 00:00:00,,-48150010.0,32952491.0,62486009.0,2022-12-31,55922273.0,FL,13315486.0,220800325.0,1.0,54185488.0,26038.0,350651.0,35165469.0,,29961161.0,584059525.0,25047430.0,233349135.0,16773605.0,596.0,4092647385.0,-22616929.0,,486.0,217540.0,8077962.0,38148145.0,699159245.0,16565660.0,129158250.0,21836747.0,594917900.0,3335.9,0.145363,394276793.0,23944.0,3.8,,123563930.0,110.0,767253693.0,132434.0,2022,2022,372976900.0,84900644.732575,350651.0,-0.0688684449849476,-59624525.0,-0.08528032122352898,1.0452747011203027,0.04884498251229141,0.7607885003333902,0.0,1.0571078074808387,0.5138806063720048,0.4861193936279952,-2.6586384040925175,372976900.0,0.9112491101427648,12.903071852005835,non-profit
ADVENTHEALTH WATERMAN (100057),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2022-01-01 00:00:00,,-52996196.0,13945479.0,59645056.0,2022-12-31,52127314.0,FL,6741533.0,112776884.0,1.0,59729464.0,23627.0,,19201085.0,,16539313.0,199309237.0,12894640.0,128979075.0,17916876.0,288.0,1785929870.0,291235478.0,,248.0,105120.0,20972651.0,22987492.0,338714611.0,17709996.0,354490642.0,5551469.0,309791387.0,1534.0,0.173462,122952892.0,15189.0,,,57090991.0,,586645299.0,69039.0,2022,2022,463692407.0,34572578.868494004,291235478.0,-0.15646268061344423,-18325453.0,-0.054102930327974544,6.209222081991886,5.219190292212654,5.993899107479146,5.101251053778345,0.26516046013235667,0.20958642677199738,0.7904135732280027,0.22229135458364324,463692407.0,0.5773754798297633,5.6708128336795385,non-profit
