Hospital,Hospital type,Control type,HAC reduction adjustment amount,Total Liabilities,Total discharges,IPPS Payment amount (unadjusted),Total Inpatient Days,Number of Interns & Residents,Urban (1) and Rural (2) Indicator,Fiscal Year Begin Date,BALANCE SHEET: Total Assets (G_C1THRU4_36),"ADJUSTED SALARIES, Subtotal Salaries",BALANCE SHEET: Accounts Receivable (G_C1THRU4_4),Net Revenue from Medicaid,TRIAL BALANCE OF EXPENSE ACCOUNTS: Interest Expense (A_C2_113),NUMBER OF BEDS: Adults & Pediatrics,Cost To Charge Ratio,Total Salaries,Total Costs,STATEMENT OF REVENUES AND EXPENSES: Net Patient Revenue (G3_C1_3),REIMBURSEMENT SETTLEMENT: Subtotal,BALANCE SHEET: Inventory (G_C1THRU4_7),"Donations, Land Improvements",REIMBURSEMENT SETTLEMENT: Interim payments,BALANCE SHEET: Temporary Investments (G_C1THRU4_2),Total cost of charity care,BALANCE SHEET: Prepaid expenses (G_C1THRU4_8),BALANCE SHEET: Total Current Liabilities (G_C1THRU4_45),Total Bad Debt expense,BED DAYS: Total Hospital,NUMBER OF BEDS: Total Hospital,REIMBURSEMENT SETTLEMENT: Payment to cost ratio,"RECONCILIATION OF CAPITAL COST CENTERS: Depreciation, Total (A7_3_C9_3)",STATEMENT OF REVENUES AND EXPENSES: Net Income (G3_C1_29),BALANCE SHEET: Cash on Hand and in Banks (G_C1THRU4_1),State,HVBP payment adjustment amount,BALANCE SHEET: Total Current Assets (G_C1THRU4_11),Total Charges,IPPS Interim payment,Medicaid charges,FTE Employees on Payroll,Cost of Uncompensated Care,Total Days Title XVIII,Fiscal Year End Date,NUMBER OF BEDS: ICU,Report_Period_Begin_Yr,Beginning FFY,Financial Indicators: Total Net Assets,S-10 DATA: Medicaid Costs,Financial Indicators: Cash Reserves,Financial Indicators: Net Profit Margin,Financial Indicators: Operating Profit,Financial Indicators: Operating Profit Margin,Financial Indicators: LIQUIDITY current ratio,Financial Indicators: LIQUIDITY acid-test ratio,Financial Indicators: LIQUIDITY acid-test ratio (variation),Financial Indicators: LIQUIDITY cash ratio,Financial Indicators: SOLVENCY Debt-to-Equity Ratio,Financial Indicators: SOLVENCY Debt Ratio,Financial Indicators: SOLVENCY Equity Ratio,Financial Indicators: SOLVENCY Interest Coverage Ratio,Financial Indicators: SOLVENCY total assets less total liabilities,Financial Indicators: EFFICIENCY asset turnover ratio,Financial Indicators: EFFICIENCY Accounts Receivable Turnover Ratio,: General Ownership Type
ABRAZO WEST CAMPUS (030110),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,15496432.0,13318.0,27641366.0,53525.0,1022.06,1.0,2017-05-01 00:00:00,141403864.0,78781930.0,104295504.0,45689841.0,51778.0,293.0,0.111115,79100580.0,178819230.0,212901339.0,6963219.0,3482989.0,,6892052.0,,6475114.0,-112724.0,14331435.0,22302364.0,118003.0,323.0,,9789775.0,10529884.0,233265.0,AZ,68473.0,45392503.0,1609316351.0,25045378.0,522271489.0,,9213497.0,10899.0,2018-04-30,30.0,2017,2017,125907432.0,58032196.500235006,233265.0,0.04945898437961445,10477860.0,0.04921462706253811,3.167338302130945,8.028411181434379,2.924306882039377,0.016276458009962018,0.12307797684254254,0.10958987655386843,0.8904101234461316,391.4333307582371,125907432.0,1.5056260343776744,2.0413280614665807,for-profit
ABROM KAPLAN MEMORIAL HOSPITAL (191322),General Short Term (Critical Access Hospitals),Governmental-County,,2165139.0,220.0,,2426.0,98.7,2.0,2016-10-01 00:00:00,7165583.0,,1618215.0,2700158.0,,25.0,0.559465,4617203.0,13926573.0,13288651.0,1458144.0,347716.0,,1650049.0,,44742.0,59974.0,2165139.0,1114325.0,9125.0,25.0,,10493.0,1192111.0,3074.0,LA,,7104376.0,24892668.0,,5052534.0,,665058.0,1892.0,2017-09-30,,2016,2017,5000444.0,2826715.93431,3074.0,0.08970895540864156,-575209.0,-0.04328573306650916,3.2812563073317693,1.299408490632703,3.0929589278101774,0.001419770278028339,0.43298935054567156,0.30215810772131174,0.6978418922786883,,5000444.0,1.8545107913759424,8.21191930614906,govt
ACADIA GENERAL HOSPITAL (190044),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,5327247.0,2419.0,10027690.0,10761.0,263.36,1.0,2016-10-01 00:00:00,11513283.0,13718263.0,5288275.0,7029163.0,,175.0,0.219453,13244578.0,39078084.0,38384736.0,6448922.0,1481240.0,,6315953.0,,28208.0,262897.0,5284930.0,5745377.0,65335.0,179.0,,190626.0,1635095.0,80230.0,LA,-13715.0,10201314.0,178070686.0,10627039.0,45720150.0,,1391597.0,6249.0,2017-09-30,4.0,2016,2017,6186036.0,10033424.07795,80230.0,0.04259753147709548,1428794.0,0.03722297321518637,1.9302647338753778,1.3252020367346398,1.6002439010545078,0.015180901166146003,0.8611729708653489,0.4627044258357933,0.5372955741642067,,6186036.0,3.333952270607784,7.258460651157513,non-profit
ACADIA GREENLEAF HOSPITAL (114036),Psychiatric,Proprietary-Corporation,,1619824.0,2710.0,,25510.0,149.24,1.0,2017-01-01 00:00:00,19156468.0,,3483906.0,,,73.0,,6844130.0,10995489.0,18733609.0,335317.0,,,328608.0,,,34658.0,315826.0,,26645.0,73.0,,568372.0,5885424.0,-31192.0,GA,,3048265.0,46816397.0,,,,,10861.0,2017-12-31,,2017,2017,17536644.0,,0.0,0.3141639179081831,3704772.0,0.19776071978442594,9.651722784064644,29.666113619524676,,0.0,0.09236795820226493,0.08455754996171529,0.9154424500382847,,17536644.0,0.9779260456572684,5.377185549782342,for-profit
ACADIA SONORA BEHAVIORAL HOSPITAL (034022),Psychiatric,Proprietary-Corporation,,4104851.0,3831.0,,28262.0,176.65,1.0,2017-01-01 00:00:00,27522862.0,,4885991.0,,,148.0,,12540632.0,18641988.0,26761708.0,151832.0,,,148796.0,,,66373.0,1595017.0,,54020.0,148.0,,762760.0,3304058.0,-106297.0,AZ,,4151574.0,40783212.0,,,,,1866.0,2017-12-31,,2017,2017,23418011.0,,0.0,0.12346214972527164,3067581.0,0.11462575557583993,2.6028399697307303,5.134772231267754,,0.0,0.17528606507187994,0.14914331947019172,0.8508566805298082,,23418011.0,0.9723446638652623,5.477232356752192,for-profit
ACADIA ST LANDRY HOSPITAL (191319),Critical Access Hospitals,Governmental-Hospital District,,1090678.0,27.0,,3216.0,96.41,2.0,2017-07-01 00:00:00,7180262.0,,2730695.0,1267448.0,,15.0,0.9845,4219352.0,13423967.0,14821862.0,2535260.0,380343.0,,2906916.0,44778.0,,110052.0,1062163.0,917126.0,5475.0,15.0,,121874.0,333097.0,1631926.0,LA,,3388593.0,13635314.0,,1392147.0,,495398.0,3156.0,2018-06-30,,2017,2017,6089584.0,1370568.7215,1676704.0,0.022473357261051277,-260499.0,-0.017575322182867444,3.190275880443962,4.420901500052252,2.728581206462662,1.5364176684746127,0.17910550211640072,0.15189947107779633,0.8481005289222037,,6089584.0,2.064250858812673,5.427871659046507,govt
ACADIA VERMILION HOSPITAL (194044),Psychiatric,Proprietary-Corporation,,17788091.0,2383.0,,17856.0,127.16,1.0,2016-12-01 00:00:00,11682859.0,,1950113.0,,,54.0,,6259390.0,11121499.0,10287608.0,,,,,,,45665.0,652168.0,,19710.0,54.0,,420191.0,-2018473.0,-67194.0,LA,,1525405.0,23021447.0,,,,,1973.0,2017-11-30,,2016,2017,-6105232.0,,0.0,-0.19620430716255907,-2026960.0,-0.19702928027584254,2.3389755400448964,-0.08966094625924609,,0.0,-2.9135814986228206,1.5225803033315732,-0.5225803033315732,,-6105232.0,0.8805728118434024,5.275390708128196,for-profit
ACCEL REHABILITATION HOSPITAL PLANO (673055),Rehabilitation,Proprietary-Corporation,,5829780.0,408.0,,5723.0,62.01,1.0,2017-01-01 00:00:00,2099550.0,2524983.0,1702289.0,,,149.0,,2878246.0,7774944.0,8703571.0,208551.0,,,204379.0,279724.0,,31430.0,3524122.0,,54385.0,149.0,,49837.0,-578702.0,1000.0,TX,,1948025.0,15394360.0,,,,,4467.0,2017-12-31,,2017,2017,-3730230.0,,280724.0,-0.06649017972048485,-526167.0,-0.06045415152010594,0.5527688882507473,0.3191115404063764,,0.00028375862129631155,-1.562847331129716,2.7766807172965637,-1.7766807172965635,,-3730230.0,4.145445928889524,5.112863326967395,for-profit
ACCESS HOSPITAL DAYTON (364050),Psychiatric,Proprietary-Other,,5526460.0,266.0,,12150.0,84.67,1.0,2017-01-01 00:00:00,5369578.0,,,,,52.0,,3971836.0,6355439.0,6886253.0,,,,,,,,5526460.0,,18980.0,52.0,,106861.0,33960.0,72357.0,OH,,3416389.0,25877388.0,,,,,4414.0,2017-12-31,,2017,2017,-156882.0,,72357.0,0.004931564379060717,33960.0,0.004931564379060717,0.6181875920571216,0.019237812270422656,,0.01309282976806129,-35.22685840313102,1.0292168211356647,-0.029216821135664664,,-156882.0,1.282457019899888,inf,for-profit
ACHS CENTRAL JERSEY (312017),General Long Term,Proprietary-Corporation,,17842936.0,328.0,,11290.0,120.62,1.0,2017-09-01 00:00:00,18381302.0,,6881862.0,,18254.0,50.0,,12845874.0,21369343.0,26143759.0,1985.0,282314.0,,1945.0,,,167162.0,17842936.0,,18250.0,50.0,,347209.0,3451470.0,4018673.0,NJ,,17439144.0,140029501.0,,,,,9410.0,2018-08-31,,2017,2017,538366.0,,4018673.0,0.1320188883320107,2612743.0,0.09993754149890993,0.9773696436505741,0.8043522097484405,0.9521789463348409,0.22522487330560398,33.14276161570381,0.9707112151250221,0.029288784874977845,162.1536101676345,538366.0,1.4223018043009141,3.7989368284339324,for-profit
ACOMA CANONCITO LAGUNA HOSPITAL (320070),General Short Term (Acute Care Hospitals),Governmental- Federal,,,5.0,8916.0,21.0,224.0,2.0,2016-10-01 00:00:00,,6145431.0,,,,6.0,,9274461.0,12270920.0,,1814646.0,,,1662733.0,,,,,,2190.0,6.0,,563929.0,-27506031.0,,NM,,,161644.0,10331.0,,,,6.0,2017-09-30,,2016,2017,,,0.0,,,,,,,,,,,,,,,govt
ACUITY HOSPITAL OF SOUTH TEXAS (452040),General Long Term,Proprietary-Partnership,,12629414.0,163.0,,3809.0,72.59,1.0,2017-09-01 00:00:00,696462.0,,1235149.0,,214803.0,30.0,,4556881.0,10249755.0,6550615.0,307.0,,,301.0,,,,2973896.0,,8370.0,30.0,,376808.0,-6688991.0,111735.0,TX,,678466.0,26447632.0,,,,,2500.0,2018-06-06,,2017,2017,-11932952.0,,111735.0,-1.0211241234601636,-3867091.0,-0.5903401436353686,0.22814045951842296,-1.7963328240126757,,0.03757192585080312,-1.0583646024889735,18.133672763194546,-17.133672763194546,-16.248762819886128,-11932952.0,9.405559815180153,5.303501844716711,for-profit
ACUITY SPECIALTY HOSP OF NEW JERSEY (312023),General Long Term,Proprietary-Partnership,,3515281.0,328.0,,8983.0,105.46,1.0,2017-09-01 00:00:00,8588818.0,,3621876.0,,2966.0,30.0,,8657089.0,18966514.0,23027649.0,8228.0,175792.0,,11095.0,,,82700.0,3515281.0,,10950.0,30.0,,394970.0,3657984.0,1804540.0,NJ,,5176570.0,131225450.0,,,,,7191.0,2018-08-31,,2017,2017,5073537.0,,1804540.0,0.15885182199885017,3646289.0,0.1583439542612448,1.472590669138541,2.584259978078566,1.3990568606037468,0.5133416076837101,0.6928659434236905,0.40928577133663796,0.5907142286633621,1362.5283209710046,5073537.0,2.6811196837562514,6.357934120328802,for-profit
ACUITY SPECIALTY HOSPITAL (362035),General Long Term,Proprietary-Partnership,,17541938.0,534.0,,14644.0,150.34,1.0,2017-09-01 00:00:00,18695090.0,,38142653.0,,113672.0,72.0,,10709601.0,22831628.0,25035602.0,1749.0,819020.0,,1789.0,,,74986.0,8032631.0,,26280.0,72.0,,681042.0,1598052.0,2367931.0,OH,,13628639.0,96762052.0,,,,,9232.0,2018-08-31,,2017,2017,1153152.0,,2367931.0,0.06383117929419073,1573167.0,0.06283719480761836,1.6966594133354314,5.242197232762217,1.5853626290066107,0.29478896764957835,15.21216457153957,0.9383179219784447,0.06168207802155539,19.830820254768106,1153152.0,1.3391538633940783,0.6563676102970604,for-profit
ACUTE CARE SPECIALTY HOSPITAL (362032),General Long Term,Voluntary Nonprofit-Other,,345393.0,158.0,,4341.0,44.11,1.0,2016-10-01 00:00:00,2884522.0,,2429244.0,,,30.0,,2852351.0,5888805.0,5878154.0,86.0,,,84.0,,,8243.0,345393.0,,10950.0,30.0,,,-168130.0,1845760.0,OH,,2884522.0,12682867.0,,,,,1688.0,2017-09-30,,2016,2017,2539129.0,,1845760.0,-0.028602517048719717,-168566.0,-0.028676689994852126,8.351419976664264,11.890437849058898,,5.343941539058406,0.13602814193371035,0.11974011638670116,0.8802598836132989,,2539129.0,2.0378260245545015,2.4197462255747055,non-profit
ADAIR COUNTY HEALTH CENTER (370178),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,908244.0,1279.0,4000671.0,5275.0,175.11,2.0,2017-07-01 00:00:00,9593594.0,6007072.0,9319863.0,,10700.0,30.0,0.501588,11144782.0,14297573.0,17814376.0,669883.0,375251.0,,653240.0,301497.0,143587.0,50000.0,908244.0,902869.0,10950.0,30.0,,593998.0,354932.0,140651.0,OK,53135.0,4432020.0,28504626.0,3959314.0,7931206.0,,578321.0,3553.0,2018-06-30,,2017,2017,8685350.0,3978197.7551280004,442148.0,0.01992390864546701,-1468835.0,-0.08245222846986053,4.879767991861218,10.807058455657291,4.4115557052950525,0.1548603679187531,0.10457195161968141,0.09467192378580958,0.9053280762141904,-81.76046728971963,8685350.0,1.856903262739699,1.911441831280138,non-profit
ADAIR COUNTY MEMORIAL HOSPITAL (161310),Critical Access Hospitals,Governmental-County,,14160639.0,50.0,,349.0,67.18,2.0,2017-07-01 00:00:00,20477615.0,,1937469.0,1155485.0,344848.0,25.0,0.877546,4789905.0,12535458.0,11362893.0,2594511.0,260888.0,,2463261.0,2607112.0,33574.0,204667.0,1324748.0,339621.0,9125.0,25.0,,1088819.0,-268351.0,3087974.0,IA,,9699534.0,14284669.0,,1740472.0,,331607.0,281.0,2018-06-30,,2017,2017,6316976.0,1527344.241712,5695086.0,-0.0236164328925741,-2680840.0,-0.23592935355459213,7.321795541491665,3.590941069546812,6.970366439503966,2.3309897429548867,2.2416800380435196,0.6915179819524881,0.3084820180475119,-4.616587598014197,6316976.0,0.5548933799175343,5.864812804746811,govt
ADAMS COUNTY REGIONAL MEDICAL CENTER (361326),General Short Term (Critical Access Hospitals),Governmental-County,,44652158.0,783.0,,4435.0,190.99,2.0,2017-01-01 00:00:00,35044328.0,,3859847.0,3630588.0,1711014.0,25.0,0.326697,8867235.0,23433041.0,25961312.0,2889514.0,337395.0,,3604260.0,57055.0,333129.0,266950.0,31079265.0,4409373.0,9125.0,25.0,,1497564.0,-384523.0,84382.0,OH,,5773976.0,71727089.0,,18666247.0,,1808752.0,2950.0,2017-12-31,,2017,2017,-9607830.0,6098206.896159001,141437.0,-0.014811385495463403,-2346921.0,-0.09040070856203261,0.18578225707718635,0.11453636371387804,0.16633697740277964,0.0027150577724408863,-4.647475860834341,1.2741621982307665,-0.2741621982307665,-0.4964056401642535,-9607830.0,0.7408135205217803,6.725995097733149,govt
ADAMS MEMORIAL HOSPITAL (151330),General Short Term (Critical Access Hospitals),Governmental-County,,48610396.0,1073.0,,6013.0,353.09,1.0,2017-01-01 00:00:00,50543754.0,,29990308.0,2546676.0,,21.0,0.474975,25668469.0,43723383.0,50600625.0,4460186.0,641094.0,,4214356.0,,112172.0,158912.0,18633508.0,4292572.0,9125.0,25.0,,1469907.0,-278588.0,1423223.0,IN,,15399783.0,92054114.0,,9801605.0,,2132139.0,2446.0,2017-12-31,4.0,2017,2017,1933358.0,4655517.334875,1423223.0,-0.005505623695359494,-4317251.0,-0.08532011215276492,0.826456456830351,1.670911510596931,0.7835227269068176,0.07637976703044859,25.14298748602173,0.961748824592649,0.038251175407351026,,1933358.0,1.0011251835389987,1.687232588608293,govt
ADCARE HOSPITAL OF WORCESTER (220062),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,4449921.0,6045.0,20965435.0,38293.0,345.43,1.0,2016-10-01 00:00:00,11206766.0,17917931.0,3519200.0,7807350.0,,114.0,0.422211,17498559.0,30313116.0,42294116.0,1621532.0,130468.0,,1588358.0,,,472055.0,3349921.0,3820625.0,41610.0,114.0,,576770.0,6842465.0,6000885.0,MA,486643.0,10146433.0,71796127.0,19957948.0,25102924.0,,1477638.0,18207.0,2017-09-30,,2016,2017,6756845.0,10598730.644964,6000885.0,0.16178290616122584,6665079.0,0.15758880029553046,3.028857396935629,4.884458469319127,2.8489955434769954,1.7913511990282756,0.6585797069490272,0.3970744994586306,0.6029255005413694,,6756845.0,3.7739804685847815,12.018105251193454,for-profit
